wave_dt,version,item_index,category,dominant_subsystem,n_annotated_commits,n_matched_commits,n_files,lines_added,lines_deleted,touches_tests,docs_only
2024-02-08,16.2,43,Replication & recovery,tests,4,4,1,81,70,1,0
2024-02-08,16.2,48,Crash & corruption,replication_recovery,2,2,1,5,0,0,0
2024-02-08,16.2,55,Client tools,client_tools,2,2,2,9,17,0,0
2024-02-08,16.2,58,Client tools,client_tools,2,2,1,1,1,0,0
2024-05-09,15.7,0,Security (CVE),core_server,4,3,7,81,17,1,0
2024-05-09,15.7,1,Other functionality,core_server,6,3,5,227,11,1,0
2024-05-09,15.7,2,Other functionality,core_server,3,3,3,27,1,1,0
2024-05-09,15.7,3,Other functionality,core_server,3,3,5,106,8,1,0
2024-05-09,15.7,4,Wrong results & planner,core_server,6,3,3,187,2,1,0
2024-05-09,15.7,5,Other functionality,core_server,6,3,3,24,22,1,0
2024-05-09,15.7,6,Other functionality,core_server,3,3,3,100,1,1,0
2024-05-09,15.7,7,Replication & recovery,core_server,7,6,1,16,0,0,0
2024-05-09,15.7,8,Other functionality,client_tools,3,3,3,14,4,0,0
2024-05-09,15.7,9,Other functionality,core_server,6,3,2,8,6,1,0
2024-05-09,15.7,10,Other functionality,core_server,3,3,3,79,9,1,0
2024-05-09,15.7,11,Crash & corruption,core_server,6,3,3,60,1,0,0
2024-05-09,15.7,12,Crash & corruption,core_server,6,3,1,16,12,0,0
2024-05-09,15.7,13,Other functionality,core_server,3,3,1,11,13,0,0
2024-05-09,15.7,14,Crash & corruption,core_server,4,1,1,6,0,0,0
2024-05-09,15.7,15,Wrong results & planner,planner,6,3,2,34,7,0,0
2024-05-09,15.7,16,Other functionality,core_server,2,2,4,67,24,1,0
2024-05-09,15.7,17,Other functionality,core_server,6,3,1,4,4,0,0
2024-05-09,15.7,18,Crash & corruption,planner,6,3,1,7,2,0,0
2024-05-09,15.7,19,Other functionality,core_server,4,3,3,63,6,1,0
2024-05-09,15.7,20,Other functionality,planner,6,3,2,2,2,0,0
2024-05-09,15.7,21,Crash & corruption,core_server,12,6,7,41,13,1,0
2024-05-09,15.7,22,Crash & corruption,core_server,6,3,6,36,4,1,0
2024-05-09,15.7,23,Other functionality,core_server,7,4,1,0,3,0,0
2024-05-09,15.7,24,Wrong results & planner,core_server,4,3,5,97,19,1,0
2024-05-09,15.7,25,Wrong results & planner,core_server,6,3,3,22,4,1,0
2024-05-09,15.7,26,Crash & corruption,core_server,6,3,1,33,35,0,0
2024-05-09,15.7,27,Other functionality,core_server,6,3,1,19,11,0,0
2024-05-09,15.7,28,Crash & corruption,core_server,4,3,4,112,20,1,0
2024-05-09,15.7,29,Other functionality,core_server,5,2,1,38,32,0,0
2024-05-09,15.7,30,Crash & corruption,core_server,3,2,2,25,24,0,0
2024-05-09,15.7,31,Crash & corruption,core_server,6,3,2,15,8,0,0
2024-05-09,15.7,32,Crash & corruption,core_server,6,3,5,141,9,1,0
2024-05-09,15.7,33,Crash & corruption,replication_recovery,3,3,2,22,4,0,0
2024-05-09,15.7,34,Crash & corruption,core_server,6,3,1,1,1,0,0
2024-05-09,15.7,35,Other functionality,core_server,6,3,1,1,5,0,0
2024-05-09,15.7,36,Build & platform,client_tools,6,3,2,36,6,0,0
2024-05-09,15.7,37,Client tools,client_tools,12,6,2,52,26,0,0
2024-05-09,15.7,38,Crash & corruption,client_tools,16,7,12,289,80,0,0
2024-05-09,15.7,39,Client tools,client_tools,6,3,1,18,19,0,0
2024-05-09,15.7,40,Client tools,client_tools,6,3,9,70,2,0,0
2024-05-09,15.7,41,Client tools,client_tools,3,3,1,2,0,0,0
2024-05-09,15.7,42,Client tools,client_tools,9,3,1,10,7,0,0
2024-05-09,15.7,43,Replication & recovery,replication_recovery,3,3,9,47,4,0,0
2024-05-09,15.7,44,Other functionality,extensions_contrib,6,3,7,76,36,1,0
2024-05-09,15.7,45,Extensions & contrib,extensions_contrib,12,6,3,55,5,0,0
2024-05-09,15.7,46,Extensions & contrib,core_server,6,5,2,2,2,0,0
2024-05-09,15.7,47,Extensions & contrib,extensions_contrib,6,3,3,114,36,0,0
2024-05-09,15.7,48,Extensions & contrib,extensions_contrib,6,3,1,5,3,0,0
2024-05-09,15.7,49,Extensions & contrib,extensions_contrib,5,2,2,12,9,0,0
2024-05-09,15.7,50,Build & platform,core_server,6,3,1,5,2,0,0
2024-05-09,15.7,51,Other functionality,core_server,6,3,1,31,4,0,0
2024-05-09,16.3,12,Other functionality,core_server,2,2,1,0,4,0,0
2024-05-09,16.3,16,Other functionality,planner,2,2,1,15,4,0,0
2024-05-09,16.3,22,Performance,core_server,2,2,2,124,25,0,0
2024-05-09,16.3,35,Crash & corruption,replication_recovery,2,2,1,33,6,0,0
2024-05-09,16.3,40,Crash & corruption,build_platform,2,2,5,61,0,0,0
2024-05-09,16.3,45,Client tools,client_tools,2,2,2,21,2,0,0
2024-08-08,15.8,0,Security (CVE),core_server,7,3,15,255,1,1,0
2024-08-08,15.8,1,Crash & corruption,core_server,5,3,2,29,8,0,0
2024-08-08,15.8,2,Other functionality,core_server,7,3,3,24,1,1,0
2024-08-08,15.8,3,Other functionality,tests,14,6,2,4,2,1,0
2024-08-08,15.8,4,Wrong results & planner,core_server,6,4,1,60,50,0,0
2024-08-08,15.8,5,Other functionality,core_server,5,3,3,82,1,1,0
2024-08-08,15.8,6,Crash & corruption,tests,10,4,2,26,0,1,0
2024-08-08,15.8,7,Other functionality,extensions_contrib,5,2,4,130,14,0,0
2024-08-08,15.8,8,Wrong results & planner,core_server,7,3,3,124,80,1,0
2024-08-08,15.8,9,Wrong results & planner,core_server,7,3,3,157,13,1,0
2024-08-08,15.8,10,Other functionality,core_server,4,3,3,18,2,1,0
2024-08-08,15.8,11,Replication & recovery,core_server,5,2,3,56,13,1,0
2024-08-08,15.8,12,Other functionality,core_server,5,2,3,19,13,1,0
2024-08-08,15.8,13,Security (CVE),core_server,7,3,3,14,1,1,0
2024-08-08,15.8,14,Other functionality,core_server,5,2,3,64,3,0,0
2024-08-08,15.8,15,Other functionality,core_server,7,3,3,25,14,1,0
2024-08-08,15.8,16,Build & platform,core_server,7,3,3,102,20,1,0
2024-08-08,15.8,17,Other functionality,core_server,2,2,1,7,0,0,0
2024-08-08,15.8,18,Other functionality,core_server,5,2,3,32,5,1,0
2024-08-08,15.8,19,Client tools,core_server,5,2,3,27,6,1,0
2024-08-08,15.8,20,Other functionality,planner,5,2,3,27,1,1,0
2024-08-08,15.8,21,Other functionality,core_server,5,2,1,47,13,0,0
2024-08-08,15.8,22,Other functionality,core_server,3,2,3,86,73,1,0
2024-08-08,15.8,23,Other functionality,planner,5,2,5,107,29,1,0
2024-08-08,15.8,24,Crash & corruption,core_server,5,2,1,17,1,0,0
2024-08-08,15.8,25,Other functionality,tests,10,6,4,0,68,1,0
2024-08-08,15.8,26,Replication & recovery,core_server,5,2,7,85,17,1,0
2024-08-08,15.8,27,Crash & corruption,extensions_contrib,7,3,7,122,10,0,0
2024-08-08,15.8,28,Replication & recovery,core_server,2,2,2,14,2,0,0
2024-08-08,15.8,29,Replication & recovery,replication_recovery,2,2,1,10,0,0,0
2024-08-08,15.8,30,Crash & corruption,core_server,6,2,2,17,1,0,0
2024-08-08,15.8,31,Other functionality,core_server,2,2,1,8,0,0,0
2024-08-08,15.8,32,Crash & corruption,replication_recovery,3,2,2,11,0,0,0
2024-08-08,15.8,33,Build & platform,core_server,7,3,1,32,0,0,0
2024-08-08,15.8,34,Security hardening (no CVE),core_server,4,2,1,3,2,0,0
2024-08-08,15.8,35,Build & platform,core_server,19,8,1,3,3,0,0
2024-08-08,15.8,36,Other functionality,extensions_contrib,5,2,3,138,56,0,0
2024-08-08,15.8,37,Extensions & contrib,build_platform,11,1,2,0,2,0,0
2024-08-08,15.8,38,Extensions & contrib,extensions_contrib,5,2,3,42,16,0,0
2024-08-08,15.8,39,Crash & corruption,extensions_contrib,5,2,5,80,3,0,0
2024-08-08,15.8,40,Crash & corruption,extensions_contrib,5,2,3,28,2,0,0
2024-08-08,15.8,41,Client tools,client_tools,7,3,2,11,9,0,0
2024-08-08,15.8,42,Crash & corruption,client_tools,2,2,1,2,2,0,0
2024-08-08,15.8,43,Client tools,client_tools,5,2,1,4,1,0,0
2024-08-08,15.8,44,Extensions & contrib,extensions_contrib,4,3,3,85,5,0,0
2024-08-08,15.8,45,Extensions & contrib,extensions_contrib,4,2,3,40,0,0,0
2024-08-08,15.8,46,Build & platform,core_server,7,3,2,95,9,0,0
2024-08-08,15.8,47,Crash & corruption,planner,3,2,1,1,1,0,0
2024-08-08,15.8,48,Crash & corruption,core_server,5,2,3,27,5,0,0
2024-08-08,16.4,1,Wrong results & planner,core_server,3,2,4,100,20,1,0
2024-08-08,16.4,9,Other functionality,core_server,1,1,3,195,0,1,0
2024-08-08,16.4,16,Other functionality,core_server,3,2,3,18,10,0,0
2024-08-08,16.4,27,Other functionality,client_tools,1,1,5,14,6,1,0
2024-08-08,16.4,41,Other functionality,client_tools,1,1,5,23,3,1,0
2024-08-08,16.4,48,Extensions & contrib,extensions_contrib,3,2,3,68,0,0,0
2024-11-14,15.9,0,Security (CVE),core_server,7,4,5,226,6,1,0
2024-11-14,15.9,1,Security (CVE),client_tools,7,4,3,22,35,0,0
2024-11-14,15.9,2,Security (CVE),core_server,14,8,1,18,1,0,0
2024-11-14,15.9,3,Security (CVE),extensions_contrib,26,14,2,5,0,0,0
2024-11-14,15.9,4,Other functionality,core_server,10,8,3,27,30,1,0
2024-11-14,15.9,5,Crash & corruption,planner,8,6,1,11,2,0,0
2024-11-14,15.9,6,Other functionality,core_server,11,5,3,51,0,1,0
2024-11-14,15.9,7,Wrong results & planner,planner,14,8,3,324,2,1,0
2024-11-14,15.9,8,Other functionality,planner,6,4,3,71,38,1,0
2024-11-14,15.9,9,Build & platform,core_server,6,3,1,3,0,0,0
2024-11-14,15.9,10,Crash & corruption,core_server,7,4,3,17,5,1,0
2024-11-14,15.9,11,Other functionality,core_server,7,4,1,12,5,0,0
2024-11-14,15.9,12,Crash & corruption,core_server,7,4,1,9,4,0,0
2024-11-14,15.9,13,Crash & corruption,replication_recovery,7,4,1,8,1,0,0
2024-11-14,15.9,14,Crash & corruption,core_server,7,4,1,8,0,0,0
2024-11-14,15.9,15,Crash & corruption,core_server,49,28,1,2,4,0,0
2024-11-14,15.9,16,Crash & corruption,core_server,6,3,3,67,0,0,0
2024-11-14,15.9,17,Performance,replication_recovery,13,7,3,23,11,0,0
2024-11-14,15.9,18,Other functionality,core_server,4,3,4,42,4,0,0
2024-11-14,15.9,19,Crash & corruption,core_server,6,3,2,17,5,0,0
2024-11-14,15.9,20,Crash & corruption,core_server,4,3,5,92,3,1,0
2024-11-14,15.9,21,Other functionality,core_server,11,6,1,5,5,0,0
2024-11-14,15.9,22,Other functionality,core_server,6,3,2,14,2,1,0
2024-11-14,15.9,23,Other functionality,core_server,7,4,1,3,0,0,0
2024-11-14,15.9,24,Other functionality,client_tools,3,3,4,74,62,1,0
2024-11-14,15.9,25,Replication & recovery,extensions_contrib,10,8,4,45,44,0,0
2024-11-14,15.9,26,Replication & recovery,replication_recovery,7,4,1,11,6,0,0
2024-11-14,15.9,27,Other functionality,core_server,6,3,1,1,2,0,0
2024-11-14,15.9,28,Other functionality,core_server,12,6,1,3,1,0,0
2024-11-14,15.9,29,Other functionality,core_server,6,3,5,85,19,1,0
2024-11-14,15.9,30,Other functionality,extensions_contrib,7,4,3,47,4,0,0
2024-11-14,15.9,31,Other functionality,extensions_contrib,4,3,2,16,12,0,0
2024-11-14,15.9,32,Client tools,core_server,4,3,1,1,4,0,0
2024-11-14,15.9,33,Client tools,client_tools,7,4,1,4,4,0,0
2024-11-14,15.9,34,Other functionality,client_tools,5,3,1,21,2,0,0
2024-11-14,15.9,35,Security hardening (no CVE),client_tools,7,4,5,109,48,0,0
2024-11-14,15.9,36,Client tools,core_server,3,3,7,112,41,1,0
2024-11-14,15.9,37,Replication & recovery,replication_recovery,6,3,1,2,4,0,0
2024-11-14,15.9,38,Replication & recovery,core_server,19,4,1,27,1,0,0
2024-11-14,15.9,39,Client tools,client_tools,20,12,1,2,1,0,0
2024-11-14,15.9,40,Extensions & contrib,extensions_contrib,12,6,2,5,3,0,0
2024-11-14,15.9,41,Crash & corruption,core_server,7,4,11,985,2,0,0
2024-11-14,15.9,42,Crash & corruption,core_server,7,4,6,10,10,0,0
2024-11-14,15.9,43,Build & platform,build_platform,6,3,1,4,1,0,0
2024-11-14,15.9,44,Build & platform,core_server,1,1,1,4,2,0,0
2024-11-14,16.5,9,Performance,planner,2,2,4,107,15,1,0
2024-11-14,16.5,12,Crash & corruption,core_server,3,3,5,92,11,1,0
2024-11-14,16.5,13,Build & platform,core_server,2,2,5,32,3,1,0
2024-11-14,16.5,15,Build & platform,client_tools,3,3,2,93,17,0,0
2024-11-14,16.5,24,Other functionality,core_server,2,2,5,84,23,1,0
2024-11-14,16.5,26,Other functionality,core_server,2,2,3,217,100,1,0
2024-11-14,16.5,30,Wrong results & planner,core_server,2,2,1,1,1,0,0
2024-11-14,16.5,34,Replication & recovery,core_server,2,2,4,66,1,1,0
2024-11-14,16.5,44,Crash & corruption,client_tools,2,2,5,59,27,1,0
2024-11-14,16.5,45,Client tools,client_tools,3,3,2,16,5,0,0
2024-11-14,17.1,5,Crash & corruption,core_server,1,1,1,2,2,0,0
2024-11-14,17.1,7,Wrong results & planner,planner,2,2,4,62,3,1,0
2024-11-14,17.1,8,Crash & corruption,core_server,2,2,2,7,1,0,0
2024-11-14,17.1,9,Wrong results & planner,planner,4,4,3,89,0,1,0
2024-11-14,17.1,11,Wrong results & planner,core_server,2,2,3,21,8,0,0
2024-11-14,17.1,13,Other functionality,core_server,2,2,3,26,4,1,0
2024-11-14,17.1,16,Crash & corruption,core_server,2,2,1,19,9,0,0
2024-11-14,17.1,17,Other functionality,extensions_contrib,2,2,7,105,51,1,0
2024-11-14,17.1,18,Other functionality,core_server,2,2,3,28,2,1,0
2024-11-14,17.1,32,Client tools,client_tools,2,2,1,1,1,0,0
2024-11-14,17.1,34,Replication & recovery,replication_recovery,2,2,3,24,14,0,0
2024-11-14,17.1,35,Other functionality,client_tools,2,2,3,75,0,0,0
2024-11-14,17.1,36,Other functionality,client_tools,2,2,1,9,4,0,0
2024-11-21,15.10,0,Other functionality,core_server,4,3,1,3,3,0,0
2024-11-21,15.10,1,Security (CVE),core_server,7,4,6,90,3,1,0
2024-11-21,15.10,2,Replication & recovery,replication_recovery,6,4,1,3,1,0,0
2024-11-21,15.10,3,Replication & recovery,replication_recovery,5,4,7,169,7,0,0
2024-11-21,15.10,4,Crash & corruption,core_server,4,4,2,54,5,0,0
2024-11-21,15.10,5,Extensions & contrib,extensions_contrib,6,4,1,2,0,0,0
2024-11-21,15.10,6,Crash & corruption,extensions_contrib,6,4,3,16,2,0,0
2024-11-21,15.10,7,Crash & corruption,core_server,5,4,6,79,1,1,0
2025-02-13,15.11,0,Security (CVE),client_tools,37,24,1,14,5,0,0
2025-02-13,15.11,1,Other functionality,core_server,6,4,11,80,92,1,0
2025-02-13,15.11,2,Other functionality,core_server,4,4,3,34,18,1,0
2025-02-13,15.11,3,Other functionality,core_server,6,4,1,2,2,0,0
2025-02-13,15.11,4,Crash & corruption,core_server,6,4,6,252,83,1,0
2025-02-13,15.11,5,Crash & corruption,core_server,8,6,5,77,93,0,0
2025-02-13,15.11,6,Crash & corruption,core_server,16,10,6,89,33,0,0
2025-02-13,15.11,7,Crash & corruption,core_server,6,4,1,20,7,0,0
2025-02-13,15.11,8,Crash & corruption,replication_recovery,3,1,3,11,21,0,0
2025-02-13,15.11,9,Other functionality,core_server,6,4,5,51,2,1,0
2025-02-13,15.11,10,Other functionality,extensions_contrib,6,4,3,118,10,0,0
2025-02-13,15.11,11,Other functionality,core_server,4,4,3,39,2,1,0
2025-02-13,15.11,12,Other functionality,core_server,6,4,3,25,13,1,0
2025-02-13,15.11,13,Other functionality,core_server,6,4,5,26,13,1,0
2025-02-13,15.11,14,Other functionality,core_server,12,8,1,2,2,0,0
2025-02-13,15.11,15,Other functionality,planner,6,4,1,12,12,0,0
2025-02-13,15.11,16,Wrong results & planner,planner,6,4,3,56,0,1,0
2025-02-13,15.11,17,Other functionality,core_server,6,4,1,4,2,0,0
2025-02-13,15.11,18,Other functionality,core_server,6,4,1,1,1,0,0
2025-02-13,15.11,19,Replication & recovery,replication_recovery,6,4,3,162,6,1,0
2025-02-13,15.11,20,Crash & corruption,core_server,6,4,4,6,4,0,0
2025-02-13,15.11,21,Client tools,core_server,12,8,2,102,0,0,0
2025-02-13,15.11,22,Crash & corruption,replication_recovery,15,11,1,2,2,0,0
2025-02-13,15.11,23,Crash & corruption,core_server,3,1,1,5,0,0,0
2025-02-13,15.11,24,Replication & recovery,core_server,6,4,1,2,2,0,0
2025-02-13,15.11,25,Other functionality,core_server,6,4,3,21,5,1,0
2025-02-13,15.11,26,Build & platform,build_platform,6,4,2,112,0,0,0
2025-02-13,15.11,27,Client tools,core_server,6,2,1,14,3,0,0
2025-02-13,15.11,28,Crash & corruption,core_server,6,4,3,28,2,1,0
2025-02-13,15.11,29,Crash & corruption,core_server,6,4,1,9,3,0,0
2025-02-13,15.11,30,Crash & corruption,core_server,6,4,19,49,73,0,0
2025-02-13,15.11,31,Crash & corruption,extensions_contrib,4,4,2,69,2,0,0
2025-02-13,15.11,32,Other functionality,core_server,6,4,6,64,5,1,0
2025-02-13,15.11,33,Wrong results & planner,core_server,5,4,6,92,78,0,0
2025-02-13,15.11,34,Crash & corruption,extensions_contrib,6,4,4,49,64,0,0
2025-02-13,15.11,35,Extensions & contrib,extensions_contrib,6,4,1,10,6,0,0
2025-02-13,15.11,36,Client tools,client_tools,6,4,1,29,33,0,0
2025-02-13,15.11,37,Client tools,client_tools,6,4,1,1,1,0,0
2025-02-13,15.11,38,Crash & corruption,core_server,6,4,4,97,19,0,0
2025-02-13,15.11,39,Client tools,core_server,6,4,3,19,2,0,0
2025-02-13,15.11,40,Client tools,client_tools,6,4,2,59,7,0,0
2025-02-13,15.11,41,Client tools,client_tools,12,8,1,20,10,0,0
2025-02-13,15.11,42,Crash & corruption,client_tools,6,4,1,18,7,0,0
2025-02-13,15.11,43,Crash & corruption,client_tools,6,4,2,27,17,0,0
2025-02-13,15.11,44,Replication & recovery,replication_recovery,12,8,3,3,3,0,0
2025-02-13,15.11,45,Build & platform,build_platform,6,4,3,58,4,0,0
2025-02-13,15.11,46,Build & platform,build_platform,11,1,2,97,0,0,0
2025-02-13,16.7,15,Wrong results & planner,planner,6,6,4,233,5,1,0
2025-02-13,16.7,16,Crash & corruption,core_server,3,3,3,63,5,1,0
2025-02-13,16.7,20,Other functionality,core_server,3,3,1,21,14,0,0
2025-02-13,16.7,25,Crash & corruption,core_server,3,3,1,4,0,0,0
2025-02-13,16.7,45,Crash & corruption,client_tools,3,3,1,2,1,0,0
2025-02-13,16.7,47,Extensions & contrib,extensions_contrib,3,3,5,81,6,0,0
2025-02-13,16.7,49,Build & platform,build_platform,2,2,1,28,5,0,0
2025-02-13,16.7,50,Build & platform,build_platform,6,6,1,1,0,0,0
2025-02-13,16.7,51,Build & platform,build_platform,1,1,1,4,1,0,0
2025-02-13,16.7,52,Build & platform,client_tools,3,3,1,2,4,0,0
2025-02-13,16.7,53,Extensions & contrib,extensions_contrib,3,3,1,1,1,0,0
2025-02-13,17.3,1,Other functionality,core_server,2,2,1,9,0,0,0
2025-02-13,17.3,3,Other functionality,core_server,2,2,2,3,2,0,0
2025-02-13,17.3,4,Other functionality,core_server,2,2,1,6,2,0,0
2025-02-13,17.3,14,Other functionality,tests,2,2,2,25,0,1,0
2025-02-13,17.3,16,Other functionality,core_server,2,2,3,22,5,1,0
2025-02-13,17.3,19,Other functionality,planner,2,2,1,22,2,0,0
2025-02-13,17.3,24,Replication & recovery,core_server,2,2,4,44,24,0,0
2025-02-13,17.3,27,Wrong results & planner,core_server,2,2,2,6,9,0,0
2025-02-13,17.3,34,Crash & corruption,replication_recovery,2,2,1,17,27,0,0
2025-02-13,17.3,37,Crash & corruption,core_server,2,2,2,9,15,0,0
2025-02-13,17.3,43,Other functionality,core_server,2,2,1,10,36,0,0
2025-02-13,17.3,46,Crash & corruption,core_server,2,2,1,11,8,0,0
2025-02-13,17.3,47,Crash & corruption,core_server,1,1,1,10,0,0,0
2025-02-13,17.3,53,Client tools,client_tools,2,2,1,1,1,0,0
2025-02-13,17.3,62,Crash & corruption,extensions_contrib,2,2,3,40,0,0,0
2025-02-13,17.3,63,Crash & corruption,extensions_contrib,2,2,3,84,24,0,0
2025-02-20,15.12,0,Security (CVE),client_tools,18,12,1,7,5,0,0
2025-02-20,16.8,1,Build & platform,build_platform,3,3,1,2,1,0,0
2025-02-20,17.4,1,Crash & corruption,replication_recovery,2,2,1,13,12,0,0
2025-05-08,15.13,0,Security (CVE),tests,12,8,1,82,80,1,0
2025-05-08,15.13,1,Other functionality,core_server,6,4,4,107,73,1,0
2025-05-08,15.13,2,Crash & corruption,core_server,5,4,1,11,0,0,0
2025-05-08,15.13,3,Other functionality,core_server,12,6,4,140,5,1,0
2025-05-08,15.13,4,Other functionality,core_server,4,4,4,34,2,1,0
2025-05-08,15.13,5,Other functionality,planner,5,4,6,90,27,1,0
2025-05-08,15.13,6,Other functionality,core_server,6,4,3,124,43,1,0
2025-05-08,15.13,7,Other functionality,core_server,6,4,4,166,8,1,0
2025-05-08,15.13,8,Other functionality,core_server,6,4,1,4,0,0,0
2025-05-08,15.13,9,Other functionality,core_server,12,8,3,18,2,1,0
2025-05-08,15.13,10,Other functionality,core_server,4,4,4,34,10,1,0
2025-05-08,15.13,11,Other functionality,core_server,6,4,5,17,9,1,0
2025-05-08,15.13,12,Other functionality,core_server,6,4,4,65,0,1,0
2025-05-08,15.13,13,Wrong results & planner,planner,5,4,1,2,2,0,0
2025-05-08,15.13,14,Other functionality,core_server,6,4,5,13,133,0,0
2025-05-08,15.13,15,Performance,extensions_contrib,12,8,3,64,5,0,0
2025-05-08,15.13,16,Crash & corruption,core_server,6,4,3,28,41,0,0
2025-05-08,15.13,17,Other functionality,core_server,5,4,1,25,3,0,0
2025-05-08,15.13,18,Crash & corruption,replication_recovery,6,4,3,104,22,0,0
2025-05-08,15.13,19,Crash & corruption,core_server,6,4,1,7,3,0,0
2025-05-08,15.13,20,Crash & corruption,core_server,6,4,61,4970,4578,0,0
2025-05-08,15.13,21,Replication & recovery,extensions_contrib,6,4,3,71,12,0,0
2025-05-08,15.13,22,Crash & corruption,extensions_contrib,12,8,4,2,2,0,0
2025-05-08,15.13,23,Replication & recovery,core_server,12,8,1,2,2,0,0
2025-05-08,15.13,24,Replication & recovery,replication_recovery,4,4,1,3,3,0,0
2025-05-08,15.13,25,Crash & corruption,replication_recovery,2,1,1,5,1,0,0
2025-05-08,15.13,26,Crash & corruption,core_server,4,4,1,0,3,0,0
2025-05-08,15.13,27,Crash & corruption,core_server,6,4,1,12,5,0,0
2025-05-08,15.13,28,Crash & corruption,core_server,5,4,1,24,0,0,0
2025-05-08,15.13,29,Other functionality,extensions_contrib,6,4,3,30,5,0,0
2025-05-08,15.13,30,Client tools,client_tools,6,4,1,20,6,0,0
2025-05-08,15.13,31,Crash & corruption,client_tools,6,4,1,57,9,0,0
2025-05-08,15.13,32,Crash & corruption,client_tools,11,10,1,9,6,0,0
2025-05-08,15.13,33,Crash & corruption,core_server,7,3,3,144,17,0,0
2025-05-08,15.13,34,Crash & corruption,extensions_contrib,6,4,1,27,18,0,0
2025-05-08,15.13,35,Crash & corruption,extensions_contrib,6,4,1,8,0,0,0
2025-05-08,15.13,36,Build & platform,build_platform,6,4,5,49,24,0,0
2025-05-08,16.9,7,Other functionality,core_server,3,3,3,36,4,1,0
2025-05-08,16.9,14,Wrong results & planner,tests,6,6,1,6,0,1,0
2025-05-08,16.9,15,Other functionality,planner,3,3,4,115,16,1,0
2025-05-08,16.9,21,Replication & recovery,replication_recovery,3,3,3,66,2,1,0
2025-05-08,16.9,23,Crash & corruption,core_server,3,3,1,1,1,0,0
2025-05-08,16.9,24,Crash & corruption,core_server,3,3,3,9,1,1,0
2025-05-08,16.9,26,Crash & corruption,core_server,3,3,10,36,13,0,0
2025-05-08,16.9,28,Replication & recovery,replication_recovery,3,3,3,34,2,1,0
2025-05-08,16.9,29,Replication & recovery,replication_recovery,3,3,2,61,6,1,0
2025-05-08,16.9,32,Replication & recovery,core_server,3,3,4,87,29,1,0
2025-05-08,16.9,34,Replication & recovery,core_server,3,3,3,133,14,1,0
2025-05-08,17.5,7,Other functionality,core_server,2,2,3,24,1,1,0
2025-05-08,17.5,17,Wrong results & planner,planner,2,2,3,175,93,1,0
2025-05-08,17.5,18,Other functionality,planner,2,2,2,16,1,0,0
2025-05-08,17.5,20,Wrong results & planner,core_server,2,2,3,36,0,1,0
2025-05-08,17.5,27,Other functionality,core_server,2,2,1,27,11,0,0
2025-05-08,17.5,33,Crash & corruption,planner,2,2,3,64,9,1,0
2025-05-08,17.5,39,Crash & corruption,replication_recovery,2,2,3,35,17,1,0
2025-05-08,17.5,43,Other functionality,core_server,2,2,1,3,3,0,0
2025-05-08,17.5,46,Crash & corruption,core_server,2,2,3,30,2,1,0
2025-05-08,17.5,52,Client tools,client_tools,2,2,1,73,62,0,0
2025-05-08,17.5,55,Extensions & contrib,extensions_contrib,2,2,3,79,8,0,0
2025-05-08,17.5,56,Client tools,tests,2,2,1,1,1,1,0
2025-05-08,17.5,58,Other functionality,core_server,3,3,1,2,2,0,0
2025-05-08,17.5,59,Other functionality,core_server,2,2,1,3,23,0,0
2025-08-14,15.14,0,Security (CVE),core_server,7,4,12,596,304,1,0
2025-08-14,15.14,1,Security (CVE),client_tools,9,4,22,435,13,1,0
2025-08-14,15.14,2,Security (CVE),client_tools,7,4,7,90,40,0,0
2025-08-14,15.14,3,Performance,core_server,6,4,1,1,1,0,0
2025-08-14,15.14,4,Other functionality,core_server,14,8,1,1,9,0,0
2025-08-14,15.14,5,Crash & corruption,core_server,3,3,3,188,3,1,0
2025-08-14,15.14,6,Other functionality,core_server,7,4,3,20,0,1,0
2025-08-14,15.14,7,Other functionality,extensions_contrib,7,4,6,295,4,0,0
2025-08-14,15.14,8,Other functionality,extensions_contrib,5,4,5,64,5,0,0
2025-08-14,15.14,9,Crash & corruption,core_server,6,4,3,49,8,0,0
2025-08-14,15.14,10,Crash & corruption,core_server,5,3,1,36,2,0,0
2025-08-14,15.14,11,Other functionality,core_server,5,3,1,16,2,0,0
2025-08-14,15.14,12,Other functionality,tests,10,6,2,8,3,1,0
2025-08-14,15.14,13,Other functionality,tests,7,5,1,1,0,1,0
2025-08-14,15.14,14,Crash & corruption,core_server,13,7,1,6,3,0,0
2025-08-14,15.14,15,Crash & corruption,replication_recovery,7,4,1,15,5,0,0
2025-08-14,15.14,16,Client tools,core_server,7,4,3,53,8,1,0
2025-08-14,15.14,17,Other functionality,core_server,5,3,4,32,6,0,0
2025-08-14,15.14,18,Replication & recovery,replication_recovery,5,4,3,46,2,0,0
2025-08-14,15.14,19,Other functionality,core_server,5,3,1,20,14,0,0
2025-08-14,15.14,20,Replication & recovery,replication_recovery,6,3,5,231,45,0,0
2025-08-14,15.14,21,Crash & corruption,replication_recovery,5,3,3,60,9,0,0
2025-08-14,15.14,22,Replication & recovery,replication_recovery,5,3,1,21,2,0,0
2025-08-14,15.14,23,Replication & recovery,core_server,5,3,1,6,0,0,0
2025-08-14,15.14,24,Crash & corruption,core_server,3,3,1,32,6,0,0
2025-08-14,15.14,25,Crash & corruption,core_server,5,3,5,88,0,0,0
2025-08-14,15.14,26,Crash & corruption,core_server,12,7,7,85,0,1,0
