wave_dt,contributor,credit_cnt,first_seen_wave_dt,is_first_wave,is_out_of_band
2025-11-13,Michael Paquier,1,2023-05-11,false,false
2025-11-13,Mikhail Kot,1,2025-11-13,true,false
2025-11-13,Nathan Bossart,4,2022-11-10,false,false
2025-11-13,Ning Wu,1,2025-11-13,true,false
2025-11-13,Nitin Motiani,1,2025-11-13,true,false
2025-11-13,Noah Misch,2,2023-08-10,false,false
2025-11-13,Peter Eisentraut,1,2022-11-10,false,false
2025-11-13,Peter Geoghegan,1,2023-08-10,false,false
2025-11-13,Ran Benita,1,2025-11-13,true,false
2025-11-13,Richard Guo,5,2022-11-10,false,false
2025-11-13,Ryo Matsumura,1,2023-05-11,false,false
2025-11-13,Sami Imseih,1,2024-11-14,false,false
2025-11-13,Satyanarayana Narlapuram,1,2025-11-13,true,false
2025-11-13,Shlok Kyal,1,2024-02-08,false,false
2025-11-13,Sophie Alpert,1,2025-11-13,true,false
2025-11-13,Sunil S,1,2025-11-13,true,false
2025-11-13,Tender Wang,1,2024-02-08,false,false
2025-11-13,Thomas Munro,1,2022-11-10,false,false
2025-11-13,Tom Lane,10,2022-11-10,false,false
2025-11-13,Tomas Vondra,2,2023-02-09,false,false
2025-11-13,Vignesh C,2,2024-02-08,false,false
2025-11-13,Xuneng Zhou,1,2025-08-14,false,false
2025-11-13,Yugo Nagata,3,2025-11-13,true,false
2025-11-13,Yuhang Qiu,1,2025-11-13,true,false
2025-11-13,Zhijie Hou,1,2025-05-08,false,false
2025-11-13,Álvaro Herrera,3,2022-11-10,false,false
2026-02-12,Amit Langote,1,2023-02-09,false,false
2026-02-12,Andres Freund,2,2022-11-10,false,false
2026-02-12,Andrey Borodin,1,2023-02-09,false,false
2026-02-12,Anthonin Bonnefoy,2,2024-02-08,false,false
2026-02-12,Bernice Southey,1,2026-02-12,true,false
2026-02-12,Bryan Green,1,2025-11-13,false,false
2026-02-12,ChangAo Chen,1,2026-02-12,true,false
2026-02-12,Chao Li,3,2026-02-12,true,false
2026-02-12,David Geier,1,2025-05-08,false,false
2026-02-12,David Rowley,1,2023-02-09,false,false
2026-02-12,Dean Rasheed,4,2023-02-09,false,false
2026-02-12,Fujii Masao,2,2024-11-14,false,false
2026-02-12,Heikki Linnakangas,7,2023-05-11,false,false
2026-02-12,Holger Hoffstätte,1,2025-11-13,false,false
2026-02-12,Jakub Wartak,1,2023-11-09,false,false
2026-02-12,Jasper Smit,1,2026-02-12,true,false
2026-02-12,Jeevan Chalke,1,2026-02-12,true,false
2026-02-12,Jeff Davis,2,2023-02-09,false,false
2026-02-12,Jian He,2,2024-11-14,false,false
2026-02-12,Joel Jacobson,1,2024-11-14,false,false
2026-02-12,Kirill Reshke,1,2025-02-13,false,false
2026-02-12,Laurenz Albe,1,2023-08-10,false,false
2026-02-12,Man Zeng,1,2025-02-13,false,false
2026-02-12,Masahiko Sawada,1,2022-11-10,false,false
2026-02-12,Maxim Orlov,1,2022-11-10,false,false
2026-02-12,Meng Zhang,1,2026-02-12,true,false
2026-02-12,Michael Banck,1,2025-08-14,false,false
2026-02-12,Michael Paquier,1,2023-05-11,false,false
2026-02-12,Mihail Nikalayeu,1,2026-02-12,true,false
2026-02-12,Nathan Bossart,2,2022-11-10,false,false
2026-02-12,Nitin Jadhav,1,2026-02-12,true,false
2026-02-12,Noah Misch,2,2023-08-10,false,false
2026-02-12,Oleg Tkachenko,1,2026-02-12,true,false
2026-02-12,Rahila Syed,1,2026-02-12,true,false
2026-02-12,Richard Guo,4,2022-11-10,false,false
2026-02-12,Robert Haas,1,2022-11-10,false,false
2026-02-12,Sami Imseih,1,2024-11-14,false,false
2026-02-12,Srinath Reddy Sadipiralla,1,2026-02-12,true,false
2026-02-12,Sunil S,1,2025-11-13,false,false
2026-02-12,Tender Wang,1,2024-02-08,false,false
2026-02-12,Thomas Munro,3,2022-11-10,false,false
2026-02-12,Tianchen Zhang,1,2026-02-12,true,false
2026-02-12,Tom Lane,7,2022-11-10,false,false
2026-02-12,Tomas Vondra,3,2023-02-09,false,false
2026-02-12,Vignesh C,1,2024-02-08,false,false
2026-02-12,Yugo Nagata,2,2025-11-13,false,false
2026-02-12,Zhijie Hou,5,2025-05-08,false,false
2026-02-12,myzhen,1,2026-02-12,true,false
2026-02-12,Álvaro Herrera,1,2022-11-10,false,false
2026-02-26,Andrew Dunstan,1,2023-02-09,false,true
2026-02-26,Heikki Linnakangas,2,2023-05-11,false,true
2026-02-26,Laurenz Albe,1,2023-08-10,false,true
2026-02-26,Michael Paquier,1,2023-05-11,false,true
2026-02-26,Noah Misch,1,2023-08-10,false,true
2026-02-26,Richard Guo,1,2022-11-10,false,true
2026-02-26,Tom Lane,1,2022-11-10,false,true
2026-02-26,Zsolt Parragi,1,2026-02-26,true,true
2026-05-14,Ajin Cherian,1,2025-08-14,false,false
2026-05-14,Alexander Korotkov,1,2023-02-09,false,false
2026-05-14,Alexey Makhmutov,1,2025-08-14,false,false
2026-05-14,Andrei Lepikhov,1,2024-02-08,false,false
2026-05-14,Andrew Dunstan,3,2023-02-09,false,false
2026-05-14,Anthonin Bonnefoy,1,2024-02-08,false,false
2026-05-14,Artur Zakirov,1,2026-05-14,true,false
2026-05-14,Ayush Tiwari,1,2024-11-14,false,false
2026-05-14,ChangAo Chen,1,2026-02-12,false,false
2026-05-14,Chao Li,2,2026-02-12,false,false
2026-05-14,Chengpeng Yan,1,2026-05-14,true,false
2026-05-14,DaeMyung Kang,1,2026-05-14,true,false
2026-05-14,David Rowley,1,2023-02-09,false,false
2026-05-14,Dean Rasheed,3,2023-02-09,false,false
2026-05-14,Dmytro Astapov,1,2026-05-14,true,false
2026-05-14,Etsuro Fujita,1,2023-02-09,false,false
2026-05-14,Heikki Linnakangas,4,2023-05-11,false,false
2026-05-14,Jacob Champion,1,2023-02-09,false,false
2026-05-14,Jeff Davis,4,2023-02-09,false,false
2026-05-14,Jelte Fennema-Nio,1,2023-11-09,false,false
2026-05-14,Jian He,2,2024-11-14,false,false
2026-05-14,Joel Jacobson,1,2024-11-14,false,false
2026-05-14,Julien Tachoires,1,2026-05-14,true,false
2026-05-14,Michael Paquier,7,2023-05-11,false,false
2026-05-14,Nathan Bossart,5,2022-11-10,false,false
2026-05-14,Nisha Moond,1,2026-05-14,true,false
2026-05-14,Paul Bunn,1,2026-05-14,true,false
2026-05-14,Pavel Kohout,1,2026-05-14,true,false
2026-05-14,Richard Guo,4,2022-11-10,false,false
2026-05-14,Robert Haas,2,2022-11-10,false,false
2026-05-14,Sami Imseih,1,2024-11-14,false,false
2026-05-14,Satyanarayana Narlapuram,3,2025-11-13,false,false
2026-05-14,Shinya Kato,1,2024-02-08,false,false
2026-05-14,Shruthi Gowda,1,2023-08-10,false,false
2026-05-14,Siddharth Kothari,1,2026-05-14,true,false
2026-05-14,Tender Wang,3,2024-02-08,false,false
2026-05-14,Tom Lane,12,2022-11-10,false,false
2026-05-14,Tomas Vondra,1,2023-02-09,false,false
2026-05-14,Yasuo Honda,1,2026-05-14,true,false
2026-05-14,Yura Sokolov,1,2025-02-13,false,false
2026-05-14,Zhijie Hou,2,2025-05-08,false,false
2026-08-13,Alberto Piai,1,2026-08-13,true,false
2026-08-13,Aleksander Alekseev,1,2023-05-11,false,false
2026-08-13,Alexander Korotkov,3,2023-02-09,false,false
2026-08-13,Andreas Karlsson,1,2025-08-14,false,false
2026-08-13,Andrei Lepikhov,1,2024-02-08,false,false
2026-08-13,Andres Freund,1,2022-11-10,false,false
2026-08-13,Andrew Dunstan,2,2023-02-09,false,false
2026-08-13,Andrey Borodin,2,2023-02-09,false,false
2026-08-13,Andrey Chernyy,1,2026-08-13,true,false
2026-08-13,Andrey Rachitskiy,4,2026-08-13,true,false
2026-08-13,Anthonin Bonnefoy,2,2024-02-08,false,false
2026-08-13,Arne Roland,1,2026-08-13,true,false
2026-08-13,Ayush Tiwari,8,2024-11-14,false,false
2026-08-13,Baji Shaik,3,2026-08-13,true,false
2026-08-13,Bertrand Drouvot,3,2024-05-09,false,false
2026-08-13,Bharath Rupireddy,1,2022-11-10,false,false
2026-08-13,Bill Kim,1,2026-08-13,true,false
2026-08-13,Chao Li,4,2026-02-12,false,false
2026-08-13,Chengpeng Yan,1,2026-05-14,false,false
2026-08-13,Christoph Berg,1,2025-08-14,false,false
2026-08-13,Daniel Gustafsson,3,2023-02-09,false,false
2026-08-13,Daniil Davydov,1,2025-08-14,false,false
2026-08-13,David Rowley,4,2023-02-09,false,false
2026-08-13,Dean Rasheed,1,2023-02-09,false,false
2026-08-13,Diego Frias,1,2026-08-13,true,false
2026-08-13,Erik Wienhold,1,2024-05-09,false,false
2026-08-13,Etsuro Fujita,1,2023-02-09,false,false
2026-08-13,Ewan Young,4,2026-08-13,true,false
2026-08-13,Feng Wu,1,2026-08-13,true,false
2026-08-13,Fujii Masao,3,2024-11-14,false,false
2026-08-13,Gleb Kashkin,1,2026-08-13,true,false
2026-08-13,Heikki Linnakangas,3,2023-05-11,false,false
2026-08-13,Ilya Staroverov,1,2026-08-13,true,false
2026-08-13,Jacob Champion,2,2023-02-09,false,false
2026-08-13,Jan Nidzwetzki,1,2026-08-13,true,false
2026-08-13,Japin Li,1,2023-11-09,false,false
2026-08-13,Jeff Davis,4,2023-02-09,false,false
2026-08-13,Jehan-Guillaume de Rorthais,1,2022-11-10,false,false
2026-08-13,Jelte Fennema-Nio,1,2023-11-09,false,false
2026-08-13,Jim Jones,1,2024-11-14,false,false
2026-08-13,Jingtang Zhang,1,2025-11-13,false,false
2026-08-13,Kirill Reshke,1,2025-02-13,false,false
2026-08-13,Man Zeng,2,2025-02-13,false,false
2026-08-13,Marco Nenciarini,1,2026-08-13,true,false
2026-08-13,Marko Grujic,1,2026-08-13,true,false
2026-08-13,Masahiko Sawada,4,2022-11-10,false,false
2026-08-13,Masashi Kamura,1,2026-08-13,true,false
2026-08-13,Matheus Alcantara,4,2026-08-13,true,false
2026-08-13,Melanie Plageman,3,2023-05-11,false,false
2026-08-13,Michael Paquier,10,2023-05-11,false,false
2026-08-13,Nathan Bossart,6,2022-11-10,false,false
2026-08-13,Niall Newman,1,2026-08-13,true,false
2026-08-13,Nikhil Sontakke,1,2026-08-13,true,false
2026-08-13,Ning Sun,1,2026-08-13,true,false
2026-08-13,Nisha Moond,1,2026-05-14,false,false
2026-08-13,Nitin Motiani,2,2025-11-13,false,false
2026-08-13,Noah Misch,1,2023-08-10,false,false
2026-08-13,OpenAI Security Research Team,1,2026-08-13,true,false
2026-08-13,Paul Kim,1,2026-08-13,true,false
2026-08-13,Pavel Stehule,1,2025-08-14,false,false
2026-08-13,Peter Eisentraut,1,2022-11-10,false,false
2026-08-13,Peter Geoghegan,2,2023-08-10,false,false
2026-08-13,Rafia Sabih,1,2026-08-13,true,false
2026-08-13,Richard Guo,5,2022-11-10,false,false
2026-08-13,Robert Haas,3,2022-11-10,false,false
2026-08-13,Rustam Khamidullin,1,2026-08-13,true,false
2026-08-13,Sami Imseih,1,2024-11-14,false,false
2026-08-13,Shinya Kato,2,2024-02-08,false,false
2026-08-13,Sven Klemm,1,2026-08-13,true,false
2026-08-13,Tom Lane,17,2022-11-10,false,false
2026-08-13,Tomas Vondra,1,2023-02-09,false,false
2026-08-13,Varik Matevosyan,1,2026-08-13,true,false
2026-08-13,Vlad Lesin,1,2026-08-13,true,false
2026-08-13,Xing Guo,1,2023-05-11,false,false
2026-08-13,Xuneng Zhou,1,2025-08-14,false,false
2026-08-13,Yuelin Wang,1,2026-08-13,true,false
2026-08-13,Zhijie Hou,1,2025-05-08,false,false
2026-08-13,Álvaro Herrera,1,2022-11-10,false,false
