item_ord,wave_key,wave_dt,version,item_index,category,dominant_subsystem,is_out_of_band,branch_item_cnt,file_cnt,lines_added_sum,lines_deleted_sum,churn_sum,has_test_changes,is_docs_only,cve_cnt,scored_cve_cnt,max_cvss_base_score,severity_band,bug_link_cnt,primary_bug_number,days_to_fix_min
1,20221110,2022-11-10,15.1,0,Crash & corruption,core_server,false,1,1,12,6,18,false,false,,,,,1,17679,1
2,20221110,2022-11-10,15.1,1,Crash & corruption,core_server,false,1,3,98,28,126,true,false,,,,,1,17633,0
3,20221110,2022-11-10,15.1,2,Other functionality,core_server,false,1,1,12,0,12,false,false,,,,,1,17646,0
4,20221110,2022-11-10,15.1,3,Other functionality,core_server,false,1,4,208,1,209,true,false,,,,,1,17644,0
5,20221110,2022-11-10,15.1,4,Extensions & contrib,extensions_contrib,false,1,3,29,0,29,false,false,,,,,0,,
6,20221110,2022-11-10,15.1,5,Other functionality,core_server,false,1,2,40,10,50,true,false,,,,,0,,
7,20221110,2022-11-10,15.1,6,Wrong results & planner,core_server,false,1,3,18,4,22,true,false,,,,,0,,
8,20221110,2022-11-10,15.1,7,Replication & recovery,core_server,false,1,1,8,5,13,false,false,,,,,0,,
9,20221110,2022-11-10,15.1,8,Crash & corruption,extensions_contrib,false,1,4,78,0,78,false,false,,,,,0,,
10,20221110,2022-11-10,15.1,9,Replication & recovery,replication_recovery,false,1,1,2,0,2,false,false,,,,,1,17580,13
11,20221110,2022-11-10,15.1,10,Crash & corruption,replication_recovery,false,1,1,17,3,20,false,false,,,,,0,,
12,20221110,2022-11-10,15.1,11,Crash & corruption,core_server,false,1,1,15,5,20,false,false,,,,,0,,
13,20221110,2022-11-10,15.1,12,Replication & recovery,core_server,false,1,4,33,21,54,true,false,,,,,0,,
14,20221110,2022-11-10,15.1,13,Crash & corruption,planner,false,1,1,18,0,18,false,false,,,,,1,17646,0
15,20221110,2022-11-10,15.1,14,Crash & corruption,core_server,false,1,1,44,12,56,false,false,,,,,0,,
16,20221110,2022-11-10,15.1,15,Client tools,client_tools,false,1,3,70,7,77,true,false,,,,,0,,
17,20221110,2022-11-10,15.1,16,Client tools,client_tools,false,1,1,1,1,2,false,false,,,,,0,,
18,20221110,2022-11-10,15.1,17,Replication & recovery,core_server,false,1,2,34,20,54,false,false,,,,,0,,
19,20221110,2022-11-10,15.1,18,Client tools,client_tools,false,1,2,13,6,19,false,false,,,,,1,17675,0
20,20221110,2022-11-10,15.1,19,Client tools,core_server,false,1,4,37,3,40,false,false,,,,,1,17677,0
21,20221110,2022-11-10,15.1,20,Crash & corruption,extensions_contrib,false,1,1,14,2,16,false,false,,,,,1,17663,6
22,20221110,2022-11-10,15.1,21,Build & platform,build_platform,false,1,4,113,0,113,false,false,,,,,0,,
23,20221110,2022-11-10,15.1,22,Build & platform,core_server,false,1,1,44,23,67,false,false,,,,,0,,
24,20221110,2022-11-10,15.1,23,Build & platform,core_server,false,1,2,5,5,10,false,false,,,,,0,,
25,20221110,2022-11-10,15.1,24,Build & platform,core_server,false,1,1,7,7,14,false,false,,,,,0,,
26,20230209,2023-02-09,15.2,0,Security (CVE),client_tools,false,1,1,2,0,2,false,false,1,1,3.7,LOW,0,,
27,20230209,2023-02-09,15.2,1,Other functionality,core_server,false,1,4,50,17,67,true,false,,,,,0,,
28,20230209,2023-02-09,15.2,2,Other functionality,core_server,false,1,3,37,2,39,true,false,,,,,1,17759,5
29,20230209,2023-02-09,15.2,3,Other functionality,core_server,false,1,3,5,5,10,true,false,,,,,0,,
30,20230209,2023-02-09,15.2,4,Other functionality,core_server,false,1,1,2,1,3,false,false,,,,,0,,
31,20230209,2023-02-09,15.2,5,Other functionality,core_server,false,1,1,1,1,2,false,false,,,,,0,,
32,20230209,2023-02-09,15.2,6,Other functionality,core_server,false,1,3,129,73,202,true,false,,,,,1,17723,0
33,20230209,2023-02-09,15.2,7,Other functionality,core_server,false,1,5,22,29,51,false,false,,,,,0,,
34,20230209,2023-02-09,15.2,8,Client tools,core_server,false,1,4,81,45,126,true,false,,,,,1,17756,1
35,20230209,2023-02-09,15.2,9,Other functionality,core_server,false,1,3,104,55,159,true,false,,,,,0,,
36,20230209,2023-02-09,15.2,10,Other functionality,core_server,false,1,3,46,2,48,true,false,,,,,0,,
37,20230209,2023-02-09,15.2,11,Other functionality,core_server,false,1,5,90,18,108,true,false,,,,,0,,
38,20230209,2023-02-09,15.2,12,Crash & corruption,core_server,false,1,1,3,2,5,false,false,,,,,1,17619,127
39,20230209,2023-02-09,15.2,13,Replication & recovery,core_server,false,1,1,1,1,2,false,false,,,,,0,,
40,20230209,2023-02-09,15.2,14,Replication & recovery,replication_recovery,false,1,1,7,2,9,false,false,,,,,0,,
41,20230209,2023-02-09,15.2,15,Replication & recovery,replication_recovery,false,1,2,21,15,36,false,false,,,,,0,,
42,20230209,2023-02-09,15.2,16,Replication & recovery,core_server,false,1,2,22,29,51,false,false,,,,,0,,
43,20230209,2023-02-09,15.2,17,Other functionality,core_server,false,1,5,45,16,61,false,false,,,,,1,17434,137
44,20230209,2023-02-09,15.2,18,Crash & corruption,core_server,false,1,1,7,0,7,false,false,,,,,0,,
45,20230209,2023-02-09,15.2,19,Wrong results & planner,planner,false,1,2,12,0,12,false,false,,,,,1,17709,1
46,20230209,2023-02-09,15.2,20,Other functionality,core_server,false,1,2,32,0,32,false,false,,,,,0,,
47,20230209,2023-02-09,15.2,21,Other functionality,planner,false,1,1,12,0,12,false,false,,,,,0,,
48,20230209,2023-02-09,15.2,22,Wrong results & planner,planner,false,1,5,63,3,66,true,false,,,,,0,,
49,20230209,2023-02-09,15.2,23,Other functionality,planner,false,1,1,14,2,16,false,false,,,,,0,,
50,20230209,2023-02-09,15.2,24,Wrong results & planner,core_server,false,1,1,40,5,45,false,false,,,,,0,,
51,20230209,2023-02-09,15.2,25,Crash & corruption,core_server,false,1,1,7,0,7,false,false,,,,,0,,
52,20230209,2023-02-09,15.2,26,Other functionality,core_server,false,1,3,20,17,37,true,false,,,,,0,,
53,20230209,2023-02-09,15.2,27,Crash & corruption,core_server,false,1,1,1,1,2,false,false,,,,,1,17702,0
54,20230209,2023-02-09,15.2,28,Other functionality,core_server,false,1,4,60,21,81,false,false,,,,,0,,
55,20230209,2023-02-09,15.2,29,Crash & corruption,core_server,false,1,2,4,0,4,false,false,,,,,0,,
56,20230209,2023-02-09,15.2,30,Crash & corruption,replication_recovery,false,1,2,7,10,17,true,false,,,,,0,,
57,20230209,2023-02-09,15.2,31,Crash & corruption,replication_recovery,false,1,3,32,13,45,true,false,,,,,0,,
58,20230209,2023-02-09,15.2,32,Replication & recovery,core_server,false,1,3,110,30,140,false,false,,,,,0,,
59,20230209,2023-02-09,15.2,33,Replication & recovery,replication_recovery,false,1,2,10,0,10,false,false,,,,,0,,
60,20230209,2023-02-09,15.2,34,Crash & corruption,replication_recovery,false,1,1,4,0,4,false,false,,,,,0,,
61,20230209,2023-02-09,15.2,35,Replication & recovery,replication_recovery,false,1,1,7,0,7,false,false,,,,,0,,
62,20230209,2023-02-09,15.2,36,Replication & recovery,replication_recovery,false,1,1,2,0,2,false,false,,,,,0,,
63,20230209,2023-02-09,15.2,37,Replication & recovery,replication_recovery,false,1,4,42,6,48,true,false,,,,,0,,
64,20230209,2023-02-09,15.2,38,Crash & corruption,core_server,false,1,2,9,6,15,false,false,,,,,0,,
65,20230209,2023-02-09,15.2,39,Replication & recovery,core_server,false,1,1,4,2,6,false,false,,,,,0,,
66,20230209,2023-02-09,15.2,40,Other functionality,core_server,false,1,1,46,27,73,false,false,,,,,0,,
67,20230209,2023-02-09,15.2,41,Other functionality,core_server,false,1,1,3,2,5,false,false,,,,,0,,
68,20230209,2023-02-09,15.2,42,Build & platform,core_server,false,1,1,14,10,24,false,false,,,,,0,,
69,20230209,2023-02-09,15.2,43,Crash & corruption,core_server,false,1,1,5,1,6,false,false,,,,,0,,
70,20230209,2023-02-09,15.2,44,Crash & corruption,planner,false,1,3,39,15,54,true,false,,,,,1,17700,1
71,20230209,2023-02-09,15.2,45,Other functionality,core_server,false,1,1,3,3,6,false,false,,,,,0,,
72,20230209,2023-02-09,15.2,46,Crash & corruption,core_server,false,1,1,1,0,1,false,false,,,,,0,,
73,20230209,2023-02-09,15.2,47,Client tools,client_tools,false,1,1,7,2,9,false,false,,,,,1,17753,2
74,20230209,2023-02-09,15.2,48,Client tools,client_tools,false,1,4,94,26,120,true,false,,,,,0,,
75,20230209,2023-02-09,15.2,49,Other functionality,client_tools,false,1,1,3,2,5,false,false,,,,,0,,
76,20230209,2023-02-09,15.2,50,Extensions & contrib,extensions_contrib,false,1,4,32,2,34,false,false,,,,,0,,
77,20230209,2023-02-09,15.2,51,Crash & corruption,extensions_contrib,false,1,4,33,7,40,false,false,,,,,1,17725,1
78,20230209,2023-02-09,15.2,52,Extensions & contrib,core_server,false,1,1,10,0,10,false,false,,,,,1,17681,1
79,20230209,2023-02-09,15.2,53,Extensions & contrib,extensions_contrib,false,1,1,2,0,2,false,false,,,,,0,,
80,20230209,2023-02-09,15.2,54,Extensions & contrib,build_platform,false,1,1,3,0,3,false,false,,,,,0,,
81,20230209,2023-02-09,15.2,55,Build & platform,core_server,false,1,2,37,0,37,false,false,,,,,0,,
82,20230209,2023-02-09,15.2,56,Replication & recovery,core_server,false,1,2,4,0,4,false,false,,,,,0,,
83,20230511,2023-05-11,15.3,0,Security (CVE),extensions_contrib,false,1,1,0,1,1,false,false,1,1,7.2,HIGH,0,,
84,20230511,2023-05-11,15.3,1,Security (CVE),planner,false,1,3,54,0,54,true,false,1,1,4.2,MEDIUM,0,,
85,20230511,2023-05-11,15.3,2,Crash & corruption,core_server,false,1,3,47,1,48,true,false,,,,,0,,
86,20230511,2023-05-11,15.3,3,Crash & corruption,core_server,false,1,1,4,3,7,false,false,,,,,0,,
87,20230511,2023-05-11,15.3,4,Crash & corruption,core_server,false,1,6,192,22,214,true,false,,,,,1,17909,1
88,20230511,2023-05-11,15.3,5,Wrong results & planner,planner,false,1,3,45,3,48,true,false,,,,,0,,
89,20230511,2023-05-11,15.3,6,Other functionality,core_server,false,1,3,34,4,38,true,false,,,,,1,17809,15
90,20230511,2023-05-11,15.3,7,Crash & corruption,core_server,false,1,8,636,174,810,true,false,,,,,2,17792,1
91,20230511,2023-05-11,15.3,8,Build & platform,core_server,false,1,3,262,0,262,true,false,,,,,0,,
92,20230511,2023-05-11,15.3,9,Other functionality,core_server,false,1,6,76,12,88,true,false,,,,,1,17817,3
93,20230511,2023-05-11,15.3,10,Other functionality,core_server,false,1,3,67,10,77,true,false,,,,,1,17872,0
94,20230511,2023-05-11,15.3,11,Other functionality,core_server,false,1,3,23,10,33,true,false,,,,,1,17877,2
95,20230511,2023-05-11,15.3,12,Other functionality,core_server,false,1,4,77,3,80,true,false,,,,,0,,
96,20230511,2023-05-11,15.3,13,Crash & corruption,core_server,false,1,1,12,4,16,false,false,,,,,1,17920,0
97,20230511,2023-05-11,15.3,14,Security hardening (no CVE),core_server,false,1,3,16,2,18,true,false,,,,,1,17839,0
98,20230511,2023-05-11,15.3,15,Security hardening (no CVE),core_server,false,1,3,14,5,19,true,false,,,,,1,17816,0
99,20230511,2023-05-11,15.3,16,Build & platform,core_server,false,1,8,16,42,58,false,false,,,,,0,,
100,20230511,2023-05-11,15.3,17,Crash & corruption,core_server,false,1,3,9,1,10,true,false,,,,,1,17788,0
101,20230511,2023-05-11,15.3,18,Extensions & contrib,core_server,false,1,3,37,38,75,true,false,,,,,1,17795,5
102,20230511,2023-05-11,15.3,19,Crash & corruption,core_server,false,1,4,78,59,137,true,false,,,,,0,,
103,20230511,2023-05-11,15.3,20,Crash & corruption,core_server,false,1,1,73,12,85,false,false,,,,,0,,
104,20230511,2023-05-11,15.3,21,Crash & corruption,core_server,false,1,3,10,2,12,true,false,,,,,1,17835,0
105,20230511,2023-05-11,15.3,22,Crash & corruption,core_server,false,1,1,3,0,3,false,false,,,,,1,17879,0
106,20230511,2023-05-11,15.3,23,Wrong results & planner,planner,false,1,4,22,10,32,false,false,,,,,0,,
107,20230511,2023-05-11,15.3,24,Other functionality,planner,false,1,1,3,25,28,false,false,,,,,0,,
108,20230511,2023-05-11,15.3,25,Crash & corruption,planner,false,1,3,161,84,245,true,false,,,,,1,17826,8
109,20230511,2023-05-11,15.3,26,Other functionality,core_server,false,1,1,10,1,11,false,false,,,,,1,17777,7
110,20230511,2023-05-11,15.3,27,Crash & corruption,core_server,false,1,2,11,8,19,false,false,,,,,1,17858,5
111,20230511,2023-05-11,15.3,28,Crash & corruption,core_server,false,1,3,21,2,23,true,false,,,,,1,17897,1
112,20230511,2023-05-11,15.3,29,Wrong results & planner,core_server,false,1,3,288,31,319,true,false,,,,,0,,
113,20230511,2023-05-11,15.3,30,Crash & corruption,core_server,false,1,3,74,33,107,false,false,,,,,0,,
114,20230511,2023-05-11,15.3,31,Other functionality,core_server,false,1,8,280,207,487,true,false,,,,,1,17823,0
115,20230511,2023-05-11,15.3,32,Crash & corruption,core_server,false,1,1,8,1,9,false,false,,,,,1,17844,5
116,20230511,2023-05-11,15.3,33,Other functionality,extensions_contrib,false,1,3,48,2,50,false,false,,,,,0,,
117,20230511,2023-05-11,15.3,34,Other functionality,core_server,false,1,1,13,5,18,false,false,,,,,0,,
118,20230511,2023-05-11,15.3,35,Other functionality,core_server,false,1,1,1,1,2,false,false,,,,,0,,
119,20230511,2023-05-11,15.3,36,Crash & corruption,core_server,false,1,4,77,13,90,true,false,,,,,1,17811,8
120,20230511,2023-05-11,15.3,37,Crash & corruption,core_server,false,1,5,332,134,466,true,false,,,,,1,17800,7
121,20230511,2023-05-11,15.3,38,Crash & corruption,core_server,false,1,4,65,7,72,true,false,,,,,1,17803,2
122,20230511,2023-05-11,15.3,39,Crash & corruption,core_server,false,1,3,60,4,64,true,false,,,,,1,17803,2
123,20230511,2023-05-11,15.3,40,Build & platform,core_server,false,1,3,130,84,214,true,false,,,,,0,,
124,20230511,2023-05-11,15.3,41,Crash & corruption,core_server,false,1,1,31,18,49,false,false,,,,,1,17368,418
125,20230511,2023-05-11,15.3,42,Replication & recovery,replication_recovery,false,1,1,22,4,26,false,false,,,,,0,,
126,20230511,2023-05-11,15.3,43,Other functionality,core_server,false,1,1,3,2,5,false,false,,,,,1,17847,38
127,20230511,2023-05-11,15.3,44,Other functionality,core_server,false,1,1,7,0,7,false,false,,,,,0,,
128,20230511,2023-05-11,15.3,45,Crash & corruption,core_server,false,1,3,15,2,17,true,false,,,,,1,17774,42
129,20230511,2023-05-11,15.3,46,Crash & corruption,core_server,false,1,1,13,4,17,false,false,,,,,1,17874,1
130,20230511,2023-05-11,15.3,47,Replication & recovery,core_server,false,1,2,16,5,21,true,false,,,,,0,,
131,20230511,2023-05-11,15.3,48,Other functionality,core_server,false,1,1,1,1,2,false,false,,,,,0,,
132,20230511,2023-05-11,15.3,49,Other functionality,replication_recovery,false,1,1,2,0,2,false,false,,,,,0,,
133,20230511,2023-05-11,15.3,50,Replication & recovery,replication_recovery,false,1,1,1,1,2,false,false,,,,,1,17903,8
134,20230511,2023-05-11,15.3,51,Replication & recovery,core_server,false,1,3,51,6,57,false,false,,,,,0,,
135,20230511,2023-05-11,15.3,52,Client tools,build_platform,false,1,15,148,11,159,true,false,,,,,1,17760,21
136,20230511,2023-05-11,15.3,53,Crash & corruption,core_server,false,1,1,0,5,5,false,false,,,,,0,,
137,20230511,2023-05-11,15.3,54,Other functionality,core_server,false,1,1,3,3,6,false,false,,,,,0,,
138,20230511,2023-05-11,15.3,55,Other functionality,core_server,false,1,3,14,0,14,false,false,,,,,0,,
139,20230511,2023-05-11,15.3,56,Wrong results & planner,core_server,false,1,1,33,20,53,false,false,,,,,0,,
140,20230511,2023-05-11,15.3,57,Crash & corruption,core_server,false,1,3,31,3,34,true,false,,,,,0,,
141,20230511,2023-05-11,15.3,58,Crash & corruption,replication_recovery,false,1,2,22,2,24,false,false,,,,,0,,
142,20230511,2023-05-11,15.3,59,Crash & corruption,core_server,false,1,1,10,3,13,false,false,,,,,0,,
143,20230511,2023-05-11,15.3,60,Crash & corruption,replication_recovery,false,1,1,4,0,4,false,false,,,,,0,,
144,20230511,2023-05-11,15.3,61,Crash & corruption,extensions_contrib,false,1,2,65,30,95,false,false,,,,,0,,
145,20230511,2023-05-11,15.3,62,Crash & corruption,extensions_contrib,false,1,3,119,23,142,false,false,,,,,1,17912,0
146,20230511,2023-05-11,15.3,63,Crash & corruption,extensions_contrib,false,1,3,212,121,333,false,false,,,,,1,17912,0
147,20230511,2023-05-11,15.3,64,Crash & corruption,extensions_contrib,false,1,1,36,18,54,false,false,,,,,0,,
148,20230511,2023-05-11,15.3,65,Client tools,client_tools,false,1,1,14,9,23,false,false,,,,,0,,
149,20230511,2023-05-11,15.3,66,Crash & corruption,client_tools,false,1,5,310,127,437,false,false,,,,,0,,
150,20230511,2023-05-11,15.3,67,Crash & corruption,client_tools,false,1,8,288,52,340,false,false,,,,,0,,
151,20230511,2023-05-11,15.3,68,Client tools,core_server,false,1,8,166,22,188,false,false,,,,,0,,
152,20230511,2023-05-11,15.3,69,Client tools,client_tools,false,1,2,127,51,178,false,false,,,,,0,,
153,20230511,2023-05-11,15.3,70,Extensions & contrib,extensions_contrib,false,1,1,1,2,3,false,false,,,,,0,,
154,20230511,2023-05-11,15.3,71,Crash & corruption,extensions_contrib,false,1,2,48,13,61,false,false,,,,,0,,
155,20230511,2023-05-11,15.3,72,Extensions & contrib,extensions_contrib,false,1,1,5,0,5,false,false,,,,,0,,
156,20230511,2023-05-11,15.3,73,Crash & corruption,extensions_contrib,false,1,3,29,1,30,false,false,,,,,1,17908,2
157,20230511,2023-05-11,15.3,74,Crash & corruption,extensions_contrib,false,1,4,27,4,31,false,false,,,,,1,17847,38
158,20230511,2023-05-11,15.3,75,Extensions & contrib,extensions_contrib,false,1,5,62,56,118,false,false,,,,,1,17815,1
159,20230511,2023-05-11,15.3,76,Crash & corruption,extensions_contrib,false,1,3,25,10,35,false,false,,,,,1,17830,0
160,20230511,2023-05-11,15.3,77,Extensions & contrib,extensions_contrib,false,1,1,18,4,22,false,false,,,,,1,17789,8
161,20230511,2023-05-11,15.3,78,Extensions & contrib,extensions_contrib,false,1,1,53,5,58,false,false,,,,,0,,
162,20230511,2023-05-11,15.3,79,Build & platform,build_platform,false,1,3,3,3,6,false,false,,,,,1,17898,5
163,20230511,2023-05-11,15.3,80,Build & platform,docs,false,1,4,70,36,106,false,true,,,,,0,,
164,20230511,2023-05-11,15.3,81,Build & platform,other,false,1,1,1,1,2,false,false,,,,,0,,
165,20230810,2023-08-10,15.4,0,Security (CVE),core_server,false,1,7,79,15,94,true,false,1,1,7.5,HIGH,0,,
166,20230810,2023-08-10,15.4,1,Security (CVE),core_server,false,1,4,152,50,202,true,false,1,1,3.1,LOW,0,,
167,20230810,2023-08-10,15.4,2,Other functionality,core_server,false,1,5,134,8,142,true,false,,,,,0,,
168,20230810,2023-08-10,15.4,3,Crash & corruption,client_tools,false,1,20,421,28,449,true,false,,,,,0,,
169,20230810,2023-08-10,15.4,4,Crash & corruption,core_server,false,1,3,85,7,92,true,false,,,,,1,17997,5
170,20230810,2023-08-10,15.4,5,Other functionality,core_server,false,1,3,58,2,60,true,false,,,,,0,,
171,20230810,2023-08-10,15.4,6,Other functionality,core_server,false,1,3,117,4,121,true,false,,,,,0,,
172,20230810,2023-08-10,15.4,7,Other functionality,core_server,false,1,3,79,7,86,true,false,,,,,0,,
173,20230810,2023-08-10,15.4,8,Other functionality,core_server,false,1,3,76,0,76,true,false,,,,,1,18000,3
174,20230810,2023-08-10,15.4,9,Wrong results & planner,planner,false,1,4,36,8,44,true,false,,,,,1,17975,5
175,20230810,2023-08-10,15.4,10,Wrong results & planner,planner,false,1,1,17,0,17,false,false,,,,,0,,
176,20230810,2023-08-10,15.4,11,Wrong results & planner,planner,false,1,5,78,2,80,false,false,,,,,0,,
177,20230810,2023-08-10,15.4,12,Other functionality,core_server,false,1,3,52,1,53,true,false,,,,,1,17972,0
178,20230810,2023-08-10,15.4,13,Crash & corruption,core_server,false,1,2,10,3,13,false,false,,,,,1,17949,36
179,20230810,2023-08-10,15.4,14,Other functionality,core_server,false,1,7,240,41,281,true,false,,,,,0,,
180,20230810,2023-08-10,15.4,15,Other functionality,planner,false,1,3,60,1,61,true,false,,,,,1,17985,0
181,20230810,2023-08-10,15.4,16,Crash & corruption,core_server,false,1,3,31,12,43,true,false,,,,,1,17994,5
182,20230810,2023-08-10,15.4,17,Crash & corruption,core_server,false,1,1,32,1,33,false,false,,,,,0,,
183,20230810,2023-08-10,15.4,18,Crash & corruption,core_server,false,1,1,0,7,7,false,false,,,,,0,,
184,20230810,2023-08-10,15.4,19,Other functionality,core_server,false,1,3,31,4,35,true,false,,,,,0,,
185,20230810,2023-08-10,15.4,20,Crash & corruption,core_server,false,1,1,15,0,15,false,false,,,,,1,17995,0
186,20230810,2023-08-10,15.4,21,Other functionality,core_server,false,1,1,26,48,74,false,false,,,,,0,,
187,20230810,2023-08-10,15.4,22,Other functionality,core_server,false,1,1,1,0,1,false,false,,,,,0,,
188,20230810,2023-08-10,15.4,23,Build & platform,core_server,false,1,1,2,0,2,false,false,,,,,0,,
189,20230810,2023-08-10,15.4,24,Crash & corruption,core_server,false,1,1,3,1,4,false,false,,,,,0,,
190,20230810,2023-08-10,15.4,25,Replication & recovery,core_server,false,1,2,26,6,32,true,false,,,,,0,,
191,20230810,2023-08-10,15.4,26,Other functionality,core_server,false,1,1,43,22,65,false,false,,,,,0,,
192,20230810,2023-08-10,15.4,27,Crash & corruption,core_server,false,1,1,16,7,23,false,false,,,,,0,,
193,20230810,2023-08-10,15.4,28,Crash & corruption,core_server,false,1,1,4,0,4,false,false,,,,,0,,
194,20230810,2023-08-10,15.4,29,Crash & corruption,replication_recovery,false,1,1,5,5,10,false,false,,,,,0,,
195,20230810,2023-08-10,15.4,30,Crash & corruption,core_server,false,1,1,3,0,3,false,false,,,,,0,,
196,20230810,2023-08-10,15.4,31,Crash & corruption,core_server,false,1,1,2,0,2,false,false,,,,,0,,
197,20230810,2023-08-10,15.4,32,Replication & recovery,replication_recovery,false,1,1,4,8,12,false,false,,,,,0,,
198,20230810,2023-08-10,15.4,33,Crash & corruption,core_server,false,1,1,2,1,3,false,false,,,,,1,18035,7
199,20230810,2023-08-10,15.4,34,Crash & corruption,core_server,false,1,3,22,1,23,true,false,,,,,1,17983,2
200,20230810,2023-08-10,15.4,35,Crash & corruption,core_server,false,1,6,118,4,122,true,false,,,,,1,17804,77
201,20230810,2023-08-10,15.4,36,Extensions & contrib,extensions_contrib,false,1,3,15,7,22,false,false,,,,,1,17935,0
202,20230810,2023-08-10,15.4,37,Extensions & contrib,extensions_contrib,false,1,5,69,5,74,false,false,,,,,0,,
203,20230810,2023-08-10,15.4,38,Crash & corruption,extensions_contrib,false,1,3,12,4,16,false,false,,,,,1,17888,70
204,20230810,2023-08-10,15.4,39,Extensions & contrib,extensions_contrib,false,1,1,0,3,3,false,false,,,,,0,,
205,20230810,2023-08-10,15.4,40,Crash & corruption,extensions_contrib,false,1,6,178,31,209,false,false,,,,,1,17884,45
206,20230810,2023-08-10,15.4,41,Client tools,client_tools,false,1,2,26,19,45,false,false,,,,,0,,
207,20230810,2023-08-10,15.4,42,Client tools,client_tools,false,1,4,89,1,90,false,false,,,,,0,,
208,20230810,2023-08-10,15.4,43,Client tools,client_tools,false,1,1,4,4,8,false,false,,,,,0,,
209,20230810,2023-08-10,15.4,44,Crash & corruption,client_tools,false,1,2,28,18,46,false,false,,,,,0,,
210,20230810,2023-08-10,15.4,45,Other functionality,core_server,false,1,1,1,0,1,false,false,,,,,0,,
211,20230810,2023-08-10,15.4,46,Other functionality,build_platform,false,1,1,4,5,9,false,false,,,,,0,,
212,20231109,2023-11-09,15.5,0,Security (CVE),core_server,false,2,3,33,12,45,true,false,1,1,4.3,MEDIUM,0,,
213,20231109,2023-11-09,15.5,1,Security (CVE),core_server,false,2,5,110,24,134,true,false,1,1,8.8,HIGH,0,,
214,20231109,2023-11-09,15.5,2,Security (CVE),core_server,false,2,3,40,2,42,true,false,1,1,2.2,LOW,0,,
215,20231109,2023-11-09,15.5,3,Wrong results & planner,extensions_contrib,false,2,3,226,80,306,false,false,,,,,1,18129,4
216,20231109,2023-11-09,15.5,4,Wrong results & planner,core_server,false,2,5,16,6,22,true,false,,,,,0,,
217,20231109,2023-11-09,15.5,5,Other functionality,core_server,false,2,3,44,1,45,true,false,,,,,0,,
218,20231109,2023-11-09,15.5,6,Other functionality,core_server,false,2,3,96,6,102,true,false,,,,,0,,
219,20231109,2023-11-09,15.5,7,Other functionality,core_server,false,2,3,54,29,83,true,false,,,,,0,,
220,20231109,2023-11-09,15.5,8,Crash & corruption,core_server,false,2,3,69,27,96,true,false,,,,,0,,
221,20231109,2023-11-09,15.5,9,Other functionality,core_server,false,2,10,237,38,275,true,false,,,,,1,18103,20
222,20231109,2023-11-09,15.5,10,Other functionality,planner,false,2,1,2,1,3,false,false,,,,,1,18147,19
223,20231109,2023-11-09,15.5,11,Other functionality,core_server,false,2,3,19,1,20,false,false,,,,,0,,
224,20231109,2023-11-09,15.5,12,Crash & corruption,core_server,false,2,1,22,3,25,false,false,,,,,0,,
225,20231109,2023-11-09,15.5,13,Crash & corruption,core_server,false,2,1,17,9,26,false,false,,,,,1,18172,1
226,20231109,2023-11-09,15.5,14,Crash & corruption,core_server,false,2,2,17,0,17,false,false,,,,,0,,
227,20231109,2023-11-09,15.5,15,Other functionality,extensions_contrib,false,2,1,4,4,8,false,false,,,,,0,,
228,20231109,2023-11-09,15.5,16,Extensions & contrib,core_server,false,2,4,74,9,83,false,false,,,,,0,,
229,20231109,2023-11-09,15.5,17,Other functionality,core_server,false,1,3,83,2,85,true,false,,,,,0,,
230,20231109,2023-11-09,15.5,18,Other functionality,core_server,false,2,1,2,0,2,false,false,,,,,1,18080,21
231,20231109,2023-11-09,15.5,19,Other functionality,core_server,false,2,1,2,2,4,false,false,,,,,0,,
232,20231109,2023-11-09,15.5,20,Other functionality,core_server,false,1,1,2,2,4,false,false,,,,,1,17950,98
233,20231109,2023-11-09,15.5,21,Crash & corruption,core_server,false,2,1,8,4,12,false,false,,,,,0,,
234,20231109,2023-11-09,15.5,22,Other functionality,core_server,false,2,1,6,0,6,false,false,,,,,0,,
235,20231109,2023-11-09,15.5,23,Crash & corruption,core_server,false,2,2,23,3,26,false,false,,,,,0,,
236,20231109,2023-11-09,15.5,24,Other functionality,core_server,false,2,3,44,0,44,true,false,,,,,0,,
237,20231109,2023-11-09,15.5,25,Crash & corruption,core_server,false,2,5,62,1,63,false,false,,,,,0,,
238,20231109,2023-11-09,15.5,26,Other functionality,core_server,false,2,1,30,0,30,false,false,,,,,0,,
239,20231109,2023-11-09,15.5,27,Other functionality,core_server,false,2,1,9,0,9,false,false,,,,,0,,
240,20231109,2023-11-09,15.5,28,Other functionality,core_server,false,2,1,2,1,3,false,false,,,,,0,,
241,20231109,2023-11-09,15.5,29,Other functionality,core_server,false,2,1,19,2,21,false,false,,,,,0,,
242,20231109,2023-11-09,15.5,30,Replication & recovery,core_server,false,2,1,1,0,1,false,false,,,,,0,,
243,20231109,2023-11-09,15.5,31,Replication & recovery,core_server,false,2,1,14,2,16,false,false,,,,,0,,
244,20231109,2023-11-09,15.5,32,Other functionality,extensions_contrib,false,2,3,106,2,108,false,false,,,,,1,18131,3
245,20231109,2023-11-09,15.5,33,Crash & corruption,core_server,false,2,1,17,8,25,false,false,,,,,0,,
246,20231109,2023-11-09,15.5,34,Crash & corruption,core_server,false,2,4,119,20,139,true,false,,,,,1,18077,16
