item_ord,wave_key,wave_dt,version,item_index,category,dominant_subsystem,is_out_of_band,branch_item_cnt,file_cnt,lines_added_sum,lines_deleted_sum,churn_sum,has_test_changes,is_docs_only,cve_cnt,scored_cve_cnt,max_cvss_base_score,severity_band,bug_link_cnt,primary_bug_number,days_to_fix_min
1450,20260514,2026-05-14,16.14,26,Wrong results & planner,core_server,false,3,1,21,12,33,false,false,,,,,0,,
1451,20260514,2026-05-14,16.14,27,Other functionality,core_server,false,3,1,1,1,2,false,false,,,,,0,,
1453,20260514,2026-05-14,16.14,29,Other functionality,replication_recovery,false,3,1,9,0,9,false,false,,,,,0,,
1460,20260514,2026-05-14,16.14,36,Crash & corruption,core_server,false,3,1,5,0,5,false,false,,,,,0,,
1467,20260514,2026-05-14,16.14,43,Client tools,client_tools,false,3,1,30,19,49,false,false,,,,,0,,
1505,20260813,2026-08-13,16.15,32,Wrong results & planner,planner,false,3,1,12,7,19,false,false,,,,,1,19553,2
1510,20260813,2026-08-13,16.15,37,Other functionality,core_server,false,3,4,42,0,42,true,false,,,,,0,,
1511,20260813,2026-08-13,16.15,38,Other functionality,core_server,false,3,3,174,0,174,true,false,,,,,0,,
1517,20260813,2026-08-13,16.15,44,Replication & recovery,core_server,false,3,5,97,9,106,true,false,,,,,0,,
1522,20260813,2026-08-13,16.15,49,Crash & corruption,core_server,false,3,4,72,0,72,true,false,,,,,1,19491,20
1526,20260813,2026-08-13,16.15,53,Security hardening (no CVE),core_server,false,3,3,34,4,38,true,false,,,,,0,,
1529,20260813,2026-08-13,16.15,56,Other functionality,core_server,false,3,1,1,1,2,false,false,,,,,0,,
1535,20260813,2026-08-13,16.15,62,Replication & recovery,replication_recovery,false,3,1,12,0,12,false,false,,,,,0,,
1575,20241114,2024-11-14,17.1,5,Crash & corruption,core_server,false,1,1,2,2,4,false,false,,,,,0,,
1577,20241114,2024-11-14,17.1,7,Wrong results & planner,planner,false,1,4,62,3,65,true,false,,,,,0,,
1578,20241114,2024-11-14,17.1,8,Crash & corruption,core_server,false,1,2,7,1,8,false,false,,,,,0,,
1579,20241114,2024-11-14,17.1,9,Wrong results & planner,planner,false,1,3,89,0,89,true,false,,,,,1,18634,7
1581,20241114,2024-11-14,17.1,11,Wrong results & planner,core_server,false,1,3,21,8,29,false,false,,,,,0,,
1583,20241114,2024-11-14,17.1,13,Other functionality,core_server,false,1,3,26,4,30,true,false,,,,,0,,
1586,20241114,2024-11-14,17.1,16,Crash & corruption,core_server,false,1,1,19,9,28,false,false,,,,,0,,
1587,20241114,2024-11-14,17.1,17,Other functionality,extensions_contrib,false,1,7,105,51,156,true,false,,,,,1,18637,8
1588,20241114,2024-11-14,17.1,18,Other functionality,core_server,false,1,3,28,2,30,true,false,,,,,1,18674,2
1602,20241114,2024-11-14,17.1,32,Client tools,client_tools,false,1,1,1,1,2,false,false,,,,,0,,
1604,20241114,2024-11-14,17.1,34,Replication & recovery,replication_recovery,false,1,3,24,14,38,false,false,,,,,1,18685,0
1605,20241114,2024-11-14,17.1,35,Other functionality,client_tools,false,1,3,75,0,75,false,false,,,,,0,,
1606,20241114,2024-11-14,17.1,36,Other functionality,client_tools,false,1,1,9,4,13,false,false,,,,,0,,
1619,20250213,2025-02-13,17.3,1,Other functionality,core_server,false,1,1,9,0,9,false,false,,,,,1,18711,26
1621,20250213,2025-02-13,17.3,3,Other functionality,core_server,false,1,2,3,2,5,false,false,,,,,1,18728,6
1622,20250213,2025-02-13,17.3,4,Other functionality,core_server,false,1,1,6,2,8,false,false,,,,,0,,
1632,20250213,2025-02-13,17.3,14,Other functionality,tests,false,1,2,25,0,25,true,false,,,,,0,,
1634,20250213,2025-02-13,17.3,16,Other functionality,core_server,false,1,3,22,5,27,true,false,,,,,0,,
1637,20250213,2025-02-13,17.3,19,Other functionality,planner,false,1,1,22,2,24,false,false,,,,,1,18764,7
1642,20250213,2025-02-13,17.3,24,Replication & recovery,core_server,false,1,4,44,24,68,false,false,,,,,0,,
1645,20250213,2025-02-13,17.3,27,Wrong results & planner,core_server,false,1,2,6,9,15,false,false,,,,,0,,
1652,20250213,2025-02-13,17.3,34,Crash & corruption,replication_recovery,false,1,1,17,27,44,false,false,,,,,0,,
1655,20250213,2025-02-13,17.3,37,Crash & corruption,core_server,false,1,2,9,15,24,false,false,,,,,0,,
1661,20250213,2025-02-13,17.3,43,Other functionality,core_server,false,1,1,10,36,46,false,false,,,,,0,,
1664,20250213,2025-02-13,17.3,46,Crash & corruption,core_server,false,1,1,11,8,19,false,false,,,,,0,,
1665,20250213,2025-02-13,17.3,47,Crash & corruption,core_server,false,1,1,10,0,10,false,false,,,,,0,,
1671,20250213,2025-02-13,17.3,53,Client tools,client_tools,false,1,1,1,1,2,false,false,,,,,0,,
1680,20250213,2025-02-13,17.3,62,Crash & corruption,extensions_contrib,false,1,3,40,0,40,false,false,,,,,0,,
1681,20250213,2025-02-13,17.3,63,Crash & corruption,extensions_contrib,false,1,3,84,24,108,false,false,,,,,0,,
1689,20250220,2025-02-20,17.4,1,Crash & corruption,replication_recovery,true,1,1,13,12,25,false,false,,,,,0,,
1698,20250508,2025-05-08,17.5,7,Other functionality,core_server,false,1,3,24,1,25,true,false,,,,,0,,
1708,20250508,2025-05-08,17.5,17,Wrong results & planner,planner,false,1,3,175,93,268,true,false,,,,,0,,
1709,20250508,2025-05-08,17.5,18,Other functionality,planner,false,1,2,16,1,17,false,false,,,,,0,,
1711,20250508,2025-05-08,17.5,20,Wrong results & planner,core_server,false,1,3,36,0,36,true,false,,,,,0,,
1718,20250508,2025-05-08,17.5,27,Other functionality,core_server,false,1,1,27,11,38,false,false,,,,,0,,
1724,20250508,2025-05-08,17.5,33,Crash & corruption,planner,false,1,3,64,9,73,true,false,,,,,1,18806,7
1730,20250508,2025-05-08,17.5,39,Crash & corruption,replication_recovery,false,1,3,35,17,52,true,false,,,,,1,18815,2
1734,20250508,2025-05-08,17.5,43,Other functionality,core_server,false,1,1,3,3,6,false,false,,,,,0,,
1737,20250508,2025-05-08,17.5,46,Crash & corruption,core_server,false,1,3,30,2,32,true,false,,,,,0,,
1743,20250508,2025-05-08,17.5,52,Client tools,client_tools,false,1,1,73,62,135,false,false,,,,,0,,
1746,20250508,2025-05-08,17.5,55,Extensions & contrib,extensions_contrib,false,1,3,79,8,87,false,false,,,,,1,18852,9
1747,20250508,2025-05-08,17.5,56,Client tools,tests,false,1,1,1,1,2,true,false,,,,,0,,
1749,20250508,2025-05-08,17.5,58,Other functionality,core_server,false,1,1,2,2,4,false,false,,,,,0,,
1750,20250508,2025-05-08,17.5,59,Other functionality,core_server,false,1,1,3,23,26,false,false,,,,,0,,
1756,20250814,2025-08-14,17.6,5,Crash & corruption,core_server,false,1,6,89,50,139,true,false,,,,,1,18986,3
1764,20250814,2025-08-14,17.6,13,Other functionality,core_server,false,1,1,12,7,19,false,false,,,,,0,,
1769,20250814,2025-08-14,17.6,18,Other functionality,core_server,false,1,1,2,2,4,false,false,,,,,0,,
1775,20250814,2025-08-14,17.6,24,Replication & recovery,replication_recovery,false,1,1,4,4,8,false,false,,,,,0,,
1784,20250814,2025-08-14,17.6,33,Crash & corruption,core_server,false,1,1,1,1,2,false,false,,,,,0,,
1791,20250814,2025-08-14,17.6,40,Crash & corruption,client_tools,false,1,1,1,0,1,false,false,,,,,1,18974,1
1798,20250814,2025-08-14,17.6,47,Replication & recovery,replication_recovery,false,1,1,10,1,11,false,false,,,,,1,18897,99
1799,20250814,2025-08-14,17.6,48,Client tools,client_tools,false,1,4,160,49,209,false,false,,,,,0,,
1802,20250814,2025-08-14,17.6,51,Client tools,client_tools,false,1,2,18,9,27,false,false,,,,,0,,
1803,20250814,2025-08-14,17.6,52,Client tools,client_tools,false,1,1,8,3,11,false,false,,,,,0,,
1805,20250814,2025-08-14,17.6,54,Client tools,replication_recovery,false,1,5,14,77,91,false,false,,,,,1,18979,5
1810,20250814,2025-08-14,17.6,59,Crash & corruption,extensions_contrib,false,1,5,35,0,35,false,false,,,,,0,,
1824,20251113,2025-11-13,17.7,2,Other functionality,core_server,false,2,2,5,5,10,true,false,,,,,0,,
1842,20251113,2025-11-13,17.7,20,Crash & corruption,core_server,false,2,1,2,0,2,false,false,,,,,0,,
1846,20251113,2025-11-13,17.7,24,Replication & recovery,replication_recovery,false,1,1,16,0,16,false,false,,,,,0,,
1854,20251113,2025-11-13,17.7,32,Replication & recovery,replication_recovery,false,2,3,41,43,84,true,false,,,,,0,,
1870,20251113,2025-11-13,17.7,48,Client tools,client_tools,false,2,3,14,3,17,true,false,,,,,1,19074,13
1879,20251113,2025-11-13,17.7,57,Crash & corruption,client_tools,false,2,1,2,0,2,false,false,,,,,0,,
1899,20260212,2026-02-12,17.8,12,Crash & corruption,core_server,false,2,3,217,0,217,true,false,,,,,1,19111,3
1902,20260212,2026-02-12,17.8,15,Other functionality,client_tools,false,2,3,116,0,116,false,false,,,,,0,,
1910,20260212,2026-02-12,17.8,23,Other functionality,core_server,false,2,1,78,43,121,false,false,,,,,0,,
1918,20260212,2026-02-12,17.8,31,Replication & recovery,replication_recovery,false,2,1,10,5,15,false,false,,,,,0,,
1920,20260212,2026-02-12,17.8,33,Other functionality,core_server,false,2,3,25,8,33,true,false,,,,,0,,
1929,20260212,2026-02-12,17.8,42,Crash & corruption,client_tools,false,2,3,32,15,47,false,false,,,,,0,,
1930,20260212,2026-02-12,17.8,43,Crash & corruption,client_tools,false,2,1,28,11,39,false,false,,,,,0,,
1946,20260514,2026-05-14,17.10,2,Security (CVE),replication_recovery,false,2,1,8,3,11,false,false,1,1,7.2,HIGH,0,,
1975,20260514,2026-05-14,17.10,31,Other functionality,core_server,false,2,3,33,0,33,true,false,,,,,0,,
1977,20260514,2026-05-14,17.10,33,Other functionality,core_server,false,2,1,55,6,61,false,false,,,,,0,,
1978,20260514,2026-05-14,17.10,34,Crash & corruption,core_server,false,2,4,42,4,46,false,false,,,,,0,,
1979,20260514,2026-05-14,17.10,35,Replication & recovery,core_server,false,2,1,16,5,21,false,false,,,,,0,,
1980,20260514,2026-05-14,17.10,36,Replication & recovery,core_server,false,2,5,115,44,159,false,false,,,,,0,,
1981,20260514,2026-05-14,17.10,37,Other functionality,replication_recovery,false,2,1,14,2,16,false,false,,,,,0,,
1986,20260514,2026-05-14,17.10,42,Other functionality,tests,false,2,2,55,0,55,true,false,,,,,0,,
2036,20260813,2026-08-13,17.11,35,Other functionality,core_server,false,2,3,43,2,45,true,false,,,,,0,,
2044,20260813,2026-08-13,17.11,43,Security hardening (no CVE),core_server,false,2,3,70,14,84,false,false,,,,,0,,
2050,20260813,2026-08-13,17.11,49,Other functionality,core_server,false,2,5,73,38,111,true,false,,,,,0,,
2052,20260813,2026-08-13,17.11,51,Other functionality,core_server,false,2,5,64,1,65,true,false,,,,,0,,
2057,20260813,2026-08-13,17.11,56,Other functionality,core_server,false,2,1,2,2,4,false,false,,,,,0,,
2058,20260813,2026-08-13,17.11,57,Crash & corruption,core_server,false,2,1,0,2,2,false,false,,,,,0,,
2062,20260813,2026-08-13,17.11,61,Replication & recovery,core_server,false,2,1,15,5,20,false,false,,,,,1,19527,4
2068,20260813,2026-08-13,17.11,67,Wrong results & planner,core_server,false,2,3,84,46,130,false,false,,,,,0,,
2069,20260813,2026-08-13,17.11,68,Replication & recovery,client_tools,false,2,3,306,14,320,false,false,,,,,0,,
2077,20260813,2026-08-13,17.11,76,Replication & recovery,core_server,false,2,3,136,2,138,true,false,,,,,1,19488,7
2078,20260813,2026-08-13,17.11,77,Crash & corruption,replication_recovery,false,2,1,13,10,23,false,false,,,,,0,,
2093,20260813,2026-08-13,17.11,92,Crash & corruption,client_tools,false,2,1,3,0,3,false,false,,,,,0,,
2094,20260813,2026-08-13,17.11,93,Replication & recovery,replication_recovery,false,2,1,0,2,2,false,false,,,,,0,,
2102,20260813,2026-08-13,17.11,101,Crash & corruption,extensions_contrib,false,2,1,4,1,5,false,false,,,,,1,19527,4
2112,20251113,2025-11-13,18.1,3,Other functionality,planner,false,1,3,143,26,169,true,false,,,,,0,,
2113,20251113,2025-11-13,18.1,4,Crash & corruption,planner,false,1,3,62,6,68,true,false,,,,,1,19094,6
2114,20251113,2025-11-13,18.1,5,Crash & corruption,planner,false,1,3,49,7,56,true,false,,,,,1,19102,2
2115,20251113,2025-11-13,18.1,6,Wrong results & planner,core_server,false,1,1,7,0,7,false,false,,,,,0,,
2117,20251113,2025-11-13,18.1,8,Build & platform,core_server,false,1,1,41,11,52,false,false,,,,,0,,
2121,20251113,2025-11-13,18.1,12,Crash & corruption,core_server,false,1,2,5,1,6,false,false,,,,,1,19078,7
2122,20251113,2025-11-13,18.1,13,Other functionality,core_server,false,1,1,64,58,122,false,false,,,,,0,,
2123,20251113,2025-11-13,18.1,14,Client tools,planner,false,1,5,103,87,190,true,false,,,,,0,,
2125,20251113,2025-11-13,18.1,16,Crash & corruption,core_server,false,1,3,19,0,19,true,false,,,,,1,19078,7
2130,20251113,2025-11-13,18.1,21,Other functionality,core_server,false,1,3,32,0,32,true,false,,,,,0,,
2142,20251113,2025-11-13,18.1,33,Build & platform,core_server,false,1,2,18,31,49,false,false,,,,,0,,
2150,20251113,2025-11-13,18.1,41,Client tools,client_tools,false,1,1,2,1,3,false,false,,,,,1,19074,13
2158,20251113,2025-11-13,18.1,49,Crash & corruption,extensions_contrib,false,1,3,123,16,139,false,false,,,,,0,,
2166,20260212,2026-02-12,18.2,4,Security (CVE),extensions_contrib,false,1,2,185,91,276,false,false,1,1,8.2,HIGH,0,,
2167,20260212,2026-02-12,18.2,5,Extensions & contrib,extensions_contrib,false,1,2,74,11,85,false,false,,,,,0,,
2168,20260212,2026-02-12,18.2,6,Other functionality,core_server,false,1,5,29,5,34,true,false,,,,,1,19351,55
2171,20260212,2026-02-12,18.2,9,Wrong results & planner,core_server,false,1,5,56,11,67,true,false,,,,,1,19355,32
2173,20260212,2026-02-12,18.2,11,Other functionality,core_server,false,1,4,41,11,52,true,false,,,,,1,19370,1
2174,20260212,2026-02-12,18.2,12,Other functionality,core_server,false,1,3,28,7,35,true,false,,,,,1,19341,4
2176,20260212,2026-02-12,18.2,14,Wrong results & planner,planner,false,1,5,190,9,199,true,false,,,,,1,19353,13
2177,20260212,2026-02-12,18.2,15,Wrong results & planner,planner,false,1,4,175,3,178,true,false,,,,,0,,
2178,20260212,2026-02-12,18.2,16,Wrong results & planner,core_server,false,1,3,116,14,130,true,false,,,,,0,,
2179,20260212,2026-02-12,18.2,17,Other functionality,planner,false,1,5,256,9,265,true,false,,,,,0,,
2180,20260212,2026-02-12,18.2,18,Wrong results & planner,planner,false,1,1,45,70,115,false,false,,,,,0,,
2183,20260212,2026-02-12,18.2,21,Other functionality,core_server,false,1,1,22,5,27,false,false,,,,,0,,
2186,20260212,2026-02-12,18.2,24,Extensions & contrib,extensions_contrib,false,1,3,114,2,116,false,false,,,,,0,,
2191,20260212,2026-02-12,18.2,29,Crash & corruption,core_server,false,1,1,4,3,7,false,false,,,,,0,,
2199,20260212,2026-02-12,18.2,37,Other functionality,core_server,false,1,2,35,9,44,false,false,,,,,0,,
2200,20260212,2026-02-12,18.2,38,Other functionality,core_server,false,1,1,11,1,12,false,false,,,,,0,,
2215,20260212,2026-02-12,18.2,53,Build & platform,core_server,false,1,1,4,0,4,false,false,,,,,0,,
2216,20260212,2026-02-12,18.2,54,Build & platform,core_server,false,1,2,3,3,6,false,false,,,,,1,19368,0
2221,20260212,2026-02-12,18.2,59,Client tools,client_tools,false,1,1,24,18,42,false,false,,,,,0,,
2222,20260212,2026-02-12,18.2,60,Client tools,client_tools,false,1,1,2,2,4,false,false,,,,,0,,
2223,20260212,2026-02-12,18.2,61,Wrong results & planner,client_tools,false,1,1,3,1,4,false,false,,,,,1,19365,13
2224,20260212,2026-02-12,18.2,62,Client tools,client_tools,false,1,1,1,0,1,false,false,,,,,0,,
2232,20260212,2026-02-12,18.2,70,Extensions & contrib,extensions_contrib,false,1,1,1,1,2,false,false,,,,,0,,
2235,20260212,2026-02-12,18.2,73,Crash & corruption,extensions_contrib,false,1,3,38,3,41,false,false,,,,,0,,
2238,20260226,2026-02-26,18.3,2,Security (CVE),extensions_contrib,true,1,1,1,1,2,false,false,1,1,8.2,HIGH,0,,
2239,20260226,2026-02-26,18.3,3,Client tools,core_server,true,1,7,263,326,589,false,false,,,,,1,19409,5
2241,20260226,2026-02-26,18.3,5,Other functionality,core_server,true,1,5,34,8,42,true,false,,,,,1,19393,17
2250,20260514,2026-05-14,18.4,5,Security (CVE),planner,false,1,5,248,5,253,true,false,1,1,4.3,MEDIUM,0,,
2261,20260514,2026-05-14,18.4,16,Wrong results & planner,planner,false,1,8,320,97,417,true,false,,,,,0,,
2262,20260514,2026-05-14,18.4,17,Wrong results & planner,core_server,false,1,3,23,3,26,true,false,,,,,1,19435,4
2263,20260514,2026-05-14,18.4,18,Other functionality,core_server,false,1,6,77,19,96,true,false,,,,,0,,
2264,20260514,2026-05-14,18.4,19,Other functionality,planner,false,1,3,92,0,92,true,false,,,,,0,,
2266,20260514,2026-05-14,18.4,21,Other functionality,core_server,false,1,1,4,2,6,false,false,,,,,0,,
2271,20260514,2026-05-14,18.4,26,Other functionality,core_server,false,1,1,3,3,6,false,false,,,,,0,,
2273,20260514,2026-05-14,18.4,28,Other functionality,core_server,false,1,3,92,0,92,true,false,,,,,0,,
2274,20260514,2026-05-14,18.4,29,Other functionality,core_server,false,1,4,91,8,99,true,false,,,,,0,,
2293,20260514,2026-05-14,18.4,48,Other functionality,core_server,false,1,1,1,1,2,false,false,,,,,0,,
2295,20260514,2026-05-14,18.4,50,Crash & corruption,core_server,false,1,1,4,1,5,false,false,,,,,0,,
2299,20260514,2026-05-14,18.4,54,Other functionality,core_server,false,1,1,2,2,4,false,false,,,,,0,,
2301,20260514,2026-05-14,18.4,56,Other functionality,core_server,false,1,3,38,17,55,true,false,,,,,0,,
2308,20260514,2026-05-14,18.4,63,Replication & recovery,client_tools,false,1,11,87,50,137,false,false,,,,,0,,
2310,20260514,2026-05-14,18.4,65,Client tools,client_tools,false,1,2,40,0,40,false,false,,,,,0,,
2315,20260514,2026-05-14,18.4,70,Extensions & contrib,extensions_contrib,false,1,3,134,6,140,false,false,,,,,0,,
2346,20260813,2026-08-13,18.6,28,Other functionality,core_server,false,1,1,5,3,8,false,false,,,,,0,,
2349,20260813,2026-08-13,18.6,31,Crash & corruption,core_server,false,1,3,38,7,45,false,false,,,,,1,19484,36
2350,20260813,2026-08-13,18.6,32,Other functionality,core_server,false,1,5,333,152,485,true,false,,,,,1,19536,14
2351,20260813,2026-08-13,18.6,33,Performance,core_server,false,1,2,9,8,17,false,false,,,,,0,,
2352,20260813,2026-08-13,18.6,34,Other functionality,core_server,false,1,7,75,9,84,true,false,,,,,1,19516,1
2355,20260813,2026-08-13,18.6,37,Crash & corruption,planner,false,1,3,92,5,97,true,false,,,,,0,,
2357,20260813,2026-08-13,18.6,39,Wrong results & planner,planner,false,1,12,1370,242,1612,true,false,,,,,0,,
2359,20260813,2026-08-13,18.6,41,Wrong results & planner,core_server,false,1,1,8,0,8,false,false,,,,,0,,
2362,20260813,2026-08-13,18.6,44,Other functionality,core_server,false,1,3,13,0,13,true,false,,,,,0,,
2367,20260813,2026-08-13,18.6,49,Other functionality,core_server,false,1,3,80,32,112,true,false,,,,,1,19474,58
2368,20260813,2026-08-13,18.6,50,Client tools,core_server,false,1,5,82,4,86,true,false,,,,,0,,
2370,20260813,2026-08-13,18.6,52,Build & platform,core_server,false,1,3,47,48,95,true,false,,,,,0,,
2378,20260813,2026-08-13,18.6,60,Other functionality,core_server,false,1,4,80,6,86,true,false,,,,,0,,
2387,20260813,2026-08-13,18.6,69,Other functionality,core_server,false,1,1,11,3,14,false,false,,,,,0,,
2389,20260813,2026-08-13,18.6,71,Other functionality,core_server,false,1,1,7,2,9,false,false,,,,,0,,
2396,20260813,2026-08-13,18.6,78,Build & platform,core_server,false,1,3,87,12,99,true,false,,,,,0,,
2410,20260813,2026-08-13,18.6,92,Replication & recovery,replication_recovery,false,1,1,9,0,9,false,false,,,,,0,,
2418,20260813,2026-08-13,18.6,100,Other functionality,replication_recovery,false,1,4,23,19,42,false,false,,,,,0,,
2422,20260813,2026-08-13,18.6,104,Client tools,client_tools,false,1,1,14,0,14,false,false,,,,,0,,
2423,20260813,2026-08-13,18.6,105,Client tools,client_tools,false,1,1,7,4,11,false,false,,,,,0,,
2425,20260813,2026-08-13,18.6,107,Crash & corruption,client_tools,false,1,1,1,1,2,false,false,,,,,0,,
2427,20260813,2026-08-13,18.6,109,Crash & corruption,client_tools,false,1,3,245,18,263,true,false,,,,,1,19494,7
2429,20260813,2026-08-13,18.6,111,Client tools,client_tools,false,1,2,3,0,3,false,false,,,,,0,,
2436,20260813,2026-08-13,18.6,118,Client tools,client_tools,false,1,1,29,10,39,false,false,,,,,0,,
2437,20260813,2026-08-13,18.6,119,Client tools,client_tools,false,1,2,3,2,5,false,false,,,,,0,,
2438,20260813,2026-08-13,18.6,120,Crash & corruption,extensions_contrib,false,1,1,9,7,16,false,false,,,,,0,,
2439,20260813,2026-08-13,18.6,121,Crash & corruption,extensions_contrib,false,1,1,3,0,3,false,false,,,,,0,,
2442,20260813,2026-08-13,18.6,124,Extensions & contrib,extensions_contrib,false,1,1,1,1,2,false,false,,,,,0,,
2444,20260813,2026-08-13,18.6,126,Extensions & contrib,extensions_contrib,false,1,3,38,6,44,false,false,,,,,0,,
2445,20260813,2026-08-13,18.6,127,Extensions & contrib,extensions_contrib,false,1,3,18,2,20,false,false,,,,,0,,
2450,20260813,2026-08-13,18.6,132,Security hardening (no CVE),extensions_contrib,false,1,1,15,5,20,false,false,,,,,0,,
