item_ord,wave_dt,version,item_index,category,dominant_subsystem,is_out_of_band,branch_item_cnt,file_cnt,lines_added_sum,lines_deleted_sum,churn_sum,has_test_changes,is_docs_only,cve_cnt,scored_cve_cnt,max_cvss_base_score,severity_band,days_to_fix_min
705,2026-02-12,15.16,27,Other functionality,core_server,false,4,1,3,2,5,false,false,,,,,
706,2026-02-12,15.16,28,Other functionality,replication_recovery,false,4,1,1,1,2,false,false,,,,,
707,2026-02-12,15.16,29,Build & platform,core_server,false,4,1,4,0,4,false,false,,,,,
708,2026-02-12,15.16,30,Build & platform,core_server,false,4,1,7,0,7,false,false,,,,,
709,2026-02-12,15.16,31,Other functionality,core_server,false,4,1,2,2,4,false,false,,,,,
710,2026-02-12,15.16,32,Client tools,client_tools,false,4,1,4,0,4,false,false,,,,,
711,2026-02-12,15.16,33,Client tools,client_tools,false,4,2,22,15,37,false,false,,,,,232
712,2026-02-12,15.16,34,Extensions & contrib,extensions_contrib,false,4,2,5,2,7,false,false,,,,,
713,2026-02-12,15.16,35,Extensions & contrib,extensions_contrib,false,4,3,20,1,21,true,false,,,,,
714,2026-02-12,15.16,36,Extensions & contrib,extensions_contrib,false,4,4,16,2,18,true,false,,,,,
715,2026-02-12,15.16,37,Wrong results & planner,extensions_contrib,false,4,1,7,2,9,false,false,,,,,
716,2026-02-12,15.16,38,Extensions & contrib,extensions_contrib,false,4,3,37,18,55,false,false,,,,,
717,2026-02-26,15.17,0,Replication & recovery,replication_recovery,true,4,2,3,10,13,false,false,,,,,
718,2026-02-26,15.17,1,Security (CVE),core_server,true,4,1,2,2,4,false,false,1,1,8.8,HIGH,1
719,2026-02-26,15.17,2,Other functionality,core_server,true,4,1,16,4,20,false,false,,,,,
720,2026-02-26,15.17,3,Other functionality,extensions_contrib,true,4,3,26,17,43,false,false,,,,,
721,2026-02-26,15.17,4,Crash & corruption,extensions_contrib,true,4,1,2,1,3,false,false,,,,,
722,2026-05-14,15.18,0,Security (CVE),core_server,false,4,3,107,2,109,true,false,1,1,7.5,HIGH,
723,2026-05-14,15.18,1,Security (CVE),extensions_contrib,false,4,2,2,2,4,false,false,1,1,8.8,HIGH,
724,2026-05-14,15.18,2,Security (CVE),core_server,false,4,3,39,3,42,true,false,1,1,8.8,HIGH,
725,2026-05-14,15.18,3,Security (CVE),core_server,false,4,1,9,5,14,false,false,1,1,4.3,MEDIUM,
726,2026-05-14,15.18,4,Security (CVE),core_server,false,4,3,39,0,39,true,false,1,1,5.4,MEDIUM,
727,2026-05-14,15.18,5,Security (CVE),core_server,false,4,3,11,9,20,false,false,1,1,6.5,MEDIUM,
728,2026-05-14,15.18,6,Security (CVE),client_tools,false,4,5,46,12,58,false,false,1,1,8.8,HIGH,
729,2026-05-14,15.18,7,Security (CVE),core_server,false,4,5,57,0,57,false,false,1,1,8.8,HIGH,
730,2026-05-14,15.18,8,Security (CVE),extensions_contrib,false,4,4,0,29,29,false,false,1,1,8.8,HIGH,
731,2026-05-14,15.18,9,Security (CVE),extensions_contrib,false,4,3,35,2,37,false,false,1,1,8.8,HIGH,
732,2026-05-14,15.18,10,Security (CVE),extensions_contrib,false,4,1,38,46,84,false,false,1,1,8.8,HIGH,
733,2026-05-14,15.18,11,Wrong results & planner,planner,false,4,6,160,8,168,true,false,,,,,
734,2026-05-14,15.18,12,Other functionality,core_server,false,4,5,221,38,259,true,false,,,,,
735,2026-05-14,15.18,13,Other functionality,core_server,false,4,1,2,1,3,false,false,,,,,
736,2026-05-14,15.18,14,Other functionality,core_server,false,4,3,40,0,40,true,false,,,,,
737,2026-05-14,15.18,15,Other functionality,core_server,false,4,3,63,2,65,true,false,,,,,
738,2026-05-14,15.18,16,Other functionality,core_server,false,4,3,176,1,177,true,false,,,,,
739,2026-05-14,15.18,17,Other functionality,core_server,false,4,3,17,0,17,true,false,,,,,
740,2026-05-14,15.18,18,Other functionality,core_server,false,4,3,16,0,16,true,false,,,,,
741,2026-05-14,15.18,19,Other functionality,core_server,false,4,1,43,7,50,false,false,,,,,
742,2026-05-14,15.18,20,Crash & corruption,core_server,false,4,4,369,68,437,true,false,,,,,
743,2026-05-14,15.18,21,Security hardening (no CVE),core_server,false,4,1,43,18,61,false,false,,,,,
744,2026-05-14,15.18,22,Security hardening (no CVE),core_server,false,4,1,24,10,34,false,false,,,,,
745,2026-05-14,15.18,23,Other functionality,core_server,false,4,3,172,7,179,true,false,,,,,55
746,2026-05-14,15.18,24,Other functionality,core_server,false,4,3,29,3,32,true,false,,,,,
747,2026-05-14,15.18,25,Security hardening (no CVE),core_server,false,4,1,19,8,27,false,false,,,,,
748,2026-05-14,15.18,26,Crash & corruption,core_server,false,4,1,17,3,20,false,false,,,,,5
749,2026-05-14,15.18,27,Replication & recovery,replication_recovery,false,4,1,19,16,35,false,false,,,,,
750,2026-05-14,15.18,28,Replication & recovery,core_server,false,4,3,18,1,19,false,false,,,,,
751,2026-05-14,15.18,29,Security hardening (no CVE),core_server,false,4,5,96,0,96,true,false,,,,,
752,2026-05-14,15.18,30,Crash & corruption,planner,false,4,2,25,1,26,false,false,,,,,
753,2026-05-14,15.18,31,Other functionality,core_server,false,4,1,15,33,48,false,false,,,,,
754,2026-05-14,15.18,32,Crash & corruption,replication_recovery,false,4,2,68,19,87,false,false,,,,,
755,2026-05-14,15.18,33,Replication & recovery,replication_recovery,false,4,1,7,1,8,false,false,,,,,
756,2026-05-14,15.18,34,Replication & recovery,core_server,false,4,1,11,1,12,false,false,,,,,
757,2026-05-14,15.18,35,Crash & corruption,client_tools,false,4,10,312,12,324,false,false,,,,,
758,2026-05-14,15.18,36,Crash & corruption,client_tools,false,4,3,14,4,18,false,false,,,,,
759,2026-05-14,15.18,37,Client tools,client_tools,false,4,5,28,1,29,false,false,,,,,
760,2026-05-14,15.18,38,Replication & recovery,extensions_contrib,false,4,1,1,14,15,false,false,,,,,
761,2026-05-14,15.18,39,Extensions & contrib,extensions_contrib,false,4,3,60,64,124,false,false,,,,,
762,2026-05-14,15.18,40,Extensions & contrib,extensions_contrib,false,4,1,13,9,22,false,false,,,,,
763,2026-05-14,15.18,41,Crash & corruption,extensions_contrib,false,4,3,133,4,137,false,false,,,,,
764,2026-08-13,15.19,0,Security (CVE),client_tools,false,4,5,113,113,226,false,false,1,1,7.2,HIGH,
765,2026-08-13,15.19,1,Security (CVE),extensions_contrib,false,4,15,254,13,267,false,false,1,1,6.5,MEDIUM,115
766,2026-08-13,15.19,2,Security (CVE),client_tools,false,4,20,313,57,370,true,false,1,1,8.1,HIGH,
767,2026-08-13,15.19,3,Security (CVE),core_server,false,4,1,2,2,4,false,false,1,1,8.8,HIGH,
768,2026-08-13,15.19,4,Security (CVE),core_server,false,4,1,18,3,21,false,false,1,1,8.8,HIGH,
769,2026-08-13,15.19,5,Security (CVE),core_server,false,4,1,12,11,23,false,false,1,1,8.8,HIGH,
770,2026-08-13,15.19,6,Security (CVE),core_server,false,4,3,51,5,56,true,false,1,1,4.3,MEDIUM,
771,2026-08-13,15.19,7,Security (CVE),planner,false,4,4,43,8,51,true,false,1,1,8.8,HIGH,
772,2026-08-13,15.19,8,Security (CVE),core_server,false,4,1,2,1,3,false,false,1,1,8.1,HIGH,
773,2026-08-13,15.19,9,Security (CVE),core_server,false,4,5,126,35,161,false,false,1,1,8.8,HIGH,
774,2026-08-13,15.19,10,Security (CVE),core_server,false,4,6,109,13,122,false,false,1,1,8.2,HIGH,
775,2026-08-13,15.19,11,Security (CVE),core_server,false,4,2,40,0,40,false,false,1,1,8.8,HIGH,
776,2026-08-13,15.19,12,Security (CVE),core_server,false,4,7,129,42,171,true,false,1,1,3.8,LOW,
777,2026-08-13,15.19,13,Security (CVE),core_server,false,4,1,2,1,3,false,false,1,1,8.8,HIGH,
778,2026-08-13,15.19,14,Security (CVE),core_server,false,4,22,318,9,327,true,false,1,1,4.3,MEDIUM,
779,2026-08-13,15.19,15,Security (CVE),core_server,false,4,3,64,2,66,false,false,1,1,4.2,MEDIUM,
780,2026-08-13,15.19,16,Security (CVE),core_server,false,4,1,7,2,9,false,false,1,1,4.2,MEDIUM,
781,2026-08-13,15.19,17,Security (CVE),core_server,false,4,2,14,1,15,false,false,1,1,5.3,MEDIUM,
782,2026-08-13,15.19,18,Security (CVE),client_tools,false,4,6,66,5,71,false,false,1,1,3.8,LOW,
783,2026-08-13,15.19,19,Security (CVE),client_tools,false,4,3,20,2,22,false,false,2,2,8.8,HIGH,
784,2026-08-13,15.19,20,Security (CVE),client_tools,false,4,5,140,45,185,true,false,1,1,8.8,HIGH,
785,2026-08-13,15.19,21,Security (CVE),extensions_contrib,false,4,2,14,3,17,false,false,1,1,8.8,HIGH,
786,2026-08-13,15.19,22,Security (CVE),extensions_contrib,false,4,3,24,24,48,false,false,2,2,8.8,HIGH,
787,2026-08-13,15.19,23,Security (CVE),extensions_contrib,false,4,4,37,5,42,false,false,1,1,3.8,LOW,
788,2026-08-13,15.19,24,Security (CVE),core_server,false,4,4,77,43,120,false,false,1,1,8.8,HIGH,
789,2026-08-13,15.19,25,Security (CVE),extensions_contrib,false,4,1,16,28,44,false,false,1,1,8.8,HIGH,52
790,2026-08-13,15.19,26,Security (CVE),extensions_contrib,false,4,1,2,2,4,false,false,1,1,4.3,MEDIUM,
791,2026-08-13,15.19,27,Security (CVE),extensions_contrib,false,4,3,138,261,399,true,false,1,1,8.8,HIGH,
792,2026-08-13,15.19,28,Crash & corruption,replication_recovery,false,2,1,5,2,7,false,false,,,,,7
793,2026-08-13,15.19,29,Crash & corruption,extensions_contrib,false,4,4,163,33,196,false,false,,,,,
794,2026-08-13,15.19,30,Wrong results & planner,core_server,false,4,3,68,8,76,true,false,,,,,
795,2026-08-13,15.19,31,Wrong results & planner,planner,false,4,1,41,33,74,false,false,,,,,
796,2026-08-13,15.19,32,Wrong results & planner,core_server,false,4,6,102,27,129,false,false,,,,,
797,2026-08-13,15.19,33,Wrong results & planner,core_server,false,4,3,361,9,370,true,false,,,,,13
798,2026-08-13,15.19,34,Other functionality,core_server,false,4,3,71,10,81,true,false,,,,,
799,2026-08-13,15.19,35,Other functionality,core_server,false,4,3,19,20,39,true,false,,,,,1
800,2026-08-13,15.19,36,Other functionality,core_server,false,4,7,110,2,112,true,false,,,,,
801,2026-08-13,15.19,37,Other functionality,core_server,false,4,3,150,17,167,true,false,,,,,
802,2026-08-13,15.19,38,Other functionality,core_server,false,4,3,99,1,100,true,false,,,,,
803,2026-08-13,15.19,39,Other functionality,core_server,false,4,1,1,3,4,false,false,,,,,
804,2026-08-13,15.19,40,Other functionality,core_server,false,4,1,1,1,2,false,false,,,,,
805,2026-08-13,15.19,41,Crash & corruption,core_server,false,4,3,23,1,24,true,false,,,,,
806,2026-08-13,15.19,42,Other functionality,core_server,false,4,1,30,57,87,false,false,,,,,
807,2026-08-13,15.19,43,Other functionality,tests,false,4,1,6,0,6,true,false,,,,,
808,2026-08-13,15.19,44,Other functionality,core_server,false,2,3,19,6,25,true,false,,,,,62
809,2026-08-13,15.19,45,Other functionality,core_server,false,4,3,28,0,28,true,false,,,,,6
810,2026-08-13,15.19,46,Crash & corruption,core_server,false,4,1,21,8,29,false,false,,,,,0
811,2026-08-13,15.19,47,Security hardening (no CVE),core_server,false,4,1,17,1,18,false,false,,,,,0
812,2026-08-13,15.19,48,Other functionality,core_server,false,4,1,7,0,7,false,false,,,,,
813,2026-08-13,15.19,49,Crash & corruption,core_server,false,4,3,124,54,178,true,false,,,,,
814,2026-08-13,15.19,50,Other functionality,core_server,false,4,1,35,14,49,false,false,,,,,
815,2026-08-13,15.19,51,Crash & corruption,core_server,false,4,5,379,5,384,true,false,,,,,
816,2026-08-13,15.19,52,Crash & corruption,core_server,false,4,1,14,5,19,false,false,,,,,36
817,2026-08-13,15.19,53,Crash & corruption,core_server,false,4,1,10,3,13,false,false,,,,,
818,2026-08-13,15.19,54,Crash & corruption,core_server,false,4,1,19,11,30,false,false,,,,,
819,2026-08-13,15.19,55,Replication & recovery,replication_recovery,false,4,2,22,7,29,true,false,,,,,
820,2026-08-13,15.19,56,Replication & recovery,replication_recovery,false,4,1,19,4,23,false,false,,,,,
821,2026-08-13,15.19,57,Security hardening (no CVE),replication_recovery,false,4,7,159,73,232,false,false,,,,,
822,2026-08-13,15.19,58,Replication & recovery,extensions_contrib,false,4,4,108,4,112,true,false,,,,,11
823,2026-08-13,15.19,59,Crash & corruption,core_server,false,4,6,66,27,93,true,false,,,,,
824,2026-08-13,15.19,60,Replication & recovery,replication_recovery,false,4,7,247,7,254,true,false,,,,,
825,2026-08-13,15.19,61,Crash & corruption,replication_recovery,false,4,1,27,25,52,false,false,,,,,
826,2026-08-13,15.19,62,Replication & recovery,replication_recovery,false,4,1,1,0,1,false,false,,,,,
827,2026-08-13,15.19,63,Replication & recovery,core_server,false,4,3,12,13,25,false,false,,,,,
828,2026-08-13,15.19,64,Crash & corruption,core_server,false,4,6,25,22,47,false,false,,,,,4
829,2026-08-13,15.19,65,Other functionality,core_server,false,4,1,5,2,7,false,false,,,,,
830,2026-08-13,15.19,66,Crash & corruption,extensions_contrib,false,4,3,15,1,16,false,false,,,,,
831,2026-08-13,15.19,67,Crash & corruption,extensions_contrib,false,4,15,500,4,504,false,false,,,,,
832,2026-08-13,15.19,68,Client tools,client_tools,false,4,2,11,5,16,false,false,,,,,
833,2026-08-13,15.19,69,Client tools,client_tools,false,4,1,1,1,2,false,false,,,,,
834,2026-08-13,15.19,70,Client tools,client_tools,false,4,2,5,13,18,false,false,,,,,
835,2026-08-13,15.19,71,Client tools,client_tools,false,4,3,41,3,44,true,false,,,,,
836,2026-08-13,15.19,72,Client tools,client_tools,false,4,2,5,3,8,false,false,,,,,
837,2026-08-13,15.19,73,Client tools,client_tools,false,4,1,1,1,2,false,false,,,,,
838,2026-08-13,15.19,74,Crash & corruption,client_tools,false,4,1,11,12,23,false,false,,,,,
839,2026-08-13,15.19,75,Other functionality,replication_recovery,false,4,2,2,2,4,false,false,,,,,
840,2026-08-13,15.19,76,Extensions & contrib,extensions_contrib,false,4,1,1,1,2,false,false,,,,,
841,2026-08-13,15.19,77,Wrong results & planner,extensions_contrib,false,4,10,345,86,431,false,false,,,,,13
842,2026-08-13,15.19,78,Crash & corruption,extensions_contrib,false,4,2,34,4,38,false,false,,,,,
843,2026-08-13,15.19,79,Crash & corruption,extensions_contrib,false,4,1,9,0,9,false,false,,,,,
844,2026-08-13,15.19,80,Extensions & contrib,extensions_contrib,false,4,1,3,0,3,false,false,,,,,1
845,2026-08-13,15.19,81,Crash & corruption,extensions_contrib,false,4,5,63,9,72,false,false,,,,,
846,2026-08-13,15.19,82,Crash & corruption,extensions_contrib,false,4,1,3,3,6,false,false,,,,,
847,2026-08-13,15.19,83,Crash & corruption,extensions_contrib,false,4,3,28,3,31,false,false,,,,,1
848,2026-08-13,15.19,84,Security (CVE),extensions_contrib,false,4,1,2,1,3,false,false,1,1,8.8,HIGH,2
849,2026-08-13,15.19,85,Extensions & contrib,extensions_contrib,false,4,3,55,3,58,false,false,,,,,
850,2026-08-13,15.19,86,Crash & corruption,extensions_contrib,false,4,4,31,4,35,false,false,,,,,
851,2026-08-13,15.19,87,Build & platform,build_platform,false,2,5,95,19,114,false,false,,,,,
852,2026-08-13,15.19,88,Build & platform,extensions_contrib,false,4,4,25,24,49,true,false,,,,,
868,2023-11-09,16.1,15,Other functionality,extensions_contrib,false,1,4,90,9,99,false,false,,,,,
874,2023-11-09,16.1,21,Replication & recovery,core_server,false,1,4,44,2,46,true,false,,,,,
875,2023-11-09,16.1,22,Other functionality,core_server,false,1,3,85,0,85,true,false,,,,,22
876,2023-11-09,16.1,23,Extensions & contrib,core_server,false,1,3,40,1,41,true,false,,,,,
883,2023-11-09,16.1,30,Other functionality,planner,false,1,1,17,1,18,false,false,,,,,
888,2023-11-09,16.1,35,Other functionality,extensions_contrib,false,1,3,47,1,48,false,false,,,,,
889,2023-11-09,16.1,36,Other functionality,core_server,false,1,1,1,1,2,false,false,,,,,
900,2023-11-09,16.1,47,Replication & recovery,client_tools,false,1,2,43,30,73,false,false,,,,,
904,2023-11-09,16.1,51,Client tools,client_tools,false,1,2,30,11,41,false,false,,,,,
905,2023-11-09,16.1,52,Client tools,client_tools,false,1,1,24,1,25,false,false,,,,,
917,2024-02-08,16.2,5,Other functionality,planner,false,1,1,1,1,2,false,false,,,,,
918,2024-02-08,16.2,6,Other functionality,planner,false,1,3,51,6,57,true,false,,,,,3
923,2024-02-08,16.2,11,Crash & corruption,core_server,false,1,1,2,2,4,false,false,,,,,11
924,2024-02-08,16.2,12,Replication & recovery,core_server,false,1,3,39,3,42,true,false,,,,,5
929,2024-02-08,16.2,17,Other functionality,core_server,false,1,3,9,13,22,true,false,,,,,3
936,2024-02-08,16.2,24,Other functionality,core_server,false,1,1,11,0,11,false,false,,,,,
944,2024-02-08,16.2,32,Other functionality,core_server,false,1,9,54,55,109,true,false,,,,,
950,2024-02-08,16.2,38,Replication & recovery,replication_recovery,false,1,1,47,8,55,false,false,,,,,
955,2024-02-08,16.2,43,Replication & recovery,tests,false,1,1,81,70,151,true,false,,,,,
960,2024-02-08,16.2,48,Crash & corruption,replication_recovery,false,1,1,5,0,5,false,false,,,,,
967,2024-02-08,16.2,55,Client tools,client_tools,false,1,2,9,17,26,false,false,,,,,
970,2024-02-08,16.2,58,Client tools,client_tools,false,1,1,1,1,2,false,false,,,,,
993,2024-05-09,16.3,12,Other functionality,core_server,false,1,1,0,4,4,false,false,,,,,
997,2024-05-09,16.3,16,Other functionality,planner,false,1,1,15,4,19,false,false,,,,,
1003,2024-05-09,16.3,22,Performance,core_server,false,1,2,124,25,149,false,false,,,,,
1016,2024-05-09,16.3,35,Crash & corruption,replication_recovery,false,1,1,33,6,39,false,false,,,,,
1021,2024-05-09,16.3,40,Crash & corruption,build_platform,false,1,5,61,0,61,false,false,,,,,
1026,2024-05-09,16.3,45,Client tools,client_tools,false,1,2,21,2,23,false,false,,,,,
1039,2024-08-08,16.4,1,Wrong results & planner,core_server,false,1,4,100,20,120,true,false,,,,,10
1047,2024-08-08,16.4,9,Other functionality,core_server,false,1,3,195,0,195,true,false,,,,,5
1054,2024-08-08,16.4,16,Other functionality,core_server,false,1,3,18,10,28,false,false,,,,,
1065,2024-08-08,16.4,27,Other functionality,client_tools,false,1,5,14,6,20,true,false,,,,,
1079,2024-08-08,16.4,41,Other functionality,client_tools,false,1,5,23,3,26,true,false,,,,,
1086,2024-08-08,16.4,48,Extensions & contrib,extensions_contrib,false,1,3,68,0,68,false,false,,,,,
1101,2024-11-14,16.5,9,Performance,planner,false,1,4,107,15,122,true,false,,,,,
1104,2024-11-14,16.5,12,Crash & corruption,core_server,false,2,5,92,11,103,true,false,,,,,5
1105,2024-11-14,16.5,13,Build & platform,core_server,false,1,5,32,3,35,true,false,,,,,10
1107,2024-11-14,16.5,15,Build & platform,client_tools,false,2,2,93,17,110,false,false,,,,,
1116,2024-11-14,16.5,24,Other functionality,core_server,false,1,5,84,23,107,true,false,,,,,
1118,2024-11-14,16.5,26,Other functionality,core_server,false,1,3,217,100,317,true,false,,,,,3
1122,2024-11-14,16.5,30,Wrong results & planner,core_server,false,1,1,1,1,2,false,false,,,,,
1126,2024-11-14,16.5,34,Replication & recovery,core_server,false,1,4,66,1,67,true,false,,,,,
1136,2024-11-14,16.5,44,Crash & corruption,client_tools,false,1,5,59,27,86,true,false,,,,,
1137,2024-11-14,16.5,45,Client tools,client_tools,false,2,2,16,5,21,false,false,,,,,
1168,2025-02-13,16.7,15,Wrong results & planner,planner,false,2,4,233,5,238,true,false,,,,,
1169,2025-02-13,16.7,16,Crash & corruption,core_server,false,2,3,63,5,68,true,false,,,,,
1173,2025-02-13,16.7,20,Other functionality,core_server,false,2,1,21,14,35,false,false,,,,,
1178,2025-02-13,16.7,25,Crash & corruption,core_server,false,2,1,4,0,4,false,false,,,,,
1198,2025-02-13,16.7,45,Crash & corruption,client_tools,false,2,1,2,1,3,false,false,,,,,
1200,2025-02-13,16.7,47,Extensions & contrib,extensions_contrib,false,2,5,81,6,87,false,false,,,,,
1202,2025-02-13,16.7,49,Build & platform,build_platform,false,2,1,28,5,33,false,false,,,,,
1203,2025-02-13,16.7,50,Build & platform,build_platform,false,2,1,1,0,1,false,false,,,,,
1204,2025-02-13,16.7,51,Build & platform,build_platform,false,2,1,4,1,5,false,false,,,,,
1205,2025-02-13,16.7,52,Build & platform,client_tools,false,2,1,2,4,6,false,false,,,,,
1206,2025-02-13,16.7,53,Extensions & contrib,extensions_contrib,false,2,1,1,1,2,false,false,,,,,
1208,2025-02-20,16.8,1,Build & platform,build_platform,true,2,1,2,1,3,false,false,,,,,
1216,2025-05-08,16.9,7,Other functionality,core_server,false,2,3,36,4,40,true,false,,,,,
1223,2025-05-08,16.9,14,Wrong results & planner,tests,false,2,1,6,0,6,true,false,,,,,
1224,2025-05-08,16.9,15,Other functionality,planner,false,2,4,115,16,131,true,false,,,,,
1230,2025-05-08,16.9,21,Replication & recovery,replication_recovery,false,2,3,66,2,68,true,false,,,,,
1232,2025-05-08,16.9,23,Crash & corruption,core_server,false,2,1,1,1,2,false,false,,,,,
1233,2025-05-08,16.9,24,Crash & corruption,core_server,false,2,3,9,1,10,true,false,,,,,1
1235,2025-05-08,16.9,26,Crash & corruption,core_server,false,2,10,36,13,49,false,false,,,,,13
1237,2025-05-08,16.9,28,Replication & recovery,replication_recovery,false,2,3,34,2,36,true,false,,,,,
1238,2025-05-08,16.9,29,Replication & recovery,replication_recovery,false,2,2,61,6,67,true,false,,,,,
1241,2025-05-08,16.9,32,Replication & recovery,core_server,false,2,4,87,29,116,true,false,,,,,
1243,2025-05-08,16.9,34,Replication & recovery,core_server,false,2,3,133,14,147,true,false,,,,,
1279,2025-08-14,16.10,23,Replication & recovery,replication_recovery,false,2,2,42,13,55,false,false,,,,,
1280,2025-08-14,16.10,24,Crash & corruption,replication_recovery,false,2,1,1,1,2,false,false,,,,,
1282,2025-08-14,16.10,26,Replication & recovery,replication_recovery,false,2,1,9,1,10,false,false,,,,,
1284,2025-08-14,16.10,28,Crash & corruption,core_server,false,2,1,13,8,21,false,false,,,,,0
1311,2025-08-14,16.10,55,Build & platform,build_platform,false,2,1,1,1,2,false,false,,,,,
1317,2025-11-13,16.11,2,Wrong results & planner,planner,false,2,3,47,0,47,true,false,,,,,6
1345,2025-11-13,16.11,30,Replication & recovery,replication_recovery,false,3,3,16,10,26,false,false,,,,,
1349,2025-11-13,16.11,34,Replication & recovery,replication_recovery,false,3,1,24,46,70,false,false,,,,,
1353,2025-11-13,16.11,38,Crash & corruption,core_server,false,3,1,13,4,17,false,false,,,,,
1372,2025-11-13,16.11,57,Build & platform,build_platform,false,2,1,10,1,11,false,false,,,,,
1381,2026-02-12,16.12,7,Wrong results & planner,planner,false,3,1,4,7,11,false,false,,,,,
1401,2026-02-12,16.12,27,Replication & recovery,replication_recovery,false,3,2,62,13,75,true,false,,,,,
1407,2026-02-12,16.12,33,Other functionality,core_server,false,3,7,87,5,92,false,false,,,,,
1408,2026-02-12,16.12,34,Build & platform,tests,false,3,1,2,2,4,true,false,,,,,
1409,2026-02-12,16.12,35,Build & platform,build_platform,false,3,1,1,1,2,false,false,,,,,
1420,2026-02-26,16.13,2,Other functionality,planner,true,3,3,83,4,87,true,false,,,,,3
1426,2026-05-14,16.14,2,Security (CVE),core_server,false,3,2,43,30,73,true,false,1,1,3.7,LOW,
1437,2026-05-14,16.14,13,Wrong results & planner,planner,false,3,1,2,0,2,false,false,,,,,1
1450,2026-05-14,16.14,26,Wrong results & planner,core_server,false,3,1,21,12,33,false,false,,,,,
1451,2026-05-14,16.14,27,Other functionality,core_server,false,3,1,1,1,2,false,false,,,,,
1453,2026-05-14,16.14,29,Other functionality,replication_recovery,false,3,1,9,0,9,false,false,,,,,
1460,2026-05-14,16.14,36,Crash & corruption,core_server,false,3,1,5,0,5,false,false,,,,,
1467,2026-05-14,16.14,43,Client tools,client_tools,false,3,1,30,19,49,false,false,,,,,
1505,2026-08-13,16.15,32,Wrong results & planner,planner,false,3,1,12,7,19,false,false,,,,,2
1510,2026-08-13,16.15,37,Other functionality,core_server,false,3,4,42,0,42,true,false,,,,,
1511,2026-08-13,16.15,38,Other functionality,core_server,false,3,3,174,0,174,true,false,,,,,
1517,2026-08-13,16.15,44,Replication & recovery,core_server,false,3,5,97,9,106,true,false,,,,,
1522,2026-08-13,16.15,49,Crash & corruption,core_server,false,3,4,72,0,72,true,false,,,,,20
1526,2026-08-13,16.15,53,Security hardening (no CVE),core_server,false,3,3,34,4,38,true,false,,,,,
1529,2026-08-13,16.15,56,Other functionality,core_server,false,3,1,1,1,2,false,false,,,,,
1535,2026-08-13,16.15,62,Replication & recovery,replication_recovery,false,3,1,12,0,12,false,false,,,,,
1575,2024-11-14,17.1,5,Crash & corruption,core_server,false,1,1,2,2,4,false,false,,,,,
1577,2024-11-14,17.1,7,Wrong results & planner,planner,false,1,4,62,3,65,true,false,,,,,
1578,2024-11-14,17.1,8,Crash & corruption,core_server,false,1,2,7,1,8,false,false,,,,,
1579,2024-11-14,17.1,9,Wrong results & planner,planner,false,1,3,89,0,89,true,false,,,,,7
1581,2024-11-14,17.1,11,Wrong results & planner,core_server,false,1,3,21,8,29,false,false,,,,,
1583,2024-11-14,17.1,13,Other functionality,core_server,false,1,3,26,4,30,true,false,,,,,
1586,2024-11-14,17.1,16,Crash & corruption,core_server,false,1,1,19,9,28,false,false,,,,,
1587,2024-11-14,17.1,17,Other functionality,extensions_contrib,false,1,7,105,51,156,true,false,,,,,8
1588,2024-11-14,17.1,18,Other functionality,core_server,false,1,3,28,2,30,true,false,,,,,2
1602,2024-11-14,17.1,32,Client tools,client_tools,false,1,1,1,1,2,false,false,,,,,
1604,2024-11-14,17.1,34,Replication & recovery,replication_recovery,false,1,3,24,14,38,false,false,,,,,0
1605,2024-11-14,17.1,35,Other functionality,client_tools,false,1,3,75,0,75,false,false,,,,,
1606,2024-11-14,17.1,36,Other functionality,client_tools,false,1,1,9,4,13,false,false,,,,,
1619,2025-02-13,17.3,1,Other functionality,core_server,false,1,1,9,0,9,false,false,,,,,26
1621,2025-02-13,17.3,3,Other functionality,core_server,false,1,2,3,2,5,false,false,,,,,6
1622,2025-02-13,17.3,4,Other functionality,core_server,false,1,1,6,2,8,false,false,,,,,
1632,2025-02-13,17.3,14,Other functionality,tests,false,1,2,25,0,25,true,false,,,,,
1634,2025-02-13,17.3,16,Other functionality,core_server,false,1,3,22,5,27,true,false,,,,,
1637,2025-02-13,17.3,19,Other functionality,planner,false,1,1,22,2,24,false,false,,,,,7
1642,2025-02-13,17.3,24,Replication & recovery,core_server,false,1,4,44,24,68,false,false,,,,,
1645,2025-02-13,17.3,27,Wrong results & planner,core_server,false,1,2,6,9,15,false,false,,,,,
1652,2025-02-13,17.3,34,Crash & corruption,replication_recovery,false,1,1,17,27,44,false,false,,,,,
1655,2025-02-13,17.3,37,Crash & corruption,core_server,false,1,2,9,15,24,false,false,,,,,
1661,2025-02-13,17.3,43,Other functionality,core_server,false,1,1,10,36,46,false,false,,,,,
1664,2025-02-13,17.3,46,Crash & corruption,core_server,false,1,1,11,8,19,false,false,,,,,
1665,2025-02-13,17.3,47,Crash & corruption,core_server,false,1,1,10,0,10,false,false,,,,,
1671,2025-02-13,17.3,53,Client tools,client_tools,false,1,1,1,1,2,false,false,,,,,
1680,2025-02-13,17.3,62,Crash & corruption,extensions_contrib,false,1,3,40,0,40,false,false,,,,,
1681,2025-02-13,17.3,63,Crash & corruption,extensions_contrib,false,1,3,84,24,108,false,false,,,,,
1689,2025-02-20,17.4,1,Crash & corruption,replication_recovery,true,1,1,13,12,25,false,false,,,,,
