item_ord,wave_dt,version,item_index,category,dominant_subsystem,is_out_of_band,branch_item_cnt,file_cnt,lines_added_sum,lines_deleted_sum,churn_sum,has_test_changes,is_docs_only,cve_cnt,scored_cve_cnt,max_cvss_base_score,severity_band,days_to_fix_min
1,2022-11-10,15.1,0,Crash & corruption,core_server,false,1,1,12,6,18,false,false,,,,,1
2,2022-11-10,15.1,1,Crash & corruption,core_server,false,1,3,98,28,126,true,false,,,,,0
3,2022-11-10,15.1,2,Other functionality,core_server,false,1,1,12,0,12,false,false,,,,,0
4,2022-11-10,15.1,3,Other functionality,core_server,false,1,4,208,1,209,true,false,,,,,0
5,2022-11-10,15.1,4,Extensions & contrib,extensions_contrib,false,1,3,29,0,29,false,false,,,,,
6,2022-11-10,15.1,5,Other functionality,core_server,false,1,2,40,10,50,true,false,,,,,
7,2022-11-10,15.1,6,Wrong results & planner,core_server,false,1,3,18,4,22,true,false,,,,,
8,2022-11-10,15.1,7,Replication & recovery,core_server,false,1,1,8,5,13,false,false,,,,,
9,2022-11-10,15.1,8,Crash & corruption,extensions_contrib,false,1,4,78,0,78,false,false,,,,,
10,2022-11-10,15.1,9,Replication & recovery,replication_recovery,false,1,1,2,0,2,false,false,,,,,13
11,2022-11-10,15.1,10,Crash & corruption,replication_recovery,false,1,1,17,3,20,false,false,,,,,
12,2022-11-10,15.1,11,Crash & corruption,core_server,false,1,1,15,5,20,false,false,,,,,
13,2022-11-10,15.1,12,Replication & recovery,core_server,false,1,4,33,21,54,true,false,,,,,
14,2022-11-10,15.1,13,Crash & corruption,planner,false,1,1,18,0,18,false,false,,,,,0
15,2022-11-10,15.1,14,Crash & corruption,core_server,false,1,1,44,12,56,false,false,,,,,
16,2022-11-10,15.1,15,Client tools,client_tools,false,1,3,70,7,77,true,false,,,,,
17,2022-11-10,15.1,16,Client tools,client_tools,false,1,1,1,1,2,false,false,,,,,
18,2022-11-10,15.1,17,Replication & recovery,core_server,false,1,2,34,20,54,false,false,,,,,
19,2022-11-10,15.1,18,Client tools,client_tools,false,1,2,13,6,19,false,false,,,,,0
20,2022-11-10,15.1,19,Client tools,core_server,false,1,4,37,3,40,false,false,,,,,0
21,2022-11-10,15.1,20,Crash & corruption,extensions_contrib,false,1,1,14,2,16,false,false,,,,,6
22,2022-11-10,15.1,21,Build & platform,build_platform,false,1,4,113,0,113,false,false,,,,,
23,2022-11-10,15.1,22,Build & platform,core_server,false,1,1,44,23,67,false,false,,,,,
24,2022-11-10,15.1,23,Build & platform,core_server,false,1,2,5,5,10,false,false,,,,,
25,2022-11-10,15.1,24,Build & platform,core_server,false,1,1,7,7,14,false,false,,,,,
26,2023-02-09,15.2,0,Security (CVE),client_tools,false,1,1,2,0,2,false,false,1,1,3.7,LOW,
27,2023-02-09,15.2,1,Other functionality,core_server,false,1,4,50,17,67,true,false,,,,,
28,2023-02-09,15.2,2,Other functionality,core_server,false,1,3,37,2,39,true,false,,,,,5
29,2023-02-09,15.2,3,Other functionality,core_server,false,1,3,5,5,10,true,false,,,,,
30,2023-02-09,15.2,4,Other functionality,core_server,false,1,1,2,1,3,false,false,,,,,
31,2023-02-09,15.2,5,Other functionality,core_server,false,1,1,1,1,2,false,false,,,,,
32,2023-02-09,15.2,6,Other functionality,core_server,false,1,3,129,73,202,true,false,,,,,0
33,2023-02-09,15.2,7,Other functionality,core_server,false,1,5,22,29,51,false,false,,,,,
34,2023-02-09,15.2,8,Client tools,core_server,false,1,4,81,45,126,true,false,,,,,1
35,2023-02-09,15.2,9,Other functionality,core_server,false,1,3,104,55,159,true,false,,,,,
36,2023-02-09,15.2,10,Other functionality,core_server,false,1,3,46,2,48,true,false,,,,,
37,2023-02-09,15.2,11,Other functionality,core_server,false,1,5,90,18,108,true,false,,,,,
38,2023-02-09,15.2,12,Crash & corruption,core_server,false,1,1,3,2,5,false,false,,,,,127
39,2023-02-09,15.2,13,Replication & recovery,core_server,false,1,1,1,1,2,false,false,,,,,
40,2023-02-09,15.2,14,Replication & recovery,replication_recovery,false,1,1,7,2,9,false,false,,,,,
41,2023-02-09,15.2,15,Replication & recovery,replication_recovery,false,1,2,21,15,36,false,false,,,,,
42,2023-02-09,15.2,16,Replication & recovery,core_server,false,1,2,22,29,51,false,false,,,,,
43,2023-02-09,15.2,17,Other functionality,core_server,false,1,5,45,16,61,false,false,,,,,137
44,2023-02-09,15.2,18,Crash & corruption,core_server,false,1,1,7,0,7,false,false,,,,,
45,2023-02-09,15.2,19,Wrong results & planner,planner,false,1,2,12,0,12,false,false,,,,,1
46,2023-02-09,15.2,20,Other functionality,core_server,false,1,2,32,0,32,false,false,,,,,
47,2023-02-09,15.2,21,Other functionality,planner,false,1,1,12,0,12,false,false,,,,,
48,2023-02-09,15.2,22,Wrong results & planner,planner,false,1,5,63,3,66,true,false,,,,,
49,2023-02-09,15.2,23,Other functionality,planner,false,1,1,14,2,16,false,false,,,,,
50,2023-02-09,15.2,24,Wrong results & planner,core_server,false,1,1,40,5,45,false,false,,,,,
51,2023-02-09,15.2,25,Crash & corruption,core_server,false,1,1,7,0,7,false,false,,,,,
52,2023-02-09,15.2,26,Other functionality,core_server,false,1,3,20,17,37,true,false,,,,,
53,2023-02-09,15.2,27,Crash & corruption,core_server,false,1,1,1,1,2,false,false,,,,,0
54,2023-02-09,15.2,28,Other functionality,core_server,false,1,4,60,21,81,false,false,,,,,
55,2023-02-09,15.2,29,Crash & corruption,core_server,false,1,2,4,0,4,false,false,,,,,
56,2023-02-09,15.2,30,Crash & corruption,replication_recovery,false,1,2,7,10,17,true,false,,,,,
57,2023-02-09,15.2,31,Crash & corruption,replication_recovery,false,1,3,32,13,45,true,false,,,,,
58,2023-02-09,15.2,32,Replication & recovery,core_server,false,1,3,110,30,140,false,false,,,,,
59,2023-02-09,15.2,33,Replication & recovery,replication_recovery,false,1,2,10,0,10,false,false,,,,,
60,2023-02-09,15.2,34,Crash & corruption,replication_recovery,false,1,1,4,0,4,false,false,,,,,
61,2023-02-09,15.2,35,Replication & recovery,replication_recovery,false,1,1,7,0,7,false,false,,,,,
62,2023-02-09,15.2,36,Replication & recovery,replication_recovery,false,1,1,2,0,2,false,false,,,,,
63,2023-02-09,15.2,37,Replication & recovery,replication_recovery,false,1,4,42,6,48,true,false,,,,,
64,2023-02-09,15.2,38,Crash & corruption,core_server,false,1,2,9,6,15,false,false,,,,,
65,2023-02-09,15.2,39,Replication & recovery,core_server,false,1,1,4,2,6,false,false,,,,,
66,2023-02-09,15.2,40,Other functionality,core_server,false,1,1,46,27,73,false,false,,,,,
67,2023-02-09,15.2,41,Other functionality,core_server,false,1,1,3,2,5,false,false,,,,,
68,2023-02-09,15.2,42,Build & platform,core_server,false,1,1,14,10,24,false,false,,,,,
69,2023-02-09,15.2,43,Crash & corruption,core_server,false,1,1,5,1,6,false,false,,,,,
70,2023-02-09,15.2,44,Crash & corruption,planner,false,1,3,39,15,54,true,false,,,,,1
71,2023-02-09,15.2,45,Other functionality,core_server,false,1,1,3,3,6,false,false,,,,,
72,2023-02-09,15.2,46,Crash & corruption,core_server,false,1,1,1,0,1,false,false,,,,,
73,2023-02-09,15.2,47,Client tools,client_tools,false,1,1,7,2,9,false,false,,,,,2
74,2023-02-09,15.2,48,Client tools,client_tools,false,1,4,94,26,120,true,false,,,,,
75,2023-02-09,15.2,49,Other functionality,client_tools,false,1,1,3,2,5,false,false,,,,,
76,2023-02-09,15.2,50,Extensions & contrib,extensions_contrib,false,1,4,32,2,34,false,false,,,,,
77,2023-02-09,15.2,51,Crash & corruption,extensions_contrib,false,1,4,33,7,40,false,false,,,,,1
78,2023-02-09,15.2,52,Extensions & contrib,core_server,false,1,1,10,0,10,false,false,,,,,1
79,2023-02-09,15.2,53,Extensions & contrib,extensions_contrib,false,1,1,2,0,2,false,false,,,,,
80,2023-02-09,15.2,54,Extensions & contrib,build_platform,false,1,1,3,0,3,false,false,,,,,
81,2023-02-09,15.2,55,Build & platform,core_server,false,1,2,37,0,37,false,false,,,,,
82,2023-02-09,15.2,56,Replication & recovery,core_server,false,1,2,4,0,4,false,false,,,,,
83,2023-05-11,15.3,0,Security (CVE),extensions_contrib,false,1,1,0,1,1,false,false,1,1,7.2,HIGH,
84,2023-05-11,15.3,1,Security (CVE),planner,false,1,3,54,0,54,true,false,1,1,4.2,MEDIUM,
85,2023-05-11,15.3,2,Crash & corruption,core_server,false,1,3,47,1,48,true,false,,,,,
86,2023-05-11,15.3,3,Crash & corruption,core_server,false,1,1,4,3,7,false,false,,,,,
87,2023-05-11,15.3,4,Crash & corruption,core_server,false,1,6,192,22,214,true,false,,,,,1
88,2023-05-11,15.3,5,Wrong results & planner,planner,false,1,3,45,3,48,true,false,,,,,
89,2023-05-11,15.3,6,Other functionality,core_server,false,1,3,34,4,38,true,false,,,,,15
90,2023-05-11,15.3,7,Crash & corruption,core_server,false,1,8,636,174,810,true,false,,,,,1
91,2023-05-11,15.3,8,Build & platform,core_server,false,1,3,262,0,262,true,false,,,,,
92,2023-05-11,15.3,9,Other functionality,core_server,false,1,6,76,12,88,true,false,,,,,3
93,2023-05-11,15.3,10,Other functionality,core_server,false,1,3,67,10,77,true,false,,,,,0
94,2023-05-11,15.3,11,Other functionality,core_server,false,1,3,23,10,33,true,false,,,,,2
95,2023-05-11,15.3,12,Other functionality,core_server,false,1,4,77,3,80,true,false,,,,,
96,2023-05-11,15.3,13,Crash & corruption,core_server,false,1,1,12,4,16,false,false,,,,,0
97,2023-05-11,15.3,14,Security hardening (no CVE),core_server,false,1,3,16,2,18,true,false,,,,,0
98,2023-05-11,15.3,15,Security hardening (no CVE),core_server,false,1,3,14,5,19,true,false,,,,,0
99,2023-05-11,15.3,16,Build & platform,core_server,false,1,8,16,42,58,false,false,,,,,
100,2023-05-11,15.3,17,Crash & corruption,core_server,false,1,3,9,1,10,true,false,,,,,0
101,2023-05-11,15.3,18,Extensions & contrib,core_server,false,1,3,37,38,75,true,false,,,,,5
102,2023-05-11,15.3,19,Crash & corruption,core_server,false,1,4,78,59,137,true,false,,,,,
103,2023-05-11,15.3,20,Crash & corruption,core_server,false,1,1,73,12,85,false,false,,,,,
104,2023-05-11,15.3,21,Crash & corruption,core_server,false,1,3,10,2,12,true,false,,,,,0
105,2023-05-11,15.3,22,Crash & corruption,core_server,false,1,1,3,0,3,false,false,,,,,0
106,2023-05-11,15.3,23,Wrong results & planner,planner,false,1,4,22,10,32,false,false,,,,,
107,2023-05-11,15.3,24,Other functionality,planner,false,1,1,3,25,28,false,false,,,,,
108,2023-05-11,15.3,25,Crash & corruption,planner,false,1,3,161,84,245,true,false,,,,,8
109,2023-05-11,15.3,26,Other functionality,core_server,false,1,1,10,1,11,false,false,,,,,7
110,2023-05-11,15.3,27,Crash & corruption,core_server,false,1,2,11,8,19,false,false,,,,,5
111,2023-05-11,15.3,28,Crash & corruption,core_server,false,1,3,21,2,23,true,false,,,,,1
112,2023-05-11,15.3,29,Wrong results & planner,core_server,false,1,3,288,31,319,true,false,,,,,
113,2023-05-11,15.3,30,Crash & corruption,core_server,false,1,3,74,33,107,false,false,,,,,
114,2023-05-11,15.3,31,Other functionality,core_server,false,1,8,280,207,487,true,false,,,,,0
115,2023-05-11,15.3,32,Crash & corruption,core_server,false,1,1,8,1,9,false,false,,,,,5
116,2023-05-11,15.3,33,Other functionality,extensions_contrib,false,1,3,48,2,50,false,false,,,,,
117,2023-05-11,15.3,34,Other functionality,core_server,false,1,1,13,5,18,false,false,,,,,
118,2023-05-11,15.3,35,Other functionality,core_server,false,1,1,1,1,2,false,false,,,,,
119,2023-05-11,15.3,36,Crash & corruption,core_server,false,1,4,77,13,90,true,false,,,,,8
120,2023-05-11,15.3,37,Crash & corruption,core_server,false,1,5,332,134,466,true,false,,,,,7
121,2023-05-11,15.3,38,Crash & corruption,core_server,false,1,4,65,7,72,true,false,,,,,2
122,2023-05-11,15.3,39,Crash & corruption,core_server,false,1,3,60,4,64,true,false,,,,,2
123,2023-05-11,15.3,40,Build & platform,core_server,false,1,3,130,84,214,true,false,,,,,
124,2023-05-11,15.3,41,Crash & corruption,core_server,false,1,1,31,18,49,false,false,,,,,418
125,2023-05-11,15.3,42,Replication & recovery,replication_recovery,false,1,1,22,4,26,false,false,,,,,
126,2023-05-11,15.3,43,Other functionality,core_server,false,1,1,3,2,5,false,false,,,,,38
127,2023-05-11,15.3,44,Other functionality,core_server,false,1,1,7,0,7,false,false,,,,,
128,2023-05-11,15.3,45,Crash & corruption,core_server,false,1,3,15,2,17,true,false,,,,,42
129,2023-05-11,15.3,46,Crash & corruption,core_server,false,1,1,13,4,17,false,false,,,,,1
130,2023-05-11,15.3,47,Replication & recovery,core_server,false,1,2,16,5,21,true,false,,,,,
131,2023-05-11,15.3,48,Other functionality,core_server,false,1,1,1,1,2,false,false,,,,,
132,2023-05-11,15.3,49,Other functionality,replication_recovery,false,1,1,2,0,2,false,false,,,,,
133,2023-05-11,15.3,50,Replication & recovery,replication_recovery,false,1,1,1,1,2,false,false,,,,,8
134,2023-05-11,15.3,51,Replication & recovery,core_server,false,1,3,51,6,57,false,false,,,,,
135,2023-05-11,15.3,52,Client tools,build_platform,false,1,15,148,11,159,true,false,,,,,21
136,2023-05-11,15.3,53,Crash & corruption,core_server,false,1,1,0,5,5,false,false,,,,,
137,2023-05-11,15.3,54,Other functionality,core_server,false,1,1,3,3,6,false,false,,,,,
138,2023-05-11,15.3,55,Other functionality,core_server,false,1,3,14,0,14,false,false,,,,,
139,2023-05-11,15.3,56,Wrong results & planner,core_server,false,1,1,33,20,53,false,false,,,,,
140,2023-05-11,15.3,57,Crash & corruption,core_server,false,1,3,31,3,34,true,false,,,,,
141,2023-05-11,15.3,58,Crash & corruption,replication_recovery,false,1,2,22,2,24,false,false,,,,,
142,2023-05-11,15.3,59,Crash & corruption,core_server,false,1,1,10,3,13,false,false,,,,,
143,2023-05-11,15.3,60,Crash & corruption,replication_recovery,false,1,1,4,0,4,false,false,,,,,
144,2023-05-11,15.3,61,Crash & corruption,extensions_contrib,false,1,2,65,30,95,false,false,,,,,
145,2023-05-11,15.3,62,Crash & corruption,extensions_contrib,false,1,3,119,23,142,false,false,,,,,0
146,2023-05-11,15.3,63,Crash & corruption,extensions_contrib,false,1,3,212,121,333,false,false,,,,,0
147,2023-05-11,15.3,64,Crash & corruption,extensions_contrib,false,1,1,36,18,54,false,false,,,,,
148,2023-05-11,15.3,65,Client tools,client_tools,false,1,1,14,9,23,false,false,,,,,
149,2023-05-11,15.3,66,Crash & corruption,client_tools,false,1,5,310,127,437,false,false,,,,,
150,2023-05-11,15.3,67,Crash & corruption,client_tools,false,1,8,288,52,340,false,false,,,,,
151,2023-05-11,15.3,68,Client tools,core_server,false,1,8,166,22,188,false,false,,,,,
152,2023-05-11,15.3,69,Client tools,client_tools,false,1,2,127,51,178,false,false,,,,,
153,2023-05-11,15.3,70,Extensions & contrib,extensions_contrib,false,1,1,1,2,3,false,false,,,,,
154,2023-05-11,15.3,71,Crash & corruption,extensions_contrib,false,1,2,48,13,61,false,false,,,,,
155,2023-05-11,15.3,72,Extensions & contrib,extensions_contrib,false,1,1,5,0,5,false,false,,,,,
156,2023-05-11,15.3,73,Crash & corruption,extensions_contrib,false,1,3,29,1,30,false,false,,,,,2
157,2023-05-11,15.3,74,Crash & corruption,extensions_contrib,false,1,4,27,4,31,false,false,,,,,38
158,2023-05-11,15.3,75,Extensions & contrib,extensions_contrib,false,1,5,62,56,118,false,false,,,,,1
159,2023-05-11,15.3,76,Crash & corruption,extensions_contrib,false,1,3,25,10,35,false,false,,,,,0
160,2023-05-11,15.3,77,Extensions & contrib,extensions_contrib,false,1,1,18,4,22,false,false,,,,,8
161,2023-05-11,15.3,78,Extensions & contrib,extensions_contrib,false,1,1,53,5,58,false,false,,,,,
162,2023-05-11,15.3,79,Build & platform,build_platform,false,1,3,3,3,6,false,false,,,,,5
163,2023-05-11,15.3,80,Build & platform,docs,false,1,4,70,36,106,false,true,,,,,
164,2023-05-11,15.3,81,Build & platform,other,false,1,1,1,1,2,false,false,,,,,
165,2023-08-10,15.4,0,Security (CVE),core_server,false,1,7,79,15,94,true,false,1,1,7.5,HIGH,
166,2023-08-10,15.4,1,Security (CVE),core_server,false,1,4,152,50,202,true,false,1,1,3.1,LOW,
167,2023-08-10,15.4,2,Other functionality,core_server,false,1,5,134,8,142,true,false,,,,,
168,2023-08-10,15.4,3,Crash & corruption,client_tools,false,1,20,421,28,449,true,false,,,,,
169,2023-08-10,15.4,4,Crash & corruption,core_server,false,1,3,85,7,92,true,false,,,,,5
170,2023-08-10,15.4,5,Other functionality,core_server,false,1,3,58,2,60,true,false,,,,,
171,2023-08-10,15.4,6,Other functionality,core_server,false,1,3,117,4,121,true,false,,,,,
172,2023-08-10,15.4,7,Other functionality,core_server,false,1,3,79,7,86,true,false,,,,,
173,2023-08-10,15.4,8,Other functionality,core_server,false,1,3,76,0,76,true,false,,,,,3
174,2023-08-10,15.4,9,Wrong results & planner,planner,false,1,4,36,8,44,true,false,,,,,5
175,2023-08-10,15.4,10,Wrong results & planner,planner,false,1,1,17,0,17,false,false,,,,,
176,2023-08-10,15.4,11,Wrong results & planner,planner,false,1,5,78,2,80,false,false,,,,,
177,2023-08-10,15.4,12,Other functionality,core_server,false,1,3,52,1,53,true,false,,,,,0
178,2023-08-10,15.4,13,Crash & corruption,core_server,false,1,2,10,3,13,false,false,,,,,36
179,2023-08-10,15.4,14,Other functionality,core_server,false,1,7,240,41,281,true,false,,,,,
180,2023-08-10,15.4,15,Other functionality,planner,false,1,3,60,1,61,true,false,,,,,0
181,2023-08-10,15.4,16,Crash & corruption,core_server,false,1,3,31,12,43,true,false,,,,,5
182,2023-08-10,15.4,17,Crash & corruption,core_server,false,1,1,32,1,33,false,false,,,,,
183,2023-08-10,15.4,18,Crash & corruption,core_server,false,1,1,0,7,7,false,false,,,,,
184,2023-08-10,15.4,19,Other functionality,core_server,false,1,3,31,4,35,true,false,,,,,
185,2023-08-10,15.4,20,Crash & corruption,core_server,false,1,1,15,0,15,false,false,,,,,0
186,2023-08-10,15.4,21,Other functionality,core_server,false,1,1,26,48,74,false,false,,,,,
187,2023-08-10,15.4,22,Other functionality,core_server,false,1,1,1,0,1,false,false,,,,,
188,2023-08-10,15.4,23,Build & platform,core_server,false,1,1,2,0,2,false,false,,,,,
189,2023-08-10,15.4,24,Crash & corruption,core_server,false,1,1,3,1,4,false,false,,,,,
190,2023-08-10,15.4,25,Replication & recovery,core_server,false,1,2,26,6,32,true,false,,,,,
191,2023-08-10,15.4,26,Other functionality,core_server,false,1,1,43,22,65,false,false,,,,,
192,2023-08-10,15.4,27,Crash & corruption,core_server,false,1,1,16,7,23,false,false,,,,,
193,2023-08-10,15.4,28,Crash & corruption,core_server,false,1,1,4,0,4,false,false,,,,,
194,2023-08-10,15.4,29,Crash & corruption,replication_recovery,false,1,1,5,5,10,false,false,,,,,
195,2023-08-10,15.4,30,Crash & corruption,core_server,false,1,1,3,0,3,false,false,,,,,
196,2023-08-10,15.4,31,Crash & corruption,core_server,false,1,1,2,0,2,false,false,,,,,
197,2023-08-10,15.4,32,Replication & recovery,replication_recovery,false,1,1,4,8,12,false,false,,,,,
198,2023-08-10,15.4,33,Crash & corruption,core_server,false,1,1,2,1,3,false,false,,,,,7
199,2023-08-10,15.4,34,Crash & corruption,core_server,false,1,3,22,1,23,true,false,,,,,2
200,2023-08-10,15.4,35,Crash & corruption,core_server,false,1,6,118,4,122,true,false,,,,,77
201,2023-08-10,15.4,36,Extensions & contrib,extensions_contrib,false,1,3,15,7,22,false,false,,,,,0
202,2023-08-10,15.4,37,Extensions & contrib,extensions_contrib,false,1,5,69,5,74,false,false,,,,,
203,2023-08-10,15.4,38,Crash & corruption,extensions_contrib,false,1,3,12,4,16,false,false,,,,,70
204,2023-08-10,15.4,39,Extensions & contrib,extensions_contrib,false,1,1,0,3,3,false,false,,,,,
205,2023-08-10,15.4,40,Crash & corruption,extensions_contrib,false,1,6,178,31,209,false,false,,,,,45
206,2023-08-10,15.4,41,Client tools,client_tools,false,1,2,26,19,45,false,false,,,,,
207,2023-08-10,15.4,42,Client tools,client_tools,false,1,4,89,1,90,false,false,,,,,
208,2023-08-10,15.4,43,Client tools,client_tools,false,1,1,4,4,8,false,false,,,,,
209,2023-08-10,15.4,44,Crash & corruption,client_tools,false,1,2,28,18,46,false,false,,,,,
210,2023-08-10,15.4,45,Other functionality,core_server,false,1,1,1,0,1,false,false,,,,,
211,2023-08-10,15.4,46,Other functionality,build_platform,false,1,1,4,5,9,false,false,,,,,
212,2023-11-09,15.5,0,Security (CVE),core_server,false,2,3,33,12,45,true,false,1,1,4.3,MEDIUM,
213,2023-11-09,15.5,1,Security (CVE),core_server,false,2,5,110,24,134,true,false,1,1,8.8,HIGH,
214,2023-11-09,15.5,2,Security (CVE),core_server,false,2,3,40,2,42,true,false,1,1,2.2,LOW,
215,2023-11-09,15.5,3,Wrong results & planner,extensions_contrib,false,2,3,226,80,306,false,false,,,,,4
216,2023-11-09,15.5,4,Wrong results & planner,core_server,false,2,5,16,6,22,true,false,,,,,
217,2023-11-09,15.5,5,Other functionality,core_server,false,2,3,44,1,45,true,false,,,,,
218,2023-11-09,15.5,6,Other functionality,core_server,false,2,3,96,6,102,true,false,,,,,
219,2023-11-09,15.5,7,Other functionality,core_server,false,2,3,54,29,83,true,false,,,,,
220,2023-11-09,15.5,8,Crash & corruption,core_server,false,2,3,69,27,96,true,false,,,,,
221,2023-11-09,15.5,9,Other functionality,core_server,false,2,10,237,38,275,true,false,,,,,20
222,2023-11-09,15.5,10,Other functionality,planner,false,2,1,2,1,3,false,false,,,,,19
223,2023-11-09,15.5,11,Other functionality,core_server,false,2,3,19,1,20,false,false,,,,,
224,2023-11-09,15.5,12,Crash & corruption,core_server,false,2,1,22,3,25,false,false,,,,,
225,2023-11-09,15.5,13,Crash & corruption,core_server,false,2,1,17,9,26,false,false,,,,,1
226,2023-11-09,15.5,14,Crash & corruption,core_server,false,2,2,17,0,17,false,false,,,,,
227,2023-11-09,15.5,15,Other functionality,extensions_contrib,false,2,1,4,4,8,false,false,,,,,
228,2023-11-09,15.5,16,Extensions & contrib,core_server,false,2,4,74,9,83,false,false,,,,,
229,2023-11-09,15.5,17,Other functionality,core_server,false,1,3,83,2,85,true,false,,,,,
230,2023-11-09,15.5,18,Other functionality,core_server,false,2,1,2,0,2,false,false,,,,,21
231,2023-11-09,15.5,19,Other functionality,core_server,false,2,1,2,2,4,false,false,,,,,
232,2023-11-09,15.5,20,Other functionality,core_server,false,1,1,2,2,4,false,false,,,,,98
233,2023-11-09,15.5,21,Crash & corruption,core_server,false,2,1,8,4,12,false,false,,,,,
234,2023-11-09,15.5,22,Other functionality,core_server,false,2,1,6,0,6,false,false,,,,,
235,2023-11-09,15.5,23,Crash & corruption,core_server,false,2,2,23,3,26,false,false,,,,,
236,2023-11-09,15.5,24,Other functionality,core_server,false,2,3,44,0,44,true,false,,,,,
237,2023-11-09,15.5,25,Crash & corruption,core_server,false,2,5,62,1,63,false,false,,,,,
238,2023-11-09,15.5,26,Other functionality,core_server,false,2,1,30,0,30,false,false,,,,,
239,2023-11-09,15.5,27,Other functionality,core_server,false,2,1,9,0,9,false,false,,,,,
240,2023-11-09,15.5,28,Other functionality,core_server,false,2,1,2,1,3,false,false,,,,,
241,2023-11-09,15.5,29,Other functionality,core_server,false,2,1,19,2,21,false,false,,,,,
242,2023-11-09,15.5,30,Replication & recovery,core_server,false,2,1,1,0,1,false,false,,,,,
243,2023-11-09,15.5,31,Replication & recovery,core_server,false,2,1,14,2,16,false,false,,,,,
244,2023-11-09,15.5,32,Other functionality,extensions_contrib,false,2,3,106,2,108,false,false,,,,,3
245,2023-11-09,15.5,33,Crash & corruption,core_server,false,2,1,17,8,25,false,false,,,,,
246,2023-11-09,15.5,34,Crash & corruption,core_server,false,2,4,119,20,139,true,false,,,,,16
247,2023-11-09,15.5,35,Other functionality,planner,false,2,1,2,2,4,false,false,,,,,
248,2023-11-09,15.5,36,Crash & corruption,core_server,false,2,2,28,21,49,false,false,,,,,
249,2023-11-09,15.5,37,Crash & corruption,replication_recovery,false,1,1,16,4,20,false,false,,,,,29
250,2023-11-09,15.5,38,Replication & recovery,replication_recovery,false,2,1,8,39,47,false,false,,,,,
251,2023-11-09,15.5,39,Replication & recovery,replication_recovery,false,2,2,24,0,24,true,false,,,,,134
252,2023-11-09,15.5,40,Crash & corruption,core_server,false,1,2,74,57,131,false,false,,,,,82
253,2023-11-09,15.5,41,Other functionality,core_server,false,1,1,1,1,2,false,false,,,,,
254,2023-11-09,15.5,42,Other functionality,core_server,false,1,1,11,8,19,false,false,,,,,
255,2023-11-09,15.5,43,Other functionality,core_server,false,1,5,108,49,157,false,false,,,,,7
256,2023-11-09,15.5,44,Replication & recovery,core_server,false,1,2,90,1,91,false,false,,,,,5
257,2023-11-09,15.5,45,Other functionality,tests,false,1,3,0,157,157,true,false,,,,,
258,2023-11-09,15.5,46,Build & platform,core_server,false,2,1,6,4,10,false,false,,,,,1
259,2023-11-09,15.5,47,Crash & corruption,replication_recovery,false,2,1,26,30,56,false,false,,,,,
260,2023-11-09,15.5,48,Crash & corruption,extensions_contrib,false,2,4,37,3,40,false,false,,,,,24
261,2023-11-09,15.5,49,Crash & corruption,client_tools,false,1,1,1,1,2,false,false,,,,,
262,2023-11-09,15.5,50,Client tools,client_tools,false,2,2,27,7,34,false,false,,,,,
263,2023-11-09,15.5,51,Client tools,client_tools,false,2,1,50,1,51,false,false,,,,,
264,2023-11-09,15.5,52,Replication & recovery,replication_recovery,false,1,1,2,1,3,false,false,,,,,
265,2023-11-09,15.5,53,Client tools,client_tools,false,2,2,49,7,56,false,false,,,,,
266,2023-11-09,15.5,54,Crash & corruption,extensions_contrib,false,2,4,163,4,167,false,false,,,,,
267,2023-11-09,15.5,55,Extensions & contrib,extensions_contrib,false,2,3,17,9,26,false,false,,,,,
268,2023-11-09,15.5,56,Build & platform,core_server,false,2,2,37,0,37,false,false,,,,,
269,2023-11-09,15.5,57,Build & platform,other,false,2,1,17,9,26,false,false,,,,,
270,2023-11-09,15.5,58,Extensions & contrib,extensions_contrib,false,2,1,3,1,4,false,false,,,,,
271,2023-11-09,15.5,59,Other functionality,core_server,false,2,2,1,2,3,false,false,,,,,
272,2024-02-08,15.6,0,Security (CVE),core_server,false,2,3,38,2,40,true,false,1,1,8.0,HIGH,
273,2024-02-08,15.6,1,Crash & corruption,core_server,false,2,6,234,94,328,false,false,,,,,
274,2024-02-08,15.6,2,Performance,core_server,false,1,5,42,27,69,false,false,,,,,
275,2024-02-08,15.6,3,Crash & corruption,planner,false,2,3,390,0,390,true,false,,,,,
276,2024-02-08,15.6,4,Wrong results & planner,planner,false,2,3,46,2,48,true,false,,,,,0
277,2024-02-08,15.6,5,Other functionality,core_server,false,2,3,41,0,41,true,false,,,,,2
278,2024-02-08,15.6,6,Other functionality,core_server,false,2,3,97,0,97,true,false,,,,,
279,2024-02-08,15.6,7,Crash & corruption,core_server,false,2,3,167,8,175,true,false,,,,,12
280,2024-02-08,15.6,8,Other functionality,core_server,false,2,1,23,5,28,false,false,,,,,331
281,2024-02-08,15.6,9,Other functionality,core_server,false,2,1,1,0,1,false,false,,,,,
282,2024-02-08,15.6,10,Crash & corruption,core_server,false,2,4,64,20,84,true,false,,,,,230
283,2024-02-08,15.6,11,Crash & corruption,core_server,false,2,1,1,2,3,false,false,,,,,150
284,2024-02-08,15.6,12,Other functionality,core_server,false,2,3,30,0,30,true,false,,,,,8
285,2024-02-08,15.6,13,Other functionality,core_server,false,2,4,132,30,162,true,false,,,,,3
