bug_number,reporter_person_key,reported_date_key,reported_dt,subject,thread_message_cnt,thread_size_window,is_acted_upon,outcome,linked_via,first_commit_dt,days_to_commit,days_to_commit_window,earliest_ship_release_dt
18342,a38f82e45817bde0b191d902ebd5e0d6,20240214,2024-02-14,"BUG #18342: pg_rewind copy all files found in pg_wal source directory",1,1: no replies,false,no linked commit,,,,,2024-05-09
18343,eab672ef3d8d4ee7420cfc734c650cf9,20240214,2024-02-14,"BUG #18343: Incorrect description in postgresql.conf for max_parallel_workers_per_gather",8,3: 4-10 messages,true,linked to a fix commit,both,2024-02-15,1,1: same/next day,2024-05-09
18344,8d353a4c5a84c5049abfc94b13c17ae1,20240215,2024-02-15,"BUG #18344: Pruning tables partitioned by bool range fails with invalid strategy",12,4: 11+ messages,true,linked to a fix commit,both,2024-02-19,4,2: within a week,2024-05-09
18345,03f2133a7bf313c858ba6f6255459ef9,20240215,2024-02-15,"BUG #18345: Specifying index parameters for a PRIMARY KEY column constraint is a syntax error",2,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18346,7154ce67be00cf14c6814d1670db6a0c,20240216,2024-02-16,"BUG #18346: pg restore issue with generated cloumn in Postgres v13.14",2,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18347,56ccfa5f2b943594f37fd4898455d81c,20240216,2024-02-16,"BUG #18347: problem with restore functional index",1,1: no replies,false,no linked commit,,,,,2024-05-09
18348,4dbc85e20cf66a5328750cf191615c0a,20240216,2024-02-16,"BUG #18348: Inconsistency with EXTRACT([field] from INTERVAL);",31,4: 11+ messages,true,linked to a fix commit,both,2024-02-20,4,2: within a week,2024-05-09
18349,99539b4f55cc85d34dbcca1b6b27877e,20240216,2024-02-16,"BUG #18349: ERROR: invalid DSA memory alloc request size 1811939328, CONTEXT: parallel worker",41,4: 11+ messages,true,linked to a fix commit,discussion_link,2024-10-17,244,5: longer,2024-05-09
18350,117a5b97e1c4d8bec95470848983344c,20240216,2024-02-16,"BUG #18350: Modifying predefined roles' unlimited connections for VA STIG cybersecurity checklist",5,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18351,8d353a4c5a84c5049abfc94b13c17ae1,20240217,2024-02-17,"BUG #18351: VACUUM FULL fails with error: missing chunk number 0 for toast value XXX",4,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18352,3ea775cf8bf9dede155af05a9cd19371,20240220,2024-02-20,"BUG #18352: signature could not be verified for pgdg-common",2,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18353,dd2094e0ba61d3b35761518c68da8d6b,20240220,2024-02-20,"BUG #18353: PG16.2 release note doc bug in ""In contrib/bloom, fix overly tight assertion ...""",2,2: 2-3 messages,true,linked to a fix commit,discussion_link,2024-02-20,0,1: same/next day,2024-05-09
18354,8d353a4c5a84c5049abfc94b13c17ae1,20240221,2024-02-21,"BUG #18354: Aborted transaction aborted during cleanup when temp_file_limit exceeded",6,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18356,37daf0ca1256246b004474d10c4f57c1,20240221,2024-02-21,"BUG #18356: Casting values from jsonb_each_text does not respect WHERE filter with sub select",7,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18357,5323a367b6e6358f6e85b5572d4cd92f,20240222,2024-02-22,"BUG #18357: PGJDBC: how to pass the user defined type as input parameter to store procedure",1,1: no replies,false,no linked commit,,,,,2024-05-09
18358,3b2894722903af31a01acf41a0f9b908,20240222,2024-02-22,"BUG #18358: I am not able to change the existing SQL connection to Postgres connection in existing application",2,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18359,300334e4b946868ec2a3f94b5f4a47c5,20240222,2024-02-22,"BUG #18359: autovacuum stopped vacuuming user tables, focusing on just pg_auth_members repeatedly",1,1: no replies,false,no linked commit,,,,,2024-05-09
18360,8d353a4c5a84c5049abfc94b13c17ae1,20240223,2024-02-23,"BUG #18360: Invalid memory access occurs when using geqo",3,2: 2-3 messages,true,linked to a fix commit,both,2024-02-23,0,1: same/next day,2024-05-09
18361,ba9c20d14a32b09bbb0b5761c5134c97,20240224,2024-02-24,"BUG #18361: systemd[1]: postgresql-16.service: Killing process 25992 (postgres) with signal SIGKILL.",1,1: no replies,false,no linked commit,,,,,2024-05-09
18362,ed52ed7a06f8852632a8e93ef9c12b14,20240224,2024-02-24,"BUG #18362: unaccent rules and Old Greek text",22,4: 11+ messages,true,linked to a fix commit,discussion_link,2024-07-05,132,4: within 6 months,2024-05-09
18363,8d353a4c5a84c5049abfc94b13c17ae1,20240225,2024-02-25,"BUG #18363: Assert !ReindexIsProcessingIndex falsified with expression index over select from table",6,3: 4-10 messages,true,linked to a fix commit,both,2024-02-25,0,1: same/next day,2024-05-09
18364,7ded4664169d1d0ff161ccd7d7d659b9,20240226,2024-02-26,"BUG #18364: psql execution error: Segmentation fault",2,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18365,25247d05b1818f5bf983a941fcad3a8b,20240226,2024-02-26,"BUG #18365: Inconsistent cost function between materialized and non-materialized CTE",5,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18366,705fb5f57ae88d6efa91d10b736f1b8e,20240226,2024-02-26,"BUG #18366: Not present at postgresql.org YUM repository",3,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18367,d58c73ba80072de184d42fe06b902932,20240227,2024-02-27,"BUG #18367: Cannot drop schema",3,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18368,3177ba7a06731b82cb45dc66008aaed7,20240227,2024-02-27,"BUG #18368: order by collation doesn't work as expected for the second column in the ORDER BY list",1,1: no replies,false,no linked commit,,,,,2024-05-09
18369,bfd3151d15d37ec642473cc8d97af398,20240228,2024-02-28,"BUG #18369: logical decoding core on AssertTXNLsnOrder()",32,4: 11+ messages,false,no linked commit,,,,,2024-05-09
18370,728691403ec35f1e20cda9886ce11832,20240228,2024-02-28,"BUG #18370: Issue accessing pgadmin4 web gui",1,1: no replies,false,no linked commit,,,,,2024-05-09
18371,8fb2b55d908e3af493d8012e6fec8e12,20240228,2024-02-28,"BUG #18371: There are wrong constraint residues when detach hash partiton concurrently",11,4: 11+ messages,true,linked to a fix commit,discussion_link,2025-10-11,591,5: longer,2024-05-09
18372,4ea92ce239aa36653aba9100bc6419ee,20240229,2024-02-29,"BUG #18372: Timezone documentation and use of TZ and PGTZ environment variables missing since version 7.4",2,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18373,e8e06aa8cfdf727f1a116ea2870d79c3,20240229,2024-02-29,"BUG #18373: failed: could not open certificate file ""/root/.postgresql/postgresql.crt"": Permission denied",1,1: no replies,false,no linked commit,,,,,2024-05-09
18374,8d353a4c5a84c5049abfc94b13c17ae1,20240302,2024-03-02,"BUG #18374: Printing memory contexts on OOM condition might lead to segmentation fault",11,4: 11+ messages,false,no linked commit,,,,,2024-05-09
18375,a7879923e2063baf9e3b4f0fa845c6e2,20240304,2024-03-04,"BUG #18375: requested statistics kind ""f"" is not yet built for statistics object 16722",5,3: 4-10 messages,true,linked to a fix commit,discussion_link,2024-03-05,1,1: same/next day,2024-05-09
18376,a38f82e45817bde0b191d902ebd5e0d6,20240304,2024-03-04,"BUG #18376: pg_upgrade fails trying to restore privileges on retired function pg_start_backup and pg_stop_backup",2,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18377,5e8733a52d60e0363f218e579aabac51,20240305,2024-03-05,"BUG #18377: Assert false in ""partdesc->nparts >= pinfo->nparts"", fileName=""execPartition.c"", lineNumber=1943",23,4: 11+ messages,true,linked to a fix commit,both,2024-06-11,98,4: within 6 months,2024-05-09
18378,2beeff98daac43720d63a4b5453723c3,20240305,2024-03-05,"BUG #18378: postgis protobuf support inconsistent",2,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18379,3badcfd05c9bb205cab5d19f1becca4a,20240306,2024-03-06,"BUG #18379: LDAP bind password exposed",7,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18380,ada776f4e4570daa3f8fa2fe34f33ca7,20240306,2024-03-06,"BUG #18380: BUG: notify stops working after LEFT JOIN if enable_mergejoin is ON",1,1: no replies,false,no linked commit,,,,,2024-05-09
18381,30e39f409ec081f4a6b6903c0025f9be,20240307,2024-03-07,"BUG #18381: Invalid query generated by postgres_fdw with UNION ALL and ORDER BY",2,2: 2-3 messages,true,linked to a fix commit,both,2024-03-10,3,2: within a week,2024-05-09
18383,4831cec83a3fa367ebce11a04cf43861,20240307,2024-03-07,"BUG #18383: creation of public schema is not consistent",5,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18384,82fc372b38fef704808cda3fd69000c2,20240308,2024-03-08,"BUG #18384: It's not bug just question about documentation",2,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18385,8d353a4c5a84c5049abfc94b13c17ae1,20240310,2024-03-10,"BUG #18385: Assert(""strategy_delta >= 0"") in BgBufferSync() fails due to race condition",5,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18386,739dcbc509154aa80afad7c832dd1790,20240311,2024-03-11,"BUG #18386: Slow connection access after 'vacuum full pg_attribute'",3,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18387,5bd73b780ffdfc39395663a82e653c99,20240311,2024-03-11,"BUG #18387: Erroneous permission checks and/or misleading error messages with refresh materialized view",11,4: 11+ messages,false,no linked commit,,,,,2024-05-09
18388,deafd6825650c87c2230850f0dcca590,20240311,2024-03-11,"BUG #18388: Server freezes after AuthenticationSASLFinal message",1,1: no replies,false,no linked commit,,,,,2024-05-09
18389,167917368b16038a728b7ed1e2074840,20240312,2024-03-12,"BUG #18389: pg_database_owner not recognized with alter default privileges",7,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18390,e91f8839995ece62eb6228b248be5a84,20240313,2024-03-13,"BUG #18390: exponentiation produces float datatype, but nth-root produces integer",3,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18391,fd59129a0bf37c40bf3a78e8f7541c0e,20240313,2024-03-13,"BUG #18391: not able to create a new cluster using init db on rocky linux.We are forced to download version 1 3",4,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18392,85fd0d37ca701c15e30cb514434b617c,20240314,2024-03-14,"BUG #18392: Can't restore database (using pg_restore) after latest Feb 8 update",6,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18393,135d8c85b178dfb5d20df702fefa6d03,20240314,2024-03-14,"BUG #18393: Bad multiple ""inplace"" insert into domain of complex type",2,2: 2-3 messages,true,linked to a fix commit,both,2024-03-14,0,1: same/next day,2024-05-09
18394,808ace048759f8f9066bfae1a4ee7fed,20240314,2024-03-14,"BUG #18394: LISTEN error: could not access status of transaction",1,1: no replies,false,no linked commit,,,,,2024-05-09
18395,4ca7cadfeec4fa5ed088714bb47c970e,20240315,2024-03-15,"BUG #18395: Checksum verification failed for: deb_postgis_3_4_pg16.app.zip",2,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18396,8d353a4c5a84c5049abfc94b13c17ae1,20240317,2024-03-17,"BUG #18396: Assert in gistFindCorrectParent() fails on inserting large tuples into gist index",9,3: 4-10 messages,true,linked to a fix commit,discussion_link,2025-04-04,383,5: longer,2024-05-09
18398,fe0655ccc69a309564578603ec82ac72,20240318,2024-03-18,"BUG #18398: Simplified SQL Query for Problem Diagnosis",2,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18399,2b7efa0f0b082d5d1f0e996f25bafb91,20240318,2024-03-18,"BUG #18399: Query plan optimization results in runtime error when hoisting cast from inside subquery",8,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18400,1da8f942174cb2db11d10d9cce3daf2f,20240319,2024-03-19,"BUG #18400: logging_collector does not collect messages from postmaster",1,1: no replies,false,no linked commit,,,,,2024-05-09
18401,5a55fcb41f54f33b0636844d841202a6,20240319,2024-03-19,"BUG #18401: Cannot install",2,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18402,9318269761ddca45497892dca0925a91,20240320,2024-03-20,"BUG #18402: Attaching a new partition doesn't reuse the prebuilt index on said partition",3,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18403,314b1f98cdf35e958114d212d3e52a8b,20240320,2024-03-20,"BUG #18403: PL/pgSQL is reporting unexpected errors when processing DECLARE blocks with <<label>>",5,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18404,8d353a4c5a84c5049abfc94b13c17ae1,20240322,2024-03-22,"BUG #18404: Select from pg_stat_activity in a plpgsql block can lead to a global locking issue",2,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18405,15eb13d662803f57bc4aea59704988b4,20240323,2024-03-23,"BUG #18405: flaw in dump of inherited/dropped constraints",4,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18406,840f2c63fd547befa09125cc5a31cbe4,20240325,2024-03-25,"BUG #18406: Connection issue after upgrading to postgres16",2,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18407,190378a0d963edb365fcc555809fb85a,20240325,2024-03-25,"BUG #18407: ALTER TABLE SET SCHEMA on foreign table with SERIAL column does not move sequence to new schema",4,3: 4-10 messages,true,linked to a fix commit,both,2024-03-26,1,1: same/next day,2024-05-09
18408,6837e34be81141cec0b5a95dbae0ec99,20240326,2024-03-26,"BUG #18408: ERROR: could not load library",4,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18409,87c8bbfc9313e7f08a4b1046b0ab9577,20240327,2024-03-27,"BUG #18409: After my windows update, I can not run postgre 16 server",2,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18410,1f9c90494ae89b83a67d345deed2ebbd,20240327,2024-03-27,"BUG #18410: SQL Error [XX000]: ERROR: variable not found in subplan target list",4,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18411,4ffafd900cb416724ac9de5793c6d7bd,20240327,2024-03-27,"BUG #18411: Unable to create database with owner on AWS RDS",8,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18412,f8901a53dd64a9f10b330e36edd40689,20240327,2024-03-27,"BUG #18412: could not send data to client: Broken pipe",1,1: no replies,false,no linked commit,,,,,2024-05-09
18414,5168dddcecccd6d0b39177fa8eff06e3,20240328,2024-03-28,"BUG #18414: When the key values are the same, the memory limit is exceeded when making a hash join",1,1: no replies,false,no linked commit,,,,,2024-05-09
18415,4eb251cf3cfff444924b798f4830c3f9,20240328,2024-03-28,"BUG #18415: Logical replication errors.",5,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18416,9113d665bdf166ac7cfae177c135ffad,20240328,2024-03-28,"BUG #18416: Confirmation of Issue with PostgreSQL ODBC Driver for Windows",5,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18417,3af130d5a05e0cd235922e41799241d0,20240329,2024-03-29,"BUG #18417: Excessive log messages on warm standby server",1,1: no replies,false,no linked commit,,,,,2024-05-09
18419,6252194b5e3cbbff054de8d5e1b73859,20240403,2024-04-03,"BUG #18419: Auto Vacuum In PostgreSQL 10.21",2,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18420,fe0655ccc69a309564578603ec82ac72,20240404,2024-04-04,"BUG #18420: Unexpected values appeared in select query statements that should logically imply each other",3,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18422,8d353a4c5a84c5049abfc94b13c17ae1,20240405,2024-04-05,"BUG #18422: Assert in expandTupleDesc() fails on row mismatch with additional SRF",11,4: 11+ messages,true,linked to a fix commit,both,2024-04-15,10,3: within a month,2024-05-09
18423,15e6d4c8a68ef922beef5f0207e2eb01,20240406,2024-04-06,"BUG #18423: suboptimal query plan is used when ordering by an indexed field with limit",3,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18424,e9ed0abc0e64bd2daeaf92d77977adc9,20240407,2024-04-07,"BUG #18424: Build failure when static linking with openldap",2,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18425,8a9b9dfb382e651f5fdee0ca4a2c078e,20240410,2024-04-10,"BUG #18425: KB5036892 Microsoft Update Package Issue",4,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18426,8d353a4c5a84c5049abfc94b13c17ae1,20240410,2024-04-10,"BUG #18426: Canceling vacuum while truncating a relation leads to standby PANIC",6,3: 4-10 messages,true,linked to a fix commit,discussion_link,2024-12-20,254,5: longer,2024-05-09
18427,7ddfb840a4db40a01ac99d29e82267b0,20240411,2024-04-11,"BUG #18427: RPM postgis33_15-3.3.6-3PGDG.rhel9.x86_64.rpm not signed",4,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18428,7a64ccba718b61d2509468129ce9399a,20240412,2024-04-12,"BUG #18428: Connection broken but DB service still alive.",3,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18429,55a324f28a704b783c13f5c1f5ec3aa3,20240412,2024-04-12,"BUG #18429: Inconsistent results on similar queries with join lateral",15,4: 11+ messages,true,linked to a fix commit,both,2024-04-16,4,2: within a week,2024-05-09
18430,661b382a51ee4b795ad79402e45dc2c7,20240412,2024-04-12,"BUG #18430: syntax error when using aggregate function in where clause of subquery",6,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18432,4bb372b3963cd8e0f56dddb57e42a28f,20240414,2024-04-14,"BUG #18432: Polymorphic, table-returning PL/pgSQL function fails with an erroneous ""schema mismatch"" error",1,1: no replies,false,no linked commit,,,,,2024-05-09
18433,ca35a0e9a445c52c992a3c0b211176fd,20240414,2024-04-14,"BUG #18433: Logical replication timeout",12,4: 11+ messages,false,no linked commit,,,,,2024-05-09
18437,739dcbc509154aa80afad7c832dd1790,20240415,2024-04-15,"BUG #18437: The index scan result is more than the full scan result, and the primary key index has duplicate val",3,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18438,e1be0c032ef0f75c2570aa85277303de,20240415,2024-04-15,"BUG #18438: regex isnt working for ""^"" , "".*""",2,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18439,48c05e4b3bfdc5bfa562de0997d2b55a,20240416,2024-04-16,"BUG #18439: No way to see national language error messages when running UTF8 scripts with psql.exe on Windows",1,1: no replies,false,no linked commit,,,,,2024-05-09
18440,eb2469d8fe2a9c8da543ac73f8076f38,20240416,2024-04-16,"BUG #18440: Query does not prune partitions correctly or use index when prepared statements are used",2,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18442,f4dbc732a1ff0a2e79267fa5f099bc25,20240419,2024-04-19,"BUG #18442: Unnecessary Sort operator in indexScan Plan",6,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18443,b7ab9ebdd93afa571774bda4bcbaa89d,20240419,2024-04-19,"BUG #18443: jsonb_agg issue. Again.",5,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18445,db2793e6ded2f6f71eb54d6883e20c8d,20240423,2024-04-23,"BUG #18445: date_part / extract range for hours do not match documentation",7,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18446,a30c6605404741d9816b7c034ca4c423,20240423,2024-04-23,"BUG #18446: Postgres.exe crash observed while installing the application",1,1: no replies,false,no linked commit,,,,,2024-05-09
18449,8d353a4c5a84c5049abfc94b13c17ae1,20240427,2024-04-27,"BUG #18449: Altering column type fails when an SQL routine depends on the column",7,3: 4-10 messages,true,linked to a fix commit,both,2024-04-28,1,1: same/next day,2024-05-09
18450,5b1e95d26e3503e9a2f316971ee75408,20240427,2024-04-27,"BUG #18450: The memory usage of the postgresql12.6 walsender process is abnormally high.",3,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18451,a9756785760972282ea2842b0c65a792,20240430,2024-04-30,"BUG #18451: NULL fails to coerce to string when performing string comparison",13,4: 11+ messages,false,no linked commit,,,,,2024-05-09
18452,a30c6605404741d9816b7c034ca4c423,20240430,2024-04-30,"BUG #18452: [PostgreSQL and 16.1]: [Postgres.exe crash observed while installing the application]",2,2: 2-3 messages,false,no linked commit,,,,,2024-05-09
18453,f1744e68393b1537c1a13548e147d882,20240430,2024-04-30,"BUG #18453: --exclude-database has problems with capital letters",4,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18454,00f2d5e2f2a56026311850f40338238b,20240502,2024-05-02,"BUG #18454: Reproducible SIGSEGV in query",1,1: no replies,false,no linked commit,,,,,2024-05-09
18455,035d784fb56f8d9738950239198e407e,20240502,2024-05-02,"BUG #18455: DST information is flagged wrongly",4,3: 4-10 messages,false,no linked commit,,,,,2024-05-09
18456,e3f0e8ee20a468b8c919290183c36e4b,20240503,2024-05-03,"BUG #18456: Trigger data in plpython3u trigger-function changes in AFTER UPDATE OR INSERT trigger",5,3: 4-10 messages,true,linked to a fix commit,bug_ref,2024-05-07,4,2: within a week,2024-05-09
18457,21e12ba7f86152ac67855352a48bf799,20240507,2024-05-07,"BUG #18457: Possible data loss needs to be evaluated",5,3: 4-10 messages,false,no linked commit,,,,,2024-08-08
18458,6b7d6b8e140611597c83fe0196959b14,20240507,2024-05-07,"BUG #18458: SQL Error [XX000]: ERROR: cache lookup failed for type 0",3,2: 2-3 messages,false,no linked commit,,,,,2024-08-08
18459,4bed1c2d31127297075db96a1ebf441d,20240509,2024-05-09,"BUG #18459: running pg_ctl.exe from inside a program running as a Windows service returns ""error code 6""",2,2: 2-3 messages,false,no linked commit,,,,,2024-08-08
18462,d8eea4efc4ba99733d9316358c61db24,20240514,2024-05-14,"BUG #18462: Wrong SELinux types of the binary files",1,1: no replies,false,no linked commit,,,,,2024-08-08
18463,1137b938fdc2882a5c9d4a82b9668586,20240514,2024-05-14,"BUG #18463: Possible bug in stored procedures with polymorphic OUT parameters",10,3: 4-10 messages,true,linked to a fix commit,both,2024-05-15,1,1: same/next day,2024-08-08
18464,3c062c2c33f5de6602fdbbf9e9d9c25c,20240514,2024-05-14,"BUG #18464: Replacing a SQL function silently drops the generated columns that use this function",6,3: 4-10 messages,false,no linked commit,,,,,2024-08-08
18465,119fe5558054779fea30ef02d22cdf51,20240514,2024-05-14,"BUG #18465: Wrong results from SELECT DISTINCT MIN in scalar subquery using HashAggregate",3,2: 2-3 messages,true,linked to a fix commit,both,2024-05-18,4,2: within a week,2024-08-08
18466,934e0a51657b5e4c84b6918049ce38f7,20240515,2024-05-15,"BUG #18466: Wrong row estimate for nested loop",3,2: 2-3 messages,false,no linked commit,,,,,2024-08-08
18467,c5c1ca61bba7ef5794c24287e4e257e8,20240515,2024-05-15,"BUG #18467: postgres_fdw (deparser) ignores LimitOption",28,4: 11+ messages,true,linked to a fix commit,both,2024-06-07,23,3: within a month,2024-08-08
18468,8d353a4c5a84c5049abfc94b13c17ae1,20240515,2024-05-15,"BUG #18468: CREATE TABLE ... LIKE leaves orphaned column reference in extended statistics",7,3: 4-10 messages,true,linked to a fix commit,both,2024-05-22,7,2: within a week,2024-08-08
18469,a06a99d8fab35ed4401a81f025ecb043,20240516,2024-05-16,"BUG #18469: OOM occurs and backend processes are kept in Zombie state.",2,2: 2-3 messages,false,no linked commit,,,,,2024-08-08
18470,fc457680638a929e045dc7f77f472d3a,20240517,2024-05-17,"BUG #18470: Time literal accepted in Postgres 15 and below, not accepted in Postgres 16",5,3: 4-10 messages,true,linked to a fix commit,both,2024-05-22,5,2: within a week,2024-08-08
18471,00f2d5e2f2a56026311850f40338238b,20240517,2024-05-17,"BUG #18471: Possible JIT memory leak resulting in signal 11: Segmentation fault on ARM",4,3: 4-10 messages,false,no linked commit,,,,,2024-08-08
18472,053d7640a7c3364e34c4b9a1a7a84406,20240517,2024-05-17,"BUG #18472: SELECT FOR UPDATE locking more rows than expected",2,2: 2-3 messages,false,no linked commit,,,,,2024-08-08
18473,358b1f43180139bd31fa7fb8e3c56f41,20240521,2024-05-21,"BUG #18473: Problems deployment postgresql for windows",4,3: 4-10 messages,false,no linked commit,,,,,2024-08-08
18474,48a0b94304712a441aa31f7928d1e2b7,20240522,2024-05-22,"BUG #18474: wal_writer_delay limited to arbitrary value of 10s",1,1: no replies,false,no linked commit,,,,,2024-08-08
18475,64a1d4540fdb12134be5acb52c9ff9e7,20240523,2024-05-23,"BUG #18475: pg_dump: ""Error Segmentation fault""",2,2: 2-3 messages,false,no linked commit,,,,,2024-08-08
18476,fc2dd340d560f8016397505031c1ee69,20240523,2024-05-23,"BUG #18476: Debian Install Docs have confusing code block structure",2,2: 2-3 messages,false,no linked commit,,,,,2024-08-08
18477,4b70fcba51e9216c2129fff0779be374,20240523,2024-05-23,"BUG #18477: A specific SQL query with ""ORDER BY ... NULLS FIRST"" is performing poorly if an ordering column is n",9,3: 4-10 messages,false,no linked commit,,,,,2024-08-08
18478,d5d8df093db53a3380466cf4c970d3e1,20240524,2024-05-24,"BUG #18478: uuid-ossp extension is not installed with PostgreSQL 17 Beta 1",6,3: 4-10 messages,false,no linked commit,,,,,2024-08-08
18479,59574e9e7137643720dd8fb3991cbcc2,20240524,2024-05-24,"BUG #18479: websearch_to_tsquery inconsistent behavior for german when using parentheses",3,2: 2-3 messages,true,linked to a fix commit,both,2024-06-14,21,3: within a month,2024-08-08
18481,1438ec42f8e652facd894281da56f266,20240527,2024-05-27,"BUG #18481: BIGINT Out of Range Error When Selecting Data",2,2: 2-3 messages,false,no linked commit,,,,,2024-08-08
18482,72a17363c8294f6732de0b6c300986f8,20240528,2024-05-28,"BUG #18482: The first data after paging is inconsistent with the actual first data",2,2: 2-3 messages,false,no linked commit,,,,,2024-08-08
18483,dd62e2ef2da8e7dc252efeb2d7a9d06a,20240528,2024-05-28,"BUG #18483: Segmentation fault in tests modules",16,4: 11+ messages,true,linked to a fix commit,both,2024-06-07,10,3: within a month,2024-08-08
18484,94d5d75e3a28c2faa92770ad716274d8,20240528,2024-05-28,"BUG #18484: ""Cannot enlarge string buffer"" during parallel execution of prepared statement/partitioning",12,4: 11+ messages,true,linked to a fix commit,discussion_link,2024-07-01,34,4: within 6 months,2024-08-08
18486,8315ae2325b916e36495bc9334be8cf6,20240529,2024-05-29,"BUG #18486: Is there something wrong with the calculation in ReorderBufferChangeSize()?",4,3: 4-10 messages,false,no linked commit,,,,,2024-08-08
18487,59877a6701129464d9fea408ec0c449a,20240529,2024-05-29,"BUG #18487: libpq: Race condition in PQsetdbLogin/emitHostIdentityInfo/libpq_gettext",1,1: no replies,false,no linked commit,,,,,2024-08-08
18488,2ecf9d83508f0f29773539d20b49261d,20240530,2024-05-30,"BUG #18488: Installation of postgis30_13 fails on Rocky 9",3,2: 2-3 messages,false,no linked commit,,,,,2024-08-08
18489,728965393a8cb8d0cc57062d0c764616,20240531,2024-05-31,"BUG #18489: CONSUMO CPU",2,2: 2-3 messages,false,no linked commit,,,,,2024-08-08
18490,8d353a4c5a84c5049abfc94b13c17ae1,20240601,2024-06-01,"BUG #18490: Assert in comparetup_index_btree_tiebreak() fails when pg_class reindexed during a table creation",2,2: 2-3 messages,false,no linked commit,,,,,2024-08-08
18492,8d353a4c5a84c5049abfc94b13c17ae1,20240603,2024-06-03,"BUG #18492: Adding a toasted column to a table with an inherited temp table fails with Assert",4,3: 4-10 messages,true,linked to a fix commit,both,2024-06-07,4,2: within a week,2024-08-08
18493,f14392d2e7cce3b66e3fd395e537ac26,20240603,2024-06-03,"BUG #18493: COPY FROM STDIN BINARY failure",2,2: 2-3 messages,false,no linked commit,,,,,2024-08-08
18494,2efa3daec8eba53d5db13af49dca6992,20240604,2024-06-04,"BUG #18494: hstore data type not recognized by Npgsql in PostgreSQL 16.3",3,2: 2-3 messages,false,no linked commit,,,,,2024-08-08
18495,11d963b33bfcf1f40a0c73e97f0e4245,20240605,2024-06-05,"BUG #18495: invalid type mapping for timestamptz from call of: getMetaData and then geColumns on PgConnection.",2,2: 2-3 messages,false,no linked commit,,,,,2024-08-08
18496,48b3cbc3d476b5d84873bdfed0e36778,20240606,2024-06-06,"BUG #18496: Strange Handling for Circular Views and Permissions in PostgreSQL",2,2: 2-3 messages,false,no linked commit,,,,,2024-08-08
