bug_number,reported_dt,subject,thread_message_cnt,is_acted_upon,linked_via,first_commit_dt,days_to_commit
17783,2023-02-08,"BUG #17783: ERROR: could not open file ""base/361098/2674030_vm"": Operation not permitted",4,false,,,
17784,2023-02-09,"BUG #17784: broken URL in 15.2 release notes",6,false,,,
17786,2023-02-10,"BUG #17786: Assert on indxpath.c",2,true,both,2023-02-10,0
17787,2023-02-12,"BUG #17787: Seriously wrong value of pg_class.reltuples for FTS GIN index after VACUUM (INDEX_CLEANUP)",1,false,,,
17788,2023-02-12,"BUG #17788: Incorrect memory access when parsing empty string as sql_standard interval",2,true,both,2023-02-12,0
17789,2023-02-13,"BUG #17789: process_pgfdw_appname() fails for autovacuum workers",11,true,discussion_link,2023-02-21,8
17790,2023-02-13,"BUG #17790: Download of SLES 12 SP5 - x86_64 is not working",1,false,,,
17791,2023-02-14,"BUG #17791: Assert on procarray.c",5,false,,,
17792,2023-02-14,"BUG #17792: MERGE uses uninitialized pointer and crashes when target tuple is updated concurrently",9,true,both,2023-02-15,1
17793,2023-02-14,"BUG #17793: Query with large number of joins crashes PostgreSQL",6,false,,,
17794,2023-02-15,"BUG #17794: dates with zero or negative years are not accepted",5,false,,,
17795,2023-02-15,"BUG #17795: Erroneous parsing of floating-poing components in DecodeISO8601Interval()",4,true,both,2023-02-20,5
17796,2023-02-15,"BUG #17796: pgcrypto undecryptable blowfish data previous stored with openssl 1.1.1 with builtin decrypter one",5,false,,,
17797,2023-02-16,"BUG #17797: connection error",2,false,,,
17798,2023-02-17,"BUG #17798: Incorrect memory access occurs when using BEFORE ROW UPDATE trigger",37,true,both,2024-01-14,331
17800,2023-02-18,"BUG #17800: ON CONFLICT DO UPDATE fails to detect incompatible fields that leads to a server crash",34,true,both,2023-02-25,7
17802,2023-02-20,"BUG #17802: PGLogical getting Terminated",1,false,,,
17803,2023-02-21,"BUG #17803: Rule ""ALSO INSERT ... SELECT ..."" fails to substitute default values",17,true,both,2023-02-23,2
17804,2023-02-22,"BUG #17804: Assertion failed in pg_stat after fetching from pg_stat_database and swithing cache->snapshot",14,true,discussion_link,2023-05-10,77
17805,2023-02-22,"BUG #17805: Unexpected results when bounds of FOR loop use non-integer numbers",2,false,,,
17806,2023-02-23,"BUG #17806: PostgreSQL 13.10 returns ""CREATE DATABASE cannot be executed within a pipeline""",3,false,,,
17809,2023-02-26,"BUG #17809: MERGE ... UPDATE fails with BEFORE ROW UPDATE trigger when target row updated concurrently",7,true,both,2023-03-13,15
17810,2023-02-27,"BUG #17810: Update from 13.09 to 13.10 breaks SQLs with VACUUM",14,false,,,
17811,2023-02-27,"BUG #17811: Replacing an underlying view breaks OLD/NEW tuple when accessing it via upper-level view",4,true,both,2023-03-07,8
17812,2023-02-28,"BUG #17812: LOCK TABLE IN ACCESS EXCLUSIVE MODE with a view returns an empty tuple set",13,false,,,
17813,2023-02-28,"BUG #17813: I have an error about the installation of PostgreSQL installer on every version. please help.",1,false,,,
17814,2023-02-28,"BUG #17814: Detail info on kerbos authentication",1,false,,,
17815,2023-03-01,"BUG #17815: Server crashes on executing gist_page_items() in pageinspect extension",6,true,discussion_link,2023-03-02,1
17816,2023-03-01,"BUG #17816: Invalid memory access in translate function",2,true,both,2023-03-01,0
17817,2023-03-01,"BUG #17817: DISABLE TRIGGER ALL on a partitioned table with foreign key fails",8,true,both,2023-03-04,3
17818,2023-03-02,"BUG #17818: CTE is not returning the right data.",3,false,,,
17819,2023-03-02,"BUG #17819: The assert failed #17334 has not been repaired",2,false,,,
17821,2023-03-02,"BUG #17821: Assertion failed in heap_update() due to heap pruning",13,true,both,2025-01-25,695
17822,2023-03-05,"BUG #17822: Some scripts are blocked by Device Guard",2,false,,,
17823,2023-03-06,"BUG #17823: Generated columns not always updated correctly",3,true,both,2023-03-06,0
17824,2023-03-08,"BUG #17824: PQTRANS_ACTIVE misleading",3,false,,,
17826,2023-03-09,"BUG #17826: An assert failed in /src/backend/optimizer/util/var.c",10,true,both,2023-03-17,8
17827,2023-03-09,"BUG #17827: Rule on insert into table doesn't work when excepting select from the table itself",4,false,,,
17828,2023-03-09,"BUG #17828: postgres_fdw leaks file descriptors on error and aborts aborted transaction in lack of fds",15,true,both,2023-11-23,259
17830,2023-03-11,"BUG #17830: Incorrect memory access in trgm_regexp",3,true,both,2023-03-11,0
17831,2023-03-11,"BUG #17831: server crash",2,false,,,
17832,2023-03-11,"BUG #17832: ERROR: failed to apply nullingrels to a non-Var in HEAD",2,true,both,2023-03-12,1
17834,2023-03-13,"BUG #17834: Warning: apt-key is deprecated. Manage keyring files in trusted.gpg.d instead (see apt-key(8))",1,false,,,
17835,2023-03-13,"BUG #17835: Two assertions failed in nodeAgg.c and execExprInterp.c with the same SQL",3,true,both,2023-03-13,0
17836,2023-03-13,"BUG #17836: Why does pg_dump need to add * to dump the full partition table structure",1,false,,,
17837,2023-03-13,"BUG #17837: The potential risks associated with executing ""commit"" in a procedure.",2,false,,,
17838,2023-03-13,"BUG #17838: Uninstall of PostgreSQL 13.9.3 fails on Windows 11",3,false,,,
17839,2023-03-14,"BUG #17839: Heap-buffer overflow on float8_to_char with invalid template",5,true,both,2023-03-14,0
17840,2023-03-14,"BUG #17840: Failing to execute auto_explain for logging leads to transaction rollback.",6,false,,,
17841,2023-03-14,"BUG #17841: COPY Command Invalid QUOTES",2,false,,,
17842,2023-03-14,"BUG #17842: Adding a qual to a working query gets bogus syntax error",7,false,,,
17843,2023-03-14,"BUG #17843: Writing uninitialised data in logtape/buffile",1,false,,,
17844,2023-03-15,"BUG #17844: Memory consumption for memoize node",7,true,discussion_link,2023-03-20,5
17845,2023-03-16,"BUG #17845: insert into on conflict bug .",9,false,,,
17846,2023-03-16,"BUG #17846: pg_dump doesn't properly dump with paused WAL replay",4,true,both,2026-08-26,1259
17847,2023-03-16,"BUG #17847: Unaligned memory access in ltree_gist",20,true,discussion_link,2023-04-23,38
17848,2023-03-16,"BUG #17848: Deadlock when running ANALYZE on a table while REINDEX INDEX CONCURRENTLY is running",1,false,,,
17849,2023-03-16,"BUG #17849: python3-etcd Missing from the postgres common repo for RHEL8",2,false,,,
17850,2023-03-16,"BUG #17850: could not load library ""$libdir/postgis-2.4"" could not load library ""$libdir/rtpostgis-2.4"":",1,false,,,
17851,2023-03-17,"BUG #17851: RHEL 8 GIS packages missing from common",2,false,,,
17852,2023-03-17,"BUG #17852: gdal34: RPM build broken for RHEL8 and RHEL9 since 2023.01.08",1,false,,,
17853,2023-03-18,"BUG #17853: COLLATE does not work with numeric column references in ORDER BY",6,false,,,
17854,2023-03-20,"BUG #17854: nothing provides proj90 >= 9.0.1 needed by postgis33_14-3.3.2-1.rhel8.x86_64",2,false,,,
17855,2023-03-20,"BUG #17855: Uninitialised memory used when the name type value processed in binary mode of Memoize",19,true,both,2024-05-01,408
17856,2023-03-21,"BUG #17856: Missing geos310-3.10.3 library",2,false,,,
17857,2023-03-21,"BUG #17857: Uninstaller does not work",4,false,,,
17858,2023-03-21,"BUG #17858: ExecEvalArrayExpr() leaves uninitialised memory for multidim array with nulls",8,true,both,2023-03-26,5
17859,2023-03-21,"BUG #17859: Suspected collation conflict when using recursive query",2,false,,,
17860,2023-03-22,"BUG #17860: Possible Bugs in PL/pgSQL Functions' Return Values",3,false,,,
17861,2023-03-22,"BUG #17861: Disappearance of packages in repo for rhel-8",2,false,,,
17862,2023-03-22,"BUG #17862: Overall query cost ignores window function",5,true,both,2023-08-03,134
17863,2023-03-22,"BUG #17863: Unable to restore dump 12.12 -> 15.2",12,false,,,
17864,2023-03-23,"BUG #17864: pg_notify is publishing message twice",2,false,,,
17865,2023-03-23,"BUG #17865: Logical decoding : JDBC - Out of memory exception (WAL2JSON Format -1) gives a wrong associated LSN",2,false,,,
17866,2023-03-23,"BUG #17866: behavior does not match documentation",7,true,both,2023-04-10,18
17867,2023-03-24,"BUG #17867: pg_dump intermittently hangs",3,false,,,
17868,2023-03-24,"BUG #17868: Inconsistent collation in PL/pgSQL function parameters can lead to errors",2,false,,,
17869,2023-03-26,"BUG #17869: Inconsistency between PL/pgSQL Function Parameter Handling and SQL Query Results",3,false,,,
17870,2023-03-27,"BUG #17870: Analyze on remote postgresql_fdw table never finish",3,false,,,
17871,2023-03-27,"BUG #17871: JIT during postgresql_fdw remote_estimates EXPLAIN have very negatively effect on planning time",18,false,,,
17872,2023-03-27,"BUG #17872: Dropping an attribute of a composite type breaks indexes over the type silently",9,true,both,2023-03-27,0
17873,2023-03-27,"BUG #17873: Empty JSONB array is ordered before all other JSONB values",1,false,,,
17874,2023-03-28,"BUG #17874: Incorrect memory access at gistBuildCallback",5,true,both,2023-03-29,1
17875,2023-03-28,"BUG #17875: Postgres common repo is missing gdal32-libs-3.2.3-6.rhel8.x86_64/proj80-8.0.1-1.rhel8.x86_64",1,false,,,
17876,2023-03-29,"BUG #17876: Function width_bucket() for float8 input returns value out of range",9,true,discussion_link,2023-03-30,1
17877,2023-03-29,"BUG #17877: Referencing a system column in a foreign key leads to incorrect memory access",4,true,both,2023-03-31,2
17878,2023-03-29,"BUG #17878: Stack Builder checksum failed",1,false,,,
17879,2023-03-30,"BUG #17879: ERROR: unrecognized node type: 2139062143",3,true,both,2023-03-30,0
17880,2023-03-31,"BUG #17880: Uninitialised value used when analyzing a table with an inheritance tree containing no children",2,true,both,2023-03-31,0
17881,2023-03-31,"BUG #17881: Dependency error in Barman 3.5",4,false,,,
17882,2023-04-02,"BUG #17882: I can't disable triggers on a table that has been partitioned",2,false,,,
17883,2023-04-04,"BUG #17883: Segmentation fault when create brin index on user-defined type.",2,false,,,
17884,2023-04-04,"BUG #17884: gist_page_items() crashes for a non-leaf page of an index with non-key columns",11,true,discussion_link,2023-05-19,45
17885,2023-04-04,"BUG #17885: slow planning constraint_exclusion",5,false,,,
17886,2023-04-04,"BUG #17886: Error disabling user triggers on a partitioned table",5,true,both,2023-04-05,1
17887,2023-04-05,"BUG #17887: EDB Community Installer for windows, locale selection not working properly",1,false,,,
17888,2023-04-06,"BUG #17888: Incorrect memory access in gist__int_ops for an input array with many elements",6,true,discussion_link,2023-06-15,70
17889,2023-04-06,"BUG #17889: Invalid cursor direction for a foreign scan that reached the fetch_size (MOVE BACKWARD ALL IN cX)",12,true,both,2024-07-19,470
17891,2023-04-12,"BUG #17891: MAIF - Strange behavior on Grants with Groups",1,false,,,
17892,2023-04-12,"BUG #17892: Bug primary key",5,false,,,
17893,2023-04-12,"BUG #17893: Assert failed in heap_update()/_delete() when FK modiified by RI trigger in non-read-committed xact",6,true,both,2023-11-28,230
17895,2023-04-13,"BUG #17895: Bug concerning UTF-8",3,false,,,
17896,2023-04-14,"BUG #17896: xmlagg exponentially slower than string_agg equivalent",2,false,,,
17897,2023-04-14,"BUG #17897: Crash on assignment to array of constraint-less domain over composite type",3,true,both,2023-04-15,1
17898,2023-04-15,"BUG #17898: Build failure when strip is LLVM's version",2,true,discussion_link,2023-04-20,5
17900,2023-04-16,"BUG #17900: llvm-jit uses deprecated symbols in LLVM 16",2,false,,,
17901,2023-04-17,"BUG #17901: Unexpected 'permission denied' error depending on which template used to create database",2,false,,,
17902,2023-04-17,"BUG #17902: export/import tenant not possible due to PG internal id on jsonB fields.",5,false,,,
17903,2023-04-19,"BUG #17903: There is a bug in the KeepLogSeg()",13,true,discussion_link,2023-04-27,8
17904,2023-04-19,"BUG #17904: Inconsistent value of max_worker_processes parameter in the config file and running cluster",1,false,,,
17905,2023-04-21,"BUG #17905: phpPgAdmin 7.13.0 is not updated to support PHP 8.1.16",1,false,,,
17906,2023-04-21,"BUG #17906: Segmentation fault and database crash during procedure call",5,false,,,
17907,2023-04-24,"BUG #17907: PostgresSQL 15.x contains OpenSSL DLLs (vulnerable to CVE-2023-0464, CVE-2023-0465 & CVE-2023-0466)",2,false,,,
17908,2023-04-25,"BUG #17908: plpython_to_hstore() crashes with a non-dict argument",3,true,both,2023-04-27,2
17909,2023-04-27,"BUG #17909: CREATE SCHEMA AUTHORIZATION sch CREATE TABLE foo ( id INT ) will coredump",14,true,discussion_link,2023-04-28,1
17910,2023-04-27,"BUG #17910: gcc-introduced load may cause concurrency bug",2,false,,,
17911,2023-04-27,"BUG #17911: Database or JDBC Driver Provides Incorrect Type",5,false,,,
17912,2023-04-28,"BUG #17912: Invalid memory access when converting plpython' array containing empty array",12,true,both,2023-04-28,0
17913,2023-04-30,"BUG #17913: alter column set (n_distinct=...) on partition head doesn't work for declarative partitioned tables",3,false,,,
17914,2023-05-01,"BUG #17914: walsenders taking up all memory",5,false,,,
17915,2023-05-02,"BUG #17915: sha256sum check failure on postgress 14 rhel-7-x86_64 repository",1,false,,,
17916,2023-05-03,"BUG #17916: Expression IN list translates to unqualified operator",4,false,,,
17917,2023-05-03,"BUG #17917: to_tsquery syntax error",3,false,,,
17918,2023-05-03,"BUG #17918: Checksum failed while sync repos for a package",3,false,,,
17919,2023-05-03,"BUG #17919: ""client hello"" message / SNI / Openshift Routes",7,false,,,
17920,2023-05-04,"BUG #17920: Incorrect memory access in array_position(s) is detected (or not)",3,true,both,2023-05-04,0
17921,2023-05-05,"BUG #17921: Packages missing on reposync",3,false,,,
17922,2023-05-06,"BUG #17922: ANY vs IN execution plan difference for a single explicit input value",2,false,,,
17923,2023-05-07,"BUG #17923: Excessive warnings of collation version mismatch in logs",6,false,,,
17924,2023-05-07,"BUG #17924: Inverted behavior of ""Date"" and ""Reverse Date"" when searching a mailbox archive",3,false,,,
17925,2023-05-08,"BUG #17925: Incorrect select query result",4,false,,,
17926,2023-05-08,"BUG #17926: Segfault in SELECT",4,false,,,
17927,2023-05-10,"BUG #17927: Postgres does not compile with LLVM-16",2,false,,,
17928,2023-05-11,"BUG #17928: Standby fails to decode WAL on termination of primary",86,true,discussion_link,2023-09-22,134
17929,2023-05-12,"BUG #17929: LLVMBuildGEP: symbol not found",3,false,,,
17930,2023-05-12,"BUG #17930: Regression in DISABLE TRIGGER ALL",3,false,,,
17931,2023-05-15,"BUG #17931: Faild to stop PostgresSQL Service",2,false,,,
17932,2023-05-15,"BUG #17932: Cannot select big bytea values(>500MB)",3,false,,,
17933,2023-05-15,"BUG #17933: pgAgent - password doesn't work",1,false,,,
17934,2023-05-16,"BUG #17934: Cannot run pgAdmin after upgrading from 15.2 to 15.3",3,false,,,
17935,2023-05-16,"BUG #17935: Incorrect memory access in fuzzystrmatch/difference()",2,true,both,2023-05-16,0
17936,2023-05-16,"BUG #17936: Memory Leak when OPERATOR FAMILY use LANGUAGE SQL function",2,false,,,
17937,2023-05-17,"BUG #17937: Corrupt Indexes after reusing DRBD Device on new VM",2,false,,,
17938,2023-05-22,"BUG #17938: could not open shared memory segment ""/PostgreSQL.615216676"": No such file or directory",6,false,,,
17939,2023-05-23,"BUG #17939: CREATE EXTENSION pltcl; looks in the wrong folder",2,false,,,
17940,2023-05-23,"BUG #17940: PostgreSQL Installer For Windows Cannot Initialize Cluster When BeyondTrust Installed",5,false,,,
17942,2023-05-24,"BUG #17942: vacuumdb doesn't populate extended statistics on partitioned tables",8,false,,,
17943,2023-05-24,"BUG #17943: Undefined symbol LLVMBuildGEP in llvmjit.so during pg_restore",8,false,,,
17944,2023-05-25,"BUG #17944: Partial index on boolean field is not picked when using = while the index is created with is",2,false,,,
17945,2023-05-25,"BUG #17945: Different order of definition of a constraint causes constraint violation",2,false,,,
17946,2023-05-25,"BUG #17946: LC_MONETARY & DO LANGUAGE plperl - BUG",38,false,,,
17947,2023-05-26,"BUG #17947: Combination of replslots pgstat issues causes error/assertion failure",9,true,discussion_link,2024-06-05,376
17948,2023-05-26,"BUG #17948: libpq seems to misbehave in a pipelining corner case",6,true,discussion_link,2023-12-05,193
17949,2023-05-28,"BUG #17949: Adding an index introduces serialisation anomalies.",28,true,both,2023-07-03,36
17950,2023-05-29,"BUG #17950: Incorrect memory access in gtsvector_picksplit()",8,true,discussion_link,2023-09-04,98
17951,2023-05-30,"BUG #17951: hashtext('input') returning non-integer value for certain inputs",2,false,,,
17952,2023-06-01,"BUG #17952: rhel-8-aarch64 yum repository for Postgres 14 is missing repodata",1,false,,,
17953,2023-06-01,"BUG #17953: Libpq can stall indefinitely with non-tls localhost (127.0.0.1) connection",3,false,,,
17954,2023-06-01,"BUG #17954: Postgres startup fails with `could not locate a valid checkpoint record`",2,false,,,
17956,2023-06-01,"BUG #17956: proj90-debuginfo (proj90-debuginfo-9.0.1) CRC does not match proj90.so (proj90-9.0.1) CRC",2,false,,,
17957,2023-06-01,"BUG #17957: psql-16beta1 \df+ does not show the function body",4,true,discussion_link,2023-06-01,0
17958,2023-06-01,"BUG #17958: There was a error message while installing postgreSQL15 or 14 .",1,false,,,
17959,2023-06-03,"BUG #17959: amcheck fails to find a matching index tuple for an invisible heap tuple",5,false,,,
17960,2023-06-04,"BUG #17960: pg_dump does not backup generated columns correctly.",2,false,,,
17961,2023-06-04,"BUG #17961: Incorrect aggregation MIN, AVG, MAX",3,false,,,
17962,2023-06-05,"BUG #17962: postgresql 11 hangs on poly_contain with specific data",7,false,,,
17963,2023-06-06,"BUG #17963: Recursive table cannot be referenced when using LEFT JOIN instead of LATERAL in recursive term",2,false,,,
17964,2023-06-06,"BUG #17964: Missed query planner optimization",8,false,,,
17965,2023-06-07,"BUG #17965: SIGSEGV from LLVM13 JIT when executing SQL.",1,false,,,
17967,2023-06-07,"BUG #17967: [msvc-x86] Failed to build with error LNK2019: unresolved external symbol __BitScanReverse64 referen",5,true,both,2023-06-07,0
17968,2023-06-11,"BUG #17968: installation",5,false,,,
17969,2023-06-11,"BUG #17969: Assert failed in bloom_init() when false_positive_rate = 0.25",8,true,discussion_link,2023-11-08,150
17970,2023-06-13,"BUG #17970: FEATURE REQUEST-allow re-adding GENERATED ALWAYS AS constraint to existing columns after removing it",3,false,,,
17972,2023-06-13,"BUG #17972: Assert failed in pull_varattnos_walker() for view with subquery and security qual",2,true,both,2023-06-13,0
17973,2023-06-13,"BUG #17973: Reinit of pgstats entry for dropped DB can break autovacuum daemon",24,true,discussion_link,2023-09-03,82
17974,2023-06-14,"BUG #17974: Walsenders memory usage suddenly spike to 80G+ causing OOM and server reboot",8,false,,,
17975,2023-06-14,"BUG #17975: Nested Loop Index Scan returning wrong result",18,true,both,2023-06-19,5
17976,2023-06-14,"BUG #17976: Inconsistent results of SELECT using CASE WHEN clause",9,true,both,2023-06-15,1
17977,2023-06-15,"BUG #17977: PorstGreSQL in a jail crashes randomly with Signal 10 bus error",9,false,,,
17978,2023-06-15,"BUG #17978: Unexpected error: ""wrong varnullingrels (b) (expected (b 5)) for Var 6/2"" triggered by JOIN",7,true,both,2023-06-20,5
17979,2023-06-15,"BUG #17979: (pg_tsparser + ts_headline) duplicate output if dot present",2,false,,,
17981,2023-06-19,"BUG #17981: HY000 server closed the connection unexpectedly",2,false,,,
17982,2023-06-19,"BUG #17982: Inconsistent results of SELECT with CTE caused by subquery comparison",3,false,,,
17983,2023-06-19,"BUG #17983: Assert IsTransactionState() failed when empty string statement prepared in aborted transaction",4,true,both,2023-06-21,2
17984,2023-06-20,"BUG #17984: Service stopped and cannot restart",2,false,,,
17985,2023-06-20,"BUG #17985: Inconsistent results of SELECT comparing two CASE WHEN clause",3,true,both,2023-06-20,0
17986,2023-06-20,"BUG #17986: Inconsistent results of SELECT affected by btree index",5,false,,,
17987,2023-06-21,"BUG #17987: zypper refresh failed when installed the postgresql",4,false,,,
17988,2023-06-21,"BUG #17988: psql generates segfault when connecting to remote database",2,false,,,
17989,2023-06-22,"BUG #17989: ERROR: could not open file ""pg_logical/snapshots/6-1E182808.snap"": Permission denied",1,false,,,
17990,2023-06-22,"BUG #17990: PSQL Process hangs in parallel mode",2,false,,,
17991,2023-06-22,"BUG #17991: FATAL: cannot request additional shared memory outside shmem_request_hook",3,false,,,
17992,2023-06-23,"BUG #17992: Followed instructions to setup Postgresql but systemctl restart postgresql-15.service",1,false,,,
17993,2023-06-24,"BUG #17993: FK issue on logical replication table",2,false,,,
17994,2023-06-24,"BUG #17994: Invalidating relcache corrupts tupDesc inside ExecEvalFieldStoreDeForm()",33,true,both,2023-06-29,5
17995,2023-06-24,"BUG #17995: Segmentation fault caused by UPDATE statement",8,true,both,2023-06-24,0
17997,2023-06-25,"BUG #17997: Assert failed in validatePartitionedIndex() when attaching partition index to child of valid index",14,true,discussion_link,2023-06-30,5
17998,2023-06-26,"BUG #17998: Postgres crashes when executing WorkTableScan.",3,false,,,
17999,2023-06-26,"BUG #17999: comment to BUG 17990 (PSQL Process hangs in parallel mode)",1,false,,,
18000,2023-06-26,"BUG #18000: Access method used by matview can be dropped leaving broken matview",10,true,discussion_link,2023-06-29,3
18001,2023-06-26,"BUG #18001: Invalid subquery passed as true",2,false,,,
18002,2023-06-27,"BUG #18002: Duplicate entries of row possible even after having primary key",8,false,,,
18003,2023-06-27,"BUG #18003: FATAL: cannot request additional shared memory outside shmem_request_hook",5,false,,,
18005,2023-06-29,"BUG #18005: PSQL Process hangs in parallel mode",4,false,,,
18006,2023-06-29,"BUG #18006: recovery_target_action=shutdown triggers automatic recovery on next startup (beyond point in time)",2,false,,,
18007,2023-06-29,"BUG #18007: age(timestamp, timestamp) is marked as immutable, but using age(date, date) says it's not",9,false,,,
18008,2023-06-30,"BUG #18008: SSL certificate error for Stackbuilder 4.2.1",3,false,,,
18009,2023-06-30,"BUG #18009: Postgres Recovery not happening",6,false,,,
18010,2023-07-01,"BUG #18010: Bug with installation/auto-configuration",1,false,,,
18011,2023-07-01,"BUG #18011: Declarative partition privilege problem cause incorrect execution plans",3,false,,,
18012,2023-07-02,"BUG #18012: Installer fails to run .bat files when they are registered to Notepad++",4,false,,,
18013,2023-07-03,"BUG #18013: Failed installing",3,false,,,
18014,2023-07-04,"BUG #18014: Releasing catcache entries makes schema_to_xmlschema() fail when parallel workers are used",24,true,both,2023-10-14,102
18015,2023-07-05,"BUG #18015: missing dependency packages for postgis extension",2,false,,,
18016,2023-07-06,"BUG #18016: REINDEX TABLE failure",21,true,discussion_link,2024-01-26,204
18017,2023-07-07,"BUG #18017: configure --with-ldap fails when openldap is installed",4,false,,,
18018,2023-07-10,"BUG #18018: Homebrew link is broken",7,false,,,
18019,2023-07-12,"BUG #18019: misbehaviour by replication",7,false,,,
18021,2023-07-15,"BUG #18021: Loading Error",2,false,,,
18023,2023-07-16,"BUG #18023: when the query shows an error SQL Error [XX000]: ERROR: pg_attribute catalog is missing",1,false,,,
18025,2023-07-17,"BUG #18025: Probably we need to change behaviour of the checkpoint failures in PG",3,false,,,
18026,2023-07-17,"BUG #18026: compile error / fe-auth.c:807:64: error: 'CHAR_BIT' undeclared (first use in this function)",7,true,both,2023-07-17,0
18027,2023-07-17,"BUG #18027: Logical replication taking forever",8,false,,,
18029,2023-07-19,"BUG #18029: Misleading warning about Collation Changes with newer glibc version",1,false,,,
18030,2023-07-19,"BUG #18030: Large memory consumption caused by in-clause subqueries",4,false,,,
18031,2023-07-19,"BUG #18031: Segmentation fault after deadlock within VACUUM's parallel worker",8,true,both,2023-07-26,7
18033,2023-07-20,"BUG #18033: org.postgresql.util.PSQLException:",4,false,,,
18034,2023-07-20,"BUG #18034: Accept the spelling ""+infinity"" in datetime input is not accurate",6,false,,,
18035,2023-07-25,"BUG #18035: Assertion failure in jsonb_path_query",3,true,both,2023-08-01,7
18036,2023-07-26,"BUG #18036: Query planner chooses sub-optimal query path given enough IN tuples.",2,false,,,
18038,2023-07-27,"BUG #18038: Aliases removed from view definitions",5,false,,,
18040,2023-07-27,"BUG #18040: PostgreSQL does not report its version correctly",5,false,,,
18042,2023-07-28,"BUG #18042: Query planner favor index corresponding to a order by with a limit even when there is a where",4,false,,,
18043,2023-07-30,"BUG #18043: Merge fails to insert when source and target are same table and table is empty (contains no rows)",1,false,,,
18045,2023-08-01,"BUG #18045: NpgSQL installation not working",2,false,,,
18046,2023-08-01,"BUG #18046: stats collection behaviour change is affecting the usability of information.",10,false,,,
18047,2023-08-03,"BUG #18047: ODBC to PG long transaction causes PANIC",5,false,,,
18048,2023-08-03,"BUG #18048: Database process terminated automatically",2,false,,,
18049,2023-08-04,"BUG #18049: dynamic_shared_memory_type's value `posix` doesn't have any effect, syscall shm_get executes",3,false,,,
18051,2023-08-09,"BUG #18051: char(N) and varchar(N) behave opposite to the documentation",11,false,,,
18053,2023-08-10,"BUG #18053: fastpath count per pid in pg_locks shows > 16 entries",1,false,,,
18054,2023-08-13,"BUG #18054: Permission denied.",3,false,,,
18055,2023-08-14,"BUG #18055: logical decoding core on AllocateSnapshotBuilder()",22,true,discussion_link,2023-09-12,29
18057,2023-08-15,"BUG #18057: unaccent removes intentional spaces",10,true,both,2023-09-20,36
18058,2023-08-16,"BUG #18058: Http Extension Postgres",1,false,,,
18059,2023-08-17,"BUG #18059: Unexpected error 25001 in stored procedure",5,true,both,2023-08-24,7
18060,2023-08-18,"BUG #18060: Left joining rows using random() function in join condition doesn't work as expected.",6,false,,,
18061,2023-08-18,"BUG #18061: The psql -v variable option does not work for the -c command option",3,false,,,
18063,2023-08-22,"BUG #18063: postgresql-x64-14 service not working",1,false,,,
18064,2023-08-22,"BUG #18064: Order of cascading deletes by foreign key; ""on delete restrict""",2,false,,,
18065,2023-08-22,"BUG #18065: An error occurred when attempting to add a column of type ""vector"" to a table named ""vector"".",5,false,,,
18067,2023-08-22,"BUG #18067: Droping function that was used to generate column drops the column, even after `DROP EXPRESSION`",2,false,,,
18068,2023-08-24,"BUG #18068: Insufficient permission unless SUPERUSER",3,false,,,
18069,2023-08-25,"BUG #18069: pg_is_in_recovery() is false but recovery is not yet completed(i.e. recovery.signal is present)",1,false,,,
18070,2023-08-25,"BUG #18070: Assertion failed when processing error from plpy's iterator",15,true,discussion_link,2023-09-18,24
18074,2023-08-29,"BUG #18074: After enabling JIT, the query runtime increased by over a thousand times.",1,false,,,
18075,2023-08-29,"BUG #18075: configuration variable idle_session_timeout not working as expected",13,false,,,
18076,2023-08-29,"BUG #18076: Consistently receiving Signal 7 and Signal 11 errors",4,false,,,
18077,2023-08-30,"BUG #18077: PostgreSQL server subprocess crashed by a SELECT statement with WITH clause",16,true,both,2023-09-15,16
18078,2023-08-31,"BUG #18078: createdb not working",8,false,,,
18080,2023-09-04,"BUG #18080: to_tsvector fails for long text input",5,true,both,2023-09-25,21
18081,2023-09-04,"BUG #18081: Spurious ""function with OID ###### does not exist"" error",3,false,,,
18082,2023-09-04,"BUG #18082: coredump during initdb",5,false,,,
18083,2023-09-04,"BUG #18083: not compile PostgreSQL module in Qt with GCC 11.2 compiler",6,false,,,
18084,2023-09-04,"BUG #18084: Count Mismatch Challenges During PostgreSQL Database Migration: Causes and Solutions",8,false,,,
18085,2023-09-05,"BUG #18085: Error in documentation",2,false,,,
18086,2023-09-05,"BUG #18086: compilation failed due to epoll_create1 not present",3,false,,,
18087,2023-09-05,"BUG #18087: pg_visibility: false positives in pg_check_visible",2,false,,,
18088,2023-09-05,"BUG #18088: Table Corruption Issues Arising from Abrupt Server Shutdown During PostgreSQL 10.20 to 14.7 Migratio",2,false,,,
18089,2023-09-05,"BUG #18089: Orphaned Rows During PostgreSQL Data Migration",2,false,,,
18090,2023-09-05,"BUG #18090: Encountering Toast Table Corruption and Missing Chunk Number Error During PostgreSQL Data Migration",2,false,,,
18091,2023-09-07,"BUG #18091: Unexpected Result by enable_material",3,false,,,
18092,2023-09-07,"BUG #18092: Unexpected Result by enable_seqscan",3,false,,,
18094,2023-09-07,"BUG #18094: max max_connections cannot be set",8,false,,,
18095,2023-09-07,"BUG #18095: Unintended non-SSL connection attempt by psql cli command after a failed password authentication",3,false,,,
