bug_number,reported_dt,subject,thread_message_cnt,is_acted_upon,linked_via,first_commit_dt,days_to_commit
18404,2024-03-22,"BUG #18404: Select from pg_stat_activity in a plpgsql block can lead to a global locking issue",2,false,,,
18405,2024-03-23,"BUG #18405: flaw in dump of inherited/dropped constraints",4,false,,,
18406,2024-03-25,"BUG #18406: Connection issue after upgrading to postgres16",2,false,,,
18407,2024-03-25,"BUG #18407: ALTER TABLE SET SCHEMA on foreign table with SERIAL column does not move sequence to new schema",4,true,both,2024-03-26,1
18408,2024-03-26,"BUG #18408: ERROR: could not load library",4,false,,,
18409,2024-03-27,"BUG #18409: After my windows update, I can not run postgre 16 server",2,false,,,
18410,2024-03-27,"BUG #18410: SQL Error [XX000]: ERROR: variable not found in subplan target list",4,false,,,
18411,2024-03-27,"BUG #18411: Unable to create database with owner on AWS RDS",8,false,,,
18412,2024-03-27,"BUG #18412: could not send data to client: Broken pipe",1,false,,,
18414,2024-03-28,"BUG #18414: When the key values are the same, the memory limit is exceeded when making a hash join",1,false,,,
18415,2024-03-28,"BUG #18415: Logical replication errors.",5,false,,,
18416,2024-03-28,"BUG #18416: Confirmation of Issue with PostgreSQL ODBC Driver for Windows",5,false,,,
18417,2024-03-29,"BUG #18417: Excessive log messages on warm standby server",1,false,,,
18419,2024-04-03,"BUG #18419: Auto Vacuum In PostgreSQL 10.21",2,false,,,
18420,2024-04-04,"BUG #18420: Unexpected values appeared in select query statements that should logically imply each other",3,false,,,
18422,2024-04-05,"BUG #18422: Assert in expandTupleDesc() fails on row mismatch with additional SRF",11,true,both,2024-04-15,10
18423,2024-04-06,"BUG #18423: suboptimal query plan is used when ordering by an indexed field with limit",3,false,,,
18424,2024-04-07,"BUG #18424: Build failure when static linking with openldap",2,false,,,
18425,2024-04-10,"BUG #18425: KB5036892 Microsoft Update Package Issue",4,false,,,
18426,2024-04-10,"BUG #18426: Canceling vacuum while truncating a relation leads to standby PANIC",6,true,discussion_link,2024-12-20,254
18427,2024-04-11,"BUG #18427: RPM postgis33_15-3.3.6-3PGDG.rhel9.x86_64.rpm not signed",4,false,,,
18428,2024-04-12,"BUG #18428: Connection broken but DB service still alive.",3,false,,,
18429,2024-04-12,"BUG #18429: Inconsistent results on similar queries with join lateral",15,true,both,2024-04-16,4
18430,2024-04-12,"BUG #18430: syntax error when using aggregate function in where clause of subquery",6,false,,,
18432,2024-04-14,"BUG #18432: Polymorphic, table-returning PL/pgSQL function fails with an erroneous ""schema mismatch"" error",1,false,,,
18433,2024-04-14,"BUG #18433: Logical replication timeout",12,false,,,
18437,2024-04-15,"BUG #18437: The index scan result is more than the full scan result, and the primary key index has duplicate val",3,false,,,
18438,2024-04-15,"BUG #18438: regex isnt working for ""^"" , "".*""",2,false,,,
18439,2024-04-16,"BUG #18439: No way to see national language error messages when running UTF8 scripts with psql.exe on Windows",1,false,,,
18440,2024-04-16,"BUG #18440: Query does not prune partitions correctly or use index when prepared statements are used",2,false,,,
18442,2024-04-19,"BUG #18442: Unnecessary Sort operator in indexScan Plan",6,false,,,
18443,2024-04-19,"BUG #18443: jsonb_agg issue. Again.",5,false,,,
18445,2024-04-23,"BUG #18445: date_part / extract range for hours do not match documentation",7,false,,,
18446,2024-04-23,"BUG #18446: Postgres.exe crash observed while installing the application",1,false,,,
18449,2024-04-27,"BUG #18449: Altering column type fails when an SQL routine depends on the column",7,true,both,2024-04-28,1
18450,2024-04-27,"BUG #18450: The memory usage of the postgresql12.6 walsender process is abnormally high.",3,false,,,
18451,2024-04-30,"BUG #18451: NULL fails to coerce to string when performing string comparison",13,false,,,
18452,2024-04-30,"BUG #18452: [PostgreSQL and 16.1]: [Postgres.exe crash observed while installing the application]",2,false,,,
18453,2024-04-30,"BUG #18453: --exclude-database has problems with capital letters",4,false,,,
18454,2024-05-02,"BUG #18454: Reproducible SIGSEGV in query",1,false,,,
18455,2024-05-02,"BUG #18455: DST information is flagged wrongly",4,false,,,
18456,2024-05-03,"BUG #18456: Trigger data in plpython3u trigger-function changes in AFTER UPDATE OR INSERT trigger",5,true,bug_ref,2024-05-07,4
18457,2024-05-07,"BUG #18457: Possible data loss needs to be evaluated",5,false,,,
18458,2024-05-07,"BUG #18458: SQL Error [XX000]: ERROR: cache lookup failed for type 0",3,false,,,
18459,2024-05-09,"BUG #18459: running pg_ctl.exe from inside a program running as a Windows service returns ""error code 6""",2,false,,,
18462,2024-05-14,"BUG #18462: Wrong SELinux types of the binary files",1,false,,,
18463,2024-05-14,"BUG #18463: Possible bug in stored procedures with polymorphic OUT parameters",10,true,both,2024-05-15,1
18464,2024-05-14,"BUG #18464: Replacing a SQL function silently drops the generated columns that use this function",6,false,,,
18465,2024-05-14,"BUG #18465: Wrong results from SELECT DISTINCT MIN in scalar subquery using HashAggregate",3,true,both,2024-05-18,4
18466,2024-05-15,"BUG #18466: Wrong row estimate for nested loop",3,false,,,
18467,2024-05-15,"BUG #18467: postgres_fdw (deparser) ignores LimitOption",28,true,both,2024-06-07,23
18468,2024-05-15,"BUG #18468: CREATE TABLE ... LIKE leaves orphaned column reference in extended statistics",7,true,both,2024-05-22,7
18469,2024-05-16,"BUG #18469: OOM occurs and backend processes are kept in Zombie state.",2,false,,,
18470,2024-05-17,"BUG #18470: Time literal accepted in Postgres 15 and below, not accepted in Postgres 16",5,true,both,2024-05-22,5
18471,2024-05-17,"BUG #18471: Possible JIT memory leak resulting in signal 11: Segmentation fault on ARM",4,false,,,
18472,2024-05-17,"BUG #18472: SELECT FOR UPDATE locking more rows than expected",2,false,,,
18473,2024-05-21,"BUG #18473: Problems deployment postgresql for windows",4,false,,,
18474,2024-05-22,"BUG #18474: wal_writer_delay limited to arbitrary value of 10s",1,false,,,
18475,2024-05-23,"BUG #18475: pg_dump: ""Error Segmentation fault""",2,false,,,
18476,2024-05-23,"BUG #18476: Debian Install Docs have confusing code block structure",2,false,,,
18477,2024-05-23,"BUG #18477: A specific SQL query with ""ORDER BY ... NULLS FIRST"" is performing poorly if an ordering column is n",9,false,,,
18478,2024-05-24,"BUG #18478: uuid-ossp extension is not installed with PostgreSQL 17 Beta 1",6,false,,,
18479,2024-05-24,"BUG #18479: websearch_to_tsquery inconsistent behavior for german when using parentheses",3,true,both,2024-06-14,21
18481,2024-05-27,"BUG #18481: BIGINT Out of Range Error When Selecting Data",2,false,,,
18482,2024-05-28,"BUG #18482: The first data after paging is inconsistent with the actual first data",2,false,,,
18483,2024-05-28,"BUG #18483: Segmentation fault in tests modules",16,true,both,2024-06-07,10
18484,2024-05-28,"BUG #18484: ""Cannot enlarge string buffer"" during parallel execution of prepared statement/partitioning",12,true,discussion_link,2024-07-01,34
18486,2024-05-29,"BUG #18486: Is there something wrong with the calculation in ReorderBufferChangeSize()?",4,false,,,
18487,2024-05-29,"BUG #18487: libpq: Race condition in PQsetdbLogin/emitHostIdentityInfo/libpq_gettext",1,false,,,
18488,2024-05-30,"BUG #18488: Installation of postgis30_13 fails on Rocky 9",3,false,,,
18489,2024-05-31,"BUG #18489: CONSUMO CPU",2,false,,,
18490,2024-06-01,"BUG #18490: Assert in comparetup_index_btree_tiebreak() fails when pg_class reindexed during a table creation",2,false,,,
18492,2024-06-03,"BUG #18492: Adding a toasted column to a table with an inherited temp table fails with Assert",4,true,both,2024-06-07,4
18493,2024-06-03,"BUG #18493: COPY FROM STDIN BINARY failure",2,false,,,
18494,2024-06-04,"BUG #18494: hstore data type not recognized by Npgsql in PostgreSQL 16.3",3,false,,,
18495,2024-06-05,"BUG #18495: invalid type mapping for timestamptz from call of: getMetaData and then geColumns on PgConnection.",2,false,,,
18496,2024-06-06,"BUG #18496: Strange Handling for Circular Views and Permissions in PostgreSQL",2,false,,,
18497,2024-06-06,"BUG #18497: Heap-use-after-free in plpgsql",2,true,both,2024-06-13,7
18498,2024-06-07,"BUG #18498: Locking a table from a trigger (with using two sessions) causes a deadlock: the bug or the feature?",6,false,,,
18499,2024-06-07,"BUG #18499: Reindexing spgist index concurrently triggers Assert(""TransactionIdIsValid(state->myXid)"")",7,true,both,2024-06-17,10
18500,2024-06-09,"BUG #18500: Detaching a partition with an index manually attached to the parent's index triggers Assert",24,true,discussion_link,2024-07-12,33
18501,2024-06-10,"BUG #18501: haproxy-3.0.0 not signed",1,false,,,
18502,2024-06-11,"BUG #18502: Upsert on view returns 42P10 error when condition is an expression",4,true,both,2024-06-11,0
18503,2024-06-11,"BUG #18503: Reproducible 'Segmentation fault' in 16.3 on ARM64",7,false,,,
18504,2024-06-11,"BUG #18504: More than one row with the same Primary Key",2,false,,,
18505,2024-06-11,"BUG #18505: while installation of postgresql ,getting warning by selecting postresql 16 on port 5432",1,false,,,
18506,2024-06-12,"BUG #18506: Memory Leak on wrong INNER JOINs",3,false,,,
18507,2024-06-13,"BUG #18507: See C include file ""ntstatus.h"" for a description of the hexadecimal value.",2,false,,,
18508,2024-06-14,"BUG #18508: Not all packages are present in the repo on rhel 8",2,false,,,
18509,2024-06-14,"BUG #18509: Logical decoding behaves badly when processing a change record for a table with altered column",3,false,,,
18510,2024-06-14,"BUG #18510: jsonpath does not support trailing backslash at the end of the query",4,false,,,
18511,2024-06-16,"BUG #18511: changing global certificate directory path",1,false,,,
18512,2024-06-16,"BUG #18512: Backend memory leak when using command parameters after generating notifications",2,true,bug_ref,2024-07-01,15
18513,2024-06-17,"BUG #18513: PG17 build on windows generates postgres.exe.lib instead of postgres.lib",4,true,bug_ref,2024-06-20,3
18514,2024-06-17,"BUG #18514: Encountering an error invalid DSA memory alloc request size 1811939328 when executing script",6,false,,,
18516,2024-06-20,"BUG #18516: Foreign key data integrity is not validated when reenabled the trigger on tables",6,false,,,
18517,2024-06-20,"BUG #18517: Dropping a table referenced by an initially deferred foreign key fails with an error",2,true,both,2024-06-20,0
18518,2024-06-20,"BUG #18518: ::timestamp add minutes and seconds to the converted values",3,false,,,
18520,2024-06-24,"BUG #18520: Different results when analyze a relation with UDT.",2,false,,,
18521,2024-06-24,"BUG #18521: RLS should report when non-select operation is refused",1,false,,,
18522,2024-06-24,"BUG #18522: Wrong results with Merge Right Anti Join, inconsistent with Merge Anti Join",9,true,both,2024-07-08,14
18523,2024-06-26,"BUG #18523: String compare not consistent",6,false,,,
18525,2024-06-28,"BUG #18525: Boolean aggregate functions like EVERY/BOOL_AND should shortcut",2,false,,,
18526,2024-06-28,"BUG #18526: 'UPDATE' inconsistency using index scan with 'NOT EXIST' after upgrading to PostgreSQL 16",7,true,bug_ref,2024-07-08,10
18527,2024-07-01,"BUG #18527: Imported data using a csv file and made a latest entry into same table using a form. Got an issue!",3,false,,,
18528,2024-07-02,"BUG #18528: Installer displays error when installing",7,false,,,
18529,2024-07-04,"BUG #18529: Can not install as Document",3,false,,,
18531,2024-07-09,"BUG #18531: err when using 'current of' with incremental COMMIT",2,true,both,2024-07-15,6
18533,2024-07-12,"BUG #18533: pg_basebackup uses out-of-bounds memory and a segment error occurs during backup",3,false,,,
18534,2024-07-12,"BUG #18534: ERROR: portal ""C_n"" does not exist type of error getting thrown.",2,false,,,
18536,2024-07-13,"BUG #18536: Using WITH inside WITH RECURSIVE triggers a ""shouldn't happen"" error",6,true,both,2024-07-14,1
18540,2024-07-15,"BUG #18540: Does PG16 standby database support function pg_replication_origin_advance?",4,false,,,
18541,2024-07-15,"BUG #18541: Reattaching a partition referenced by a foreign key fails with an error",7,true,discussion_link,2024-08-08,24
18542,2024-07-16,"BUG #18542: Order by expression, that contains column from projection isn't working",2,false,,,
18543,2024-07-17,"BUG #18543: Mistake in docs example",2,true,both,2024-07-17,0
18544,2024-07-18,"BUG #18544: Setting local config_parameter to DEFAULT behaves unexpectedly when using period in config name",7,false,,,
18545,2024-07-19,"BUG #18545: \dt breaks transaction, calling error when executed in SET SESSION AUTHORIZATION",16,true,both,2024-07-31,12
18546,2024-07-20,"BUG #18546: Attempt to insert default into a non-updatable column of a view fails with a dubious error",4,true,both,2024-07-20,0
18547,2024-07-20,"BUG #18547: bemused by your unhelpful installation guides",3,false,,,
18549,2024-07-22,"BUG #18549: Support ipv6 link-local addresses in the inet type",3,false,,,
18550,2024-07-23,"BUG #18550: Cross-partition update of a former inheritance parent leads to an assertion failure",5,true,discussion_link,2024-07-24,1
18551,2024-07-23,"BUG #18551: pg_basebackup uses out-of-bounds memory and a segment error occurs during backup",2,false,,,
18552,2024-07-25,"BUG #18552: slow query, but using union is ok.",2,false,,,
18553,2024-07-26,"BUG #18553: Please seriously address the severe issue of database installation failures on Windows 10.",9,false,,,
18554,2024-07-26,"BUG #18554: pg_verifybackup is not work",2,false,,,
18556,2024-07-26,"BUG #18556: Parallel operation error during CREATE TABLE AS statement",4,false,,,
18557,2024-07-26,"BUG #18557: Compatibility issue",2,false,,,
18558,2024-07-27,"BUG #18558: ALTER PUBLICATION fails with unhelpful error on attempt to use system column",21,true,both,2024-08-15,19
18559,2024-07-30,"BUG #18559: Crash after detaching a partition concurrently from another session",12,true,both,2024-08-12,13
18560,2024-07-31,"BUG #18560: Inconsistent Behavior of PostgreSQL 'LIKE' Operator",5,false,,,
18561,2024-07-31,"BUG #18561: postgresql16-devel rpm cannot be installed due to missing Perl-IPC-Run",6,false,,,
18562,2024-08-01,"BUG #18562: pg_upgrade (14.12 -> 15.7/16.3) fails when schema has unlogged table with logged sequence",2,false,,,
18563,2024-08-01,"BUG #18563: Where is tha ""FIRST"" aggregate function??",3,false,,,
18564,2024-08-01,"BUG #18564: Incorrect sorting with using NULLS LAST (NULLS FIRST)",4,false,,,
18565,2024-08-01,"BUG #18565: Job finishes successfully but reruns unwanted!!!",2,false,,,
18567,2024-08-05,"BUG #18567: ERROR: cache lookup failed for attribute 1 of relation 74580",2,false,,,
18568,2024-08-06,"BUG #18568: BUG: Result wrong when do group by on partition table!",37,true,both,2024-11-08,94
18569,2024-08-06,"BUG #18569: Memory leak in Postgres Enterprise server",13,false,,,
18570,2024-08-06,"BUG #18570: Drop event trigger for DDL finishes successfully but trigger still executed on DDL",4,false,,,
18571,2024-08-06,"BUG #18571: A CTE with a DELETE auxiliary statement only deletes when the DELETE results are referenced later",2,false,,,
18572,2024-08-06,"BUG #18572: Crash during postgresql-16.3-2-windows-x64.exe installation",2,false,,,
18573,2024-08-06,"BUG #18573: Analyze command consumes several GB of memory - more than analyzed table size",6,false,,,
18574,2024-08-07,"BUG #18574: procedure cache does not invalidate when output parameter type mismatch",2,true,both,2024-08-07,0
18575,2024-08-07,"BUG #18575: Sometimes pg_rewind mistakenly assumes that nothing needs to be done.",11,true,both,2024-08-08,1
18576,2024-08-07,"BUG #18576: Using EXPLAIN (VERBOSE) in information_schema.element_types returns ERROR: failed to find plan for",13,true,both,2024-08-09,2
18577,2024-08-08,"BUG #18577: Miss out part invalItems in saved plansource of one CallStmt",1,false,,,
18578,2024-08-08,"BUG #18578: Broken postgresql12-*-12.20-1 rpms",2,false,,,
18580,2024-08-12,"BUG #18580: The pg_similarity appears to be wrong",2,false,,,
18581,2024-08-13,"BUG #18581: psql symbol append_history not found when quitting",3,false,,,
18582,2024-08-13,"BUG #18582: fixed range of search for empty slot in SLRU",4,true,discussion_link,2024-08-19,6
18583,2024-08-14,"BUG #18583: jsonb_populate_record return values cannot be queried correctly in subselects",3,false,,,
18584,2024-08-17,"BUG #18584: Triggers are not fired or executing when any DML transaction runs",2,false,,,
18585,2024-08-17,"BUG #18585: Date/time conversion functions are not protected against integer overflow",4,true,both,2024-12-09,114
18586,2024-08-21,"BUG #18586: Process (and transaction) is stuck in IPC when the DB is under high load",1,false,,,
18587,2024-08-21,"BUG #18587: PLPGSQL : conflict between variable and ON CONFLICT (a_column)",3,false,,,
18588,2024-08-22,"BUG #18588: Cannot force/let database use parallel execution in simple case.",17,false,,,
18589,2024-08-26,"BUG #18589: pg_get_viewdef returns wrong query",10,true,both,2024-08-29,3
18590,2024-08-26,"BUG #18590: during pg14 to pg15 migration , old passwords not migrated to scram-sha from md5",2,false,,,
18592,2024-08-27,"BUG #18592: rt_raster_to_gdal: Could not load the output GDAL driver after unsuccessful paralell operation",1,false,,,
18593,2024-08-28,"BUG #18593: Container Image Vulnerabilities",2,false,,,
18594,2024-08-28,"BUG #18594: CASE WHEN ELSE failing to return the expected output when the same colum is used in WHEN and ELSE",14,false,,,
18595,2024-08-29,"BUG #18595: Doesn't exist repodata folder in repository",1,false,,,
18596,2024-08-30,"BUG #18596: I can't download PostgreSQL16",2,false,,,
18598,2024-09-01,"BUG #18598: AddressSanitizer detects use after free inside json_unique_hash_match()",11,true,discussion_link,2024-09-11,10
18599,2024-09-03,"BUG #18599: server closed the connection unexpectedly",8,false,,,
18600,2024-09-04,"BUG #18600: Getting wait_type_event as IPC:BTreePage for count queries",5,false,,,
18603,2024-09-05,"BUG #18603: Yum repo does not contain 16.x version for Centos/RH/OEL7",2,false,,,
18604,2024-09-06,"BUG #18604: Regression in PostgreSQL 16.4: pg_dump Prevents Essential System Table Modifications",34,false,,,
18605,2024-09-09,"BUG #18605: cursor select not working",1,false,,,
18606,2024-09-09,"BUG #18606: syntax error at or near ""ROWS""",2,false,,,
18607,2024-09-09,"BUG #18607: UNION ALL discards all foreign key relations + indexes",6,false,,,
18608,2024-09-10,"BUG #18608: Assert in check_agglevels_and_constraints() fails on creating a rule with aggr(NEW) in subselect",2,true,both,2024-09-11,1
18609,2024-09-11,"BUG #18609: Repeated installcheck failure in test_pg_dump due to existing role",5,false,,,
18610,2024-09-11,"BUG #18610: llvm error: __aarch64_swp4_acq_rel which could not be resolved",6,true,discussion_link,2024-11-22,72
18611,2024-09-12,"BUG #18611: Postgres service crashes continuously in loop of reinitialization if disk partition is full",2,false,,,
18612,2024-09-12,"BUG #18612: Postgres crash with segfault on disk full - ____strtof_l_internal (strtod_l.c:1019)",2,false,,,
18613,2024-09-12,"BUG #18613: Incorrect output for foreign tables with NOT NULL constraints",3,false,,,
18614,2024-09-12,"BUG #18614: [ECPG] out of bound in DecodeDateTime",12,true,discussion_link,2024-10-22,40
18615,2024-09-12,"BUG #18615: installer cannot be executed as ""nt-autorität\system""",6,false,,,
18616,2024-09-13,"BUG #18616: Long-running hash index build can not be interrupted",5,true,both,2024-09-13,0
18617,2024-09-13,"BUG #18617: PostgreSQL Server Subprocess Crashes by the XPATH Function Expression with Crafted Arguments",7,true,both,2024-09-15,2
18618,2024-09-15,"BUG #18618: pg_upgrade from 14 to 15+ fails for unlogged table with identity column",4,true,both,2024-09-17,2
18619,2024-09-16,"BUG #18619: uppercase column with quotation marks, gets an error without quotation marks",6,false,,,
18620,2024-09-16,"BUG #18620: Problem: Slow Delete Operation",2,false,,,
18621,2024-09-17,"BUG #18621: postgres_fdw cannot work with tables that use schemaless functions in triggers",5,false,,,
18622,2024-09-18,"BUG #18622: Attempt to grant role in absence of INHERIT option fails with internal error",1,false,,,
18623,2024-09-18,"BUG #18623: postgresql v14.13.1 installation error",1,false,,,
18624,2024-09-19,"BUG #18624: Memory Leak Issue with PostgreSQL Connection During COPY Command Execution.",10,false,,,
18625,2024-09-20,"BUG #18625: user-created extensions change ownership to ""postgres"" after upgrade",6,false,,,
18626,2024-09-20,"BUG #18626: Using ampersand (&) in password fails installation.",1,false,,,
18627,2024-09-22,"BUG #18627: Regression (15 -> 16) - Join removal not performed when join condition spans multiple tables",6,true,both,2024-09-27,5
18628,2024-09-22,"BUG #18628: Race condition during attach/detach partition breaks constraints of partition having foreign key",7,false,,,
18630,2024-09-25,"BUG #18630: Incorrect memory access inside ReindexIsProcessingIndex() on VACUUM",6,true,discussion_link,2024-09-27,2
18631,2024-09-25,"BUG #18631: Brocken postgresql12-devel RPM",4,false,,,
18632,2024-09-25,"BUG #18632: Whether you need to consider modifying the array's handling of delimiters？",9,false,,,
18634,2024-09-26,"BUG #18634: Wrong varnullingrels with merge ... when not matched by source",9,true,both,2024-10-03,7
18635,2024-09-27,"BUG #18635: "" $libdir/adminpack could not be loaded"" error with pg_upgrade to PostgreSQL17",11,false,,,
18636,2024-09-27,"BUG #18636: I am seeing a difference in behavior between 13.12 and 15.6 for full text searching",2,false,,,
18637,2024-09-27,"BUG #18637: CREATE INDEX won't look up operator classes in search_path if PARTITION BY is specified",7,true,both,2024-10-05,8
18638,2024-09-27,"BUG #18638: PANIC: could not open file ""pg_logical/snapshots/B6-9EE5B820.snap"": Permission denied",2,false,,,
18639,2024-09-27,"BUG #18639: Unexpected behavior with SET ROLE and CREATE ROLE interaction",2,false,,,
18640,2024-09-28,"BUG #18640: Replica Sync Failure After Downtime in Patroni HA Setup Due to Missing WAL Segments",1,false,,,
18641,2024-09-28,"BUG #18641: Logical decoding of two-phase commit fails with TOASTed default values",10,true,discussion_link,2024-10-07,9
18642,2024-09-30,"BUG #18642: Creating a materialized view on top of ts_stat succeeds on 16.4, but it fails on 17.0",2,false,,,
18643,2024-10-01,"BUG #18643: EXPLAIN estimated rows mismatch",9,false,,,
18644,2024-10-01,"BUG #18644: ALTER PUBLICATION ... SET (publish_via_partition_root) wrong/undocumented behavior.",20,true,discussion_link,2024-10-25,24
18645,2024-10-03,"BUG #18645: Change between 16 and 17 when attaching partitions and the root tbl has identity col",1,false,,,
18646,2024-10-04,"BUG #18646: The problem with the installer",5,false,,,
18647,2024-10-08,"BUG #18647: INSERT statements execute functions twice.",8,false,,,
18648,2024-10-09,"BUG #18648: When I restore the database on rockylinux9, I will use amcheck to check that there will be an abnorm",3,false,,,
18649,2024-10-09,"BUG #18649: PG17 release note bug for ""AS LOCAL""",2,true,discussion_link,2024-10-09,0
18650,2024-10-09,"BUG #18650: rhel-8-aarch64 yum repository for Postgres 13 is missing repodata",1,false,,,
18652,2024-10-09,"BUG #18652: Planner can not find pathkey item to sort for query with expression and expression index",18,true,both,2024-10-12,3
18653,2024-10-13,"BUG #18653: Is it necessary for ATExecDropInherit to acquire an AccessExclusiveLock on the parent table?",1,false,,,
18654,2024-10-14,"BUG #18654: From fuzzystrmatch, levenshtein function with costs parameters produce incorrect results",3,false,,,
18655,2024-10-14,"BUG #18655: APT repository shell script doesn't work",4,false,,,
18656,2024-10-15,"BUG #18656: ""STABLE"" function sometimes does not see changes",3,true,both,2024-10-16,1
18657,2024-10-15,"BUG #18657: Using JSON_OBJECTAGG with volatile function leads to segfault",31,true,both,2024-10-20,5
18658,2024-10-16,"BUG #18658: Assert in SerialAdd() due to race condition",7,true,both,2024-10-21,5
18659,2024-10-17,"BUG #18659: Need support on disable database queries to memory dump",1,false,,,
18660,2024-10-17,"BUG #18660: information_schema.columns.ordinal_position has gaps when primary key columns are dropped",3,false,,,
18661,2024-10-17,"BUG #18661: Libcurl.dll could not be found",2,false,,,
18662,2024-10-17,"BUG #18662: ORDER BY after GROUPING SETS does not order correctly for certain WHERE condition",2,false,,,
18663,2024-10-18,"BUG #18663: synchronous_standby_names vs synchronous_commit vs pg_stat_replication",5,true,discussion_link,2025-01-09,83
18664,2024-10-20,"BUG #18664: Assert in BeginCopyTo() fails when source DML query rewritten with notifying rule",4,true,both,2024-10-21,1
18665,2024-10-21,"BUG #18665: Breaking a foreign constraint: the error message may be more detailed",2,false,,,
18666,2024-10-21,"BUG #18666: Standby cluster does not start after building from Primary cluster.",4,false,,,
18667,2024-10-21,"BUG #18667: Default Permission Role Group",2,false,,,
18668,2024-10-21,"BUG #18668: [Windows] September 2024 releases (17.0, 16.4, etc) all include older libiconv-2.dll",3,false,,,
18669,2024-10-23,"BUG #18669: pg_get_shmem_allocations show wrong memory for 11 structures",1,false,,,
18670,2024-10-24,"BUG #18670: Can't install success, the cluster always failed",1,false,,,
18671,2024-10-24,"BUG #18671: Unable to Run PostgreSQL on EndeavourOS without Modifying visudo",2,false,,,
18672,2024-10-24,"BUG #18672: failing to link postgresql",3,false,,,
18673,2024-10-25,"BUG #18673: Uninstallation of second instance",1,false,,,
18674,2024-10-26,"BUG #18674: Partitioned table doesn't depend on access method it uses",8,true,discussion_link,2024-10-28,2
18675,2024-10-28,"BUG #18675: Postgres is not realasing memory causing OOM",15,false,,,
18676,2024-10-28,"BUG #18676: Execute function while selecting from table with partial index using this function.",3,false,,,
18677,2024-10-29,"BUG #18677: numeric values in arrays are stored incorrectly",3,false,,,
18678,2024-10-30,"BUG #18678: While installing the PostgreSQL wizard, it throws an error for an non found column",2,false,,,
18679,2024-10-30,"BUG #18679: Planner issue with bitmap scan recheck on external TOAST",1,false,,,
18680,2024-10-31,"BUG #18680: [ECPG] heap-use-after-free (read)",1,false,,,
18681,2024-10-31,"BUG #18681: [ECPG] heap-read-out-of-bounds",1,false,,,
18682,2024-11-01,"BUG #18682: Null grouping set with empty table returns a row contains null.",2,false,,,
18683,2024-11-01,"BUG #18683: A publication must be created *before* a logical rep slot in order to be used with that slot?",3,false,,,
18684,2024-11-04,"BUG #18684: script give me incorrect link to postgres",1,false,,,
18685,2024-11-04,"BUG #18685: .pgpass is not enabled when running pg_basebackup on PostgreSQL 17.",5,true,both,2024-11-04,0
18688,2024-11-05,"BUG #18688: _LSOpenURLsWithCompletionHandler() failed with error -54. (1)",2,false,,,
18689,2024-11-05,"BUG #18689: psql : operator ""!="" do not behave like ""<>""",4,false,,,
18690,2024-11-06,"BUG #18690: A count function returns wrong value when using FDW",6,false,,,
18691,2024-11-06,"BUG #18691: Turkish Character Encoding",2,false,,,
18692,2024-11-06,"BUG #18692: Segmentation fault when extending a varchar column with a gist index with custom signal length",13,true,discussion_link,2024-11-11,5
18693,2024-11-06,"BUG #18693: Column names not set when using SELECT STRICT INTO with RECORD type",3,false,,,
18694,2024-11-07,"BUG #18694: DISCARD ALL does not reset execution counters for plpgsql functions",4,false,,,
18696,2024-11-07,"BUG #18696: Compatibility Query for Updating zlib1.dll in PostgreSQL 10.2 to Address Security Vulnerabilities",3,false,,,
18697,2024-11-08,"BUG #18697: Postgresql does not start",1,false,,,
18698,2024-11-10,"BUG #18698: Checksum verification failed for: deb_postgis_3_4_pg16.app.zip",1,false,,,
18699,2024-11-11,"BUG #18699: Checksum verification failed for: edb_pgagent_pg17.app.zip",3,false,,,
18700,2024-11-11,"BUG #18700: pg_dump doesn't include definitions for collations nor types (e.g. enumeration)",2,false,,,
18701,2024-11-12,"BUG #18701: Read of Bounds - elog.c",1,false,,,
18702,2024-11-12,"BUG #18702: Critical & High Security vulnerability issue with Trivy Scan in postgres 16",3,false,,,
18704,2024-11-13,"BUG #18704: Installing postgis fails due to depencies",2,false,,,
18705,2024-11-14,"BUG #18705: Segmentation fault when create brin index on user-defined type.",5,false,,,
18707,2024-11-14,"BUG #18707: Installation issue",9,false,,,
18708,2024-11-14,"BUG #18708: regex problem: (?:[^\d\D]){0} asserts with ""lp->nouts == 0 && rp->nins == 0""",16,true,both,2024-11-15,1
18709,2024-11-14,"BUG #18709: Explicit tablespace pg_default not working when creating of indices in partitioned tables",1,false,,,
18710,2024-11-15,"BUG #18710: ""pg_get_viewdef"" triggers assertions in special scenarios",4,false,,,
18711,2024-11-16,"BUG #18711: Attempting a connection with a database name longer than 63 characters now fails",67,true,both,2024-12-12,26
18712,2024-11-16,"BUG #18712: inet value ::2 handling goes not as expected",4,false,,,
18713,2024-11-18,"BUG #18713: pg_upgrade fails when owner of an extension is changed or dropped",2,false,,,
18714,2024-11-18,"BUG #18714: error during installation",1,false,,,
18715,2024-11-19,"BUG #18715: replace() function silently fails if 3rd argument is null",8,false,,,
18716,2024-11-20,"BUG #18716: I wanted to upload/restore tar file data, While uploading file facing error, image attached.",2,false,,,
18717,2024-11-20,"BUG #18717: ALTER ROLE SET ROLE functionality is broken",2,false,,,
18718,2024-11-21,"BUG #18718: Incorrect Twitter/X Logo Displayed on PostgreSQL Documentation Page",5,false,,,
18719,2024-11-21,"BUG #18719: Bug Report for Patch (For inplace update durability, make heap_update() callers wait)",2,false,,,
